"time","ID","lamygdala","ramygdala","lFFA","rFFA","lSTS","rSTS","lMMPFC","rMMPFC"
47,"083",0.43702385,0.00036371555,0.58470935,0.90042955,0.23155078,0.0998553,0.60405666,-0.33763137
47,"084",0.51414114,0.70360553,0.7202008,0.23544507,0.0042264997,-0.036596548,-1.0736557,-0.8961526
47,"085",0.47076225,0.26352045,0.48434806,-0.21243493,0.096066475,0.2277132,-0.6234715,0.35257977
47,"086",-0.28211322,-0.62924653,1.4157283,1.1097187,0.617128,0.8268963,0.75161326,0.38556236
47,"087",0.6024131,0.7659908,0.23150444,0.27483982,0.27615458,-0.04294411,-0.29492432,-0.06067101
47,"088",1.5877335,1.2823839,-0.28889656,0.2563619,0.37866968,0.17848003,0.39828318,0.1400764
47,"089",0.3086964,0.6884764,-0.37627894,-0.4676051,-0.45778808,-0.023956168,0.76002634,0.7682286
47,"090",-0.6237901,-0.57648444,0.27491418,0.45976123,-0.7531958,-0.43509474,0.87489605,0.15598325
47,"091",-0.0077085826,-0.4347037,0.8278133,0.35848278,-0.09593483,-0.12942648,0.57940423,-0.11114279
47,"092",0.22335213,0.36429664,-0.003452219,0.41796416,0.73303586,0.56268466,0.5435678,-0.24469192
47,"093",1.0496169,0.7662741,0.89903367,0.6615049,0.35806718,0.12567161,-0.35190085,0.07065481
47,"094",0.4678132,-0.118950434,0.52775735,1.0103667,-0.9763998,0.90506953,-0.31839818,-0.8300206
47,"095",-0.11442494,-0.23945513,1.0151925,1.0845369,0.04756726,0.5233482,0.35959715,0.50155306
47,"096",-0.2636958,0.22861513,0.45212635,0.1668364,-1.1026351,-0.30286258,-0.12133107,-0.104752444
47,"097",0.23535289,-0.056601085,-0.14796318,0.11110903,0.4685204,-0.07825242,0.74887955,0.6131968
47,"098",0.5018758,0.5182433,0.5465083,0.87049305,-0.10506799,1.0009046,0.20879059,1.410628
47,"099",0.31970257,0.23054633,0.6389359,1.0033696,0.38967156,1.1598418,0.13741517,0.29606253
47,"100",0.19648178,0.23608947,0.4627285,0.6173703,0.0037748157,1.1428329,-0.38907915,0.08023509
47,"101",0.19826359,-0.16662334,-0.082581475,-0.70188266,0.1477367,0.2776723,0.7393743,0.33863455
47,"102",-0.045999024,0.20327388,0.58141404,0.69822276,-0.13976617,-0.19886027,-0.02036888,0.14426033
47,"103",0.6868026,-0.3243824,1.1673579,0.5647477,-0.28820747,0.60676956,0.17206249,0.39431715
47,"104",0.5644236,0.5786978,0.5807641,0.52315205,-0.019316766,0.46506277,0.43886524,0.4438643
47,"105",-0.097853504,-0.040253513,-0.16128218,0.04364823,0.4983449,0.3199799,0.048540518,0.69888955
47,"106",-0.071426064,-0.12630935,0.19027072,-0.11144773,1.2811887,-0.1897573,0.82449627,0.7868929
47,"107",1.0604826,0.99863356,1.5124035,1.1455873,0.7825158,-0.30260316,1.3410112,1.1180966
47,"108",-0.21649683,-0.16020286,1.1125765,0.57795954,0.7256543,1.1182241,-0.60061395,0.21388288
47,"109",0.47618747,0.57523894,-0.12223315,-0.45562857,0.57301515,-0.23474637,1.6647284,-0.1538268
47,"110",0.2619466,-0.1674193,0.46167263,-0.5605465,0.618093,-0.8604374,-0.009136694,-0.35229096
47,"111",0.592385,1.1900098,0.20240216,0.56069046,0.41320676,0.7350289,-0.51017034,-0.10560274
47,"112",0.58317035,0.13657027,0.29583368,0.4306427,0.2277327,0.031550147,1.0722342,0.48792258
47,"113",0.2738552,-0.58002704,0.37666613,-0.136985,0.48355636,0.69847727,-0.36671132,-0.20729978
47,"114",0.9491105,1.3465337,1.0852635,0.847931,0.89493084,0.0057331948,1.1445547,1.0498545
47,"115",0.74833447,0.882656,0.8196575,0.9623047,0.5255923,0.027233243,0.36794525,0.40683866
47,"116",-1.1217486,-0.30029997,-1.0890869,-1.071605,0.049541958,-0.079246774,-0.5980197,-0.3534895
47,"117",1.1562842,0.389703,0.3320737,-0.16989097,-0.31702203,-0.71744454,0.51561594,-0.025475908
47,"118",-0.08158517,0.5760936,0.39391738,0.86910427,0.4318021,1.4402622,-0.029383313,0.024101842
47,"119",0.84893966,0.6329326,0.7728327,0.32656956,0.50877964,0.40296808,0.17635566,0.21501644
47,"120",-0.25170866,-0.26216474,0.72494996,0.39126408,0.09396706,0.8482773,0.53287435,-0.51639605
47,"121",0.27036062,0.26280418,-0.18260197,0.23237813,-0.22464724,0.44133335,0.28557533,0.87485564
47,"122",0.44461492,0.0120128095,-0.40983945,0.70400226,0.19134843,0.35515082,0.8714172,0.7945213
47,"123",-0.12353802,-0.5847185,0.6828486,0.87278986,1.0040011,0.09614132,0.77475375,-0.08620517
47,"124",-0.15231156,0.9446662,0.64263266,0.47645435,0.6737647,1.0410026,0.96475255,0.96117514
47,"125",-0.00051752303,-0.59965956,0.27848426,1.0197233,0.4537383,0.95377094,-1.0188391,-1.2540954
47,"126",-0.66920865,-0.41667634,-0.25547427,-0.12679976,0.45127314,0.36106652,-0.1423336,0.53905183
47,"127",-0.4184373,-0.6107658,0.43044764,0.46106568,0.5056157,-0.44637546,0.27272376,0.2004288
47,"128",-0.7219997,-0.42127672,0.4010169,0.5578914,0.3883266,0.8923168,0.5189898,0.96164024
47,"129",0.47079757,0.0060192742,0.14055997,0.5752429,0.11706958,1.082855,-1.5240462,-0.6881501
47,"130",0.05499008,0.051863298,0.2638498,0.6813641,0.15897027,-0.31518152,0.26562026,-0.22906616
47,"131",1.0899019,0.6189378,0.6706731,0.4606545,0.732533,0.81308734,0.13084754,0.2177118
47,"132",0.0010457005,-0.022101205,-0.13739038,0.08726767,0.35746393,0.3547916,-0.23449945,-0.12090687
47,"133",-0.45311713,-0.24880813,-0.03940717,0.47137064,0.9346627,0.25280198,0.18067962,0.39982834
47,"134",0.3969176,-0.04387789,-0.08451472,0.5122739,0.08794312,0.14867385,0.46384206,0.39673504
47,"135",0.82211846,0.5535734,1.3989708,0.45373592,0.665064,0.4956767,0.68584216,0.22844867
47,"136",0.16875415,0.3099857,0.28985682,0.6710379,0.4631687,0.7294785,0.43477196,0.54984397
47,"137",-0.5100788,-0.20790264,0.49053413,0.870574,-0.024813559,0.9036015,0.24994346,-0.52729905
47,"138",-0.08713402,0.1551218,0.27307248,0.23088937,0.45461607,0.74153167,1.0269963,0.22162461
47,"139",-0.50366426,0.020857181,0.59398377,0.9460705,-0.88733447,0.83463496,0.5149615,0.034701385
47,"140",0.16450076,-0.41384944,0.61605895,0.52630925,-0.0719731,1.2464628,-1.3781761,-0.8277496
47,"141",-0.2176677,-0.5260594,0.5407845,0.4187664,-0.6607217,0.5534874,-0.41498357,-0.044627484
47,"142",-1.3166122,-1.1451641,-0.23269267,0.46411666,-0.49631462,0.8588664,-1.2893059,-1.1120771
47,"143",0.029652614,-0.78711635,0.798368,0.84383976,0.4045073,-0.4466516,-0.19514656,-0.6244302
47,"144",0.047413167,0.08128028,0.2484607,-0.040814623,0.50874424,0.7457682,0.07959873,0.61426556
47,"145",0.30448002,0.52894604,0.9448776,0.81539744,-0.18330961,0.07237422,-1.0887817,-0.16233768
47,"146",0.36842114,-0.049970202,0.60931724,0.030526489,-0.3803479,0.5133791,0.27826452,0.2649628
47,"147",-0.04486227,-0.040269945,0.885668,0.7872926,1.5472485,0.8912606,0.7478617,0.16543718
47,"148",0.06667865,-0.14704525,-0.34575075,-0.38651824,1.0516275,0.38552994,0.2532655,0.31750208
47,"149",0.46346846,0.12930916,0.4124168,0.91005385,0.52151716,0.6640197,0.5005006,0.24622086
47,"150",0.9861752,0.9828283,1.0361749,0.18474483,0.3430757,0.4759141,0.24461965,-0.542094
47,"151",0.23316813,0.027462563,0.76481944,0.78283286,0.4109431,0.51818514,0.74719083,0.8018819
47,"152",-0.40969756,0.15338393,-0.9854642,-0.12960623,0.25506598,0.30274954,-0.9237811,0.50117004
47,"153",-0.68101746,-0.43997282,0.33594218,0.5360554,-0.97554475,-0.25891924,-0.756952,0.5657924
47,"154",-0.93073523,-0.36226654,-0.056622982,0.042602114,0.694501,0.75091964,-0.021979645,0.22694011
47,"155",-0.21208265,-0.5272698,0.53815645,0.42867905,-0.5253247,0.068545476,1.7012157,1.7632774
48,"001",0.55301243,-0.2630041,-0.038667407,0.85577565,0.93635905,0.45009404,0.20013912,-0.73990977
48,"002",-0.05595969,-0.54220206,-0.6619224,-0.36825842,1.3130693,0.9715441,0.21788009,0.03224718
48,"003",1.4285424,1.5387027,0.9961773,0.3265209,1.2467104,1.1693734,0.17365679,1.157048
48,"004",0.039334025,0.2768972,-0.69475436,-0.36598,-1.2018337,-0.34001726,0.49509615,0.580442
48,"005",-0.12858284,0.05759542,0.32083368,0.6562521,-0.8329708,0.7101099,-0.58488935,0.26394033
48,"006",0.87215316,0.59728074,0.7318147,0.42447948,-0.03195243,0.08747189,-0.23208444,0.07172318
48,"007",-0.07398074,0.10550717,-0.20558663,0.49687672,-0.3427767,0.6815427,0.14995149,-0.20766468
48,"008",1.2756152,1.3685815,0.77119285,-0.6008762,-0.13653418,-0.7123195,0.76573664,0.45026892
48,"010",1.3070196,1.3578057,0.27288952,0.37828037,0.3153461,-0.093228355,0.7124417,0.16203737
48,"011",0.9699295,0.40074998,0.33973396,0.15625599,-0.36676687,-0.93410647,0.92868865,0.69692504
48,"012",0.41206485,0.7933386,0.4906432,0.41861457,0.19388156,0.60847205,0.1553226,0.0682429
48,"013",-0.3083032,-0.060256243,0.03239889,0.28920615,0.20820495,0.54058266,-0.15076682,0.0004076004
48,"014",-0.087268546,0.53083366,-0.3096647,0.05495266,0.439392,-0.1763629,0.30493477,0.32845625
48,"015",-0.28342283,0.08412898,-0.18129316,-0.16401601,-1.2244695,-0.488659,-0.32913816,-1.1882297
48,"016",-0.21043779,0.47518605,-0.1042881,0.05146833,0.000823164,0.02355213,0.98456573,0.9381893
48,"017",0.45818248,1.0812212,0.42810774,0.5523169,-0.46046916,0.5988493,-0.09329716,0.47277474
48,"018",0.9009797,0.6997429,1.093878,0.7588963,0.4220315,0.18974772,0.53256935,0.46435842
48,"019",-1.3271732,-1.2031974,0.64977926,-0.33842972,0.3043428,-0.6156437,0.6273731,-0.54931194
48,"020",0.33144894,-0.067025915,0.8946978,0.30090317,0.49055976,-0.06797305,-0.08121745,-0.037219673
48,"021",0.838065,1.3556194,0.2747975,0.54406494,0.285684,-0.06435567,-0.18556972,0.29338834
48,"022",1.1162007,0.42820725,0.8607086,1.8529896,0.4838733,1.1227481,0.9443533,1.0719515
48,"023",-0.41696802,0.948235,0.42898178,0.880648,-0.14667699,0.5638584,-0.19926508,0.48153192
48,"024",-1.3532711,-0.11594828,-0.19823088,-0.4339017,-0.21137667,-0.16668978,-0.9043356,-0.57956946
48,"025",-0.26944837,-0.18404397,-0.39325327,-0.9065817,0.4600045,-0.2761131,0.588524,0.41614908
48,"026",0.2508755,0.11161666,1.2041243,-0.0857883,0.103565894,-0.5225433,0.23326688,0.29850107
48,"027",0.45365235,0.5860987,0.7302179,0.37859377,0.2509728,0.34134832,0.12199867,0.24204978
48,"029",0.40836185,-0.4008082,-0.8405639,-0.88373816,-1.0188191,1.0156314,1.4165621,0.3814943
48,"030",0.6104889,1.1770552,1.394955,0.8109247,0.51429033,-0.17911997,-1.0370054,-1.1371329
48,"031",-0.21261191,-0.45270824,-0.48933658,-0.96883714,-0.30230242,-1.4946072,-0.428578,-1.2560451
48,"032",0.50571036,-0.45375535,0.8430788,0.22513703,-0.21346709,0.48711282,0.00626688,0.11850814
48,"033",0.017688595,0.198734,1.4395891,0.9496869,0.3519694,0.8238748,0.78318965,0.97700137
48,"034",-0.55933005,-0.06151223,-0.42354164,-0.088178314,0.42117843,-0.2920317,-0.17825514,-0.23218767
48,"035",-0.24095336,0.0314653,-0.55598193,-0.79531443,-0.071030274,-0.9950819,-0.24133186,0.30257747
48,"036",2.1682298,-0.14356574,0.067868166,-0.46836966,-0.6142248,-0.38466752,-0.24340534,-1.0218418
48,"037",0.14545867,0.06881501,-0.8526303,-0.0063672187,-0.6799308,0.6252895,-0.32001153,-0.09870426
48,"038",0.7356304,0.5281376,1.2370844,0.47304907,-0.60362595,0.1392331,-0.49186984,-0.3698315
48,"039",0.18119611,-1.1011794,-0.3555037,-1.0476954,0.7376092,0.6695272,0.32575947,0.11581524
48,"041",-0.6614382,-0.13976216,0.04232187,0.13458183,-0.33813283,0.25056916,-1.1752136,-0.12836137
48,"042",0.084801,0.1008017,0.45290366,-0.012222961,0.43349296,0.77426577,0.34940168,0.40308532
48,"043",-0.7766641,-0.53812784,-0.050337363,-0.77730614,-0.68365335,-0.21756446,-0.8785192,-1.514921
48,"044",0.09182801,-0.12925248,0.7411769,0.36241394,1.0428627,0.6156945,-0.13446407,-0.0667052
48,"045",0.12241778,-0.24755006,0.60346395,0.27924815,-0.45075163,0.22621365,0.07411637,0.33638552
48,"046",0.15852615,-0.05382038,-0.254207,-0.18823609,-0.06375225,-0.2650543,-0.30050984,0.22640212
48,"047",-0.84229696,-0.631143,-0.21044031,-0.732599,-0.72252893,-0.58929795,-0.557805,-1.2017367
48,"048",0.13078766,0.11622972,-0.015582186,0.92255557,0.2672636,0.1248887,0.51841503,0.18288356
48,"049",0.02855886,-0.18361033,-0.35520306,1.2105769,0.5057762,0.8246805,-0.248674,0.1076871
48,"050",0.2920041,-0.6265415,0.40911993,0.25497344,0.12227005,-0.41724882,0.27382958,0.0023174882
48,"051",0.42564812,0.03409539,0.46054095,-0.2115585,0.54508144,0.11382159,-0.15492323,-0.4025654
48,"052",1.0155911,1.7172788,1.3146108,1.0181996,0.8594284,0.69163495,0.7763847,0.6857978
48,"053",0.5616622,0.6237814,0.8128309,0.16177058,0.72157764,-0.07569593,-0.27478638,0.6396468
48,"054",0.8924982,0.49130276,0.35624516,0.055396497,0.75352377,0.2098815,0.4062969,0.25382742
48,"055",-0.3829555,-0.0019668438,0.54082626,-0.26257116,0.51528376,-0.25988036,0.39459455,-0.25298414
48,"056",-0.042150892,0.017821377,-0.2712025,-0.0039890083,-0.6839279,-0.57169896,0.4124207,0.6872142
48,"057",-0.17733844,-0.6406349,0.28089967,-0.77591836,0.44735068,0.2878197,0.08963682,0.9019896
48,"058",-0.03721614,0.37813783,1.2182658,1.0170255,0.16378804,-0.17272322,-0.008882226,-0.043939877
48,"059",-0.35022238,0.6737709,0.85133046,0.993641,0.58174646,-0.48445892,0.9765814,0.9532919
48,"060",-0.24156511,0.11555708,0.95812386,0.30679718,0.26129875,-0.56258506,-0.15384352,-0.4499591
48,"062",-0.0032048956,0.18754631,-0.63803923,0.0022117929,-0.3632195,-0.11402881,0.13319914,-0.18381855
48,"063",0.8151789,1.0119944,1.6116123,1.3617082,0.45748225,0.5189118,-0.48484612,0.37915984
48,"064",0.10831533,-0.32767066,0.48048678,0.57237375,0.032445915,0.2444541,1.07711,0.7736166
48,"065",0.07744259,-0.16690125,0.46599823,0.27915674,-1.2124691,-0.61713123,-0.37560028,-0.30968612
48,"066",0.2765145,0.59741676,-1.2848132,0.7146478,0.9397976,0.243645,-0.041122586,0.8651775
48,"067",0.8414547,0.06856574,0.40049657,0.14422259,-0.17745222,-0.30141315,-0.6610411,-0.12636566
48,"068",0.24495244,0.43690035,0.35306293,0.83715457,-0.120419785,-0.8360575,-0.47161254,-0.35087854
48,"069",-0.74840933,-0.95298743,-0.096192814,-0.13791284,0.074052155,-0.35212237,-1.2239175,-1.2534001
48,"070",0.5558422,0.51667017,-0.2464875,0.8820673,-0.82239646,1.1456312,-0.15292402,0.05332055
48,"071",-0.010003567,0.28207943,0.62652004,0.52808464,0.7779702,-0.36082977,0.44966346,0.7821253
48,"072",-0.1388184,0.17705168,-0.40093493,-0.008415791,-0.33771035,0.08094656,-0.69096595,-0.910622
48,"073",0.041256372,0.5637421,0.6568703,1.0930892,0.606058,0.81722194,0.19456556,0.0881
48,"074",0.31608528,0.35860422,0.60119593,-0.104952715,0.20540385,1.2523117,0.30874303,1.0757952
48,"075",NA,NA,NA,NA,NA,NA,NA,NA
48,"076",-0.2973156,-0.023926651,-0.3335452,0.3808614,-0.33154345,0.122409604,-0.29901806,-0.23278812
48,"077",-0.13546462,-0.41121253,0.612014,-0.14575312,-1.0369313,-0.0403148,0.4262907,0.118010975
48,"079",-0.61150014,0.3459631,-0.12450852,-0.21735327,-0.7186254,-1.1495049,-0.3866754,-0.9622203
48,"080",1.1460794,0.7401003,0.1740475,0.8331854,0.029764438,-0.005186045,-0.19813764,0.7866564
48,"081",-0.8147755,0.08873514,-0.2848441,0.44501638,-0.33668888,1.2130077,-0.85977304,0.93137825
48,"082",-0.6565848,-0.07680849,0.13432263,0.81580293,-0.13376617,1.139484,-0.9449461,-0.52831066
48,"083",0.23560494,0.32132927,0.81126803,0.4478999,0.038369637,0.9407589,-0.009819286,-0.06738367
48,"084",0.05384893,-0.2545819,0.879859,0.34831503,0.5456562,0.555474,-0.7266636,-0.8538002
48,"085",0.5854451,0.3305674,0.74364346,0.29948118,-0.04087671,0.17466837,-0.49289495,-0.034525614
48,"086",-0.5729155,-0.5333647,0.5416805,1.0808954,-0.5592961,1.0486374,0.39281687,0.1321176
48,"087",0.29507822,0.11430457,0.10303023,0.26950198,-0.29937243,0.3066451,-0.39123812,-0.59472024
48,"088",0.84535444,0.730637,0.3359162,0.94467974,0.4997468,0.41382375,-0.22525558,0.09531507
48,"089",0.39805683,0.3083159,-0.035469286,-0.39030483,-0.32649726,0.22679698,1.0367769,0.46413946
48,"090",-0.10949067,-0.1022933,-1.2935836,-0.28625086,-0.8333586,-0.26294678,0.8342724,0.19716504
48,"091",0.31667122,-0.112849146,1.3560228,0.35409856,-0.90592813,-0.2686121,1.0140114,0.7790764
48,"092",0.95329016,0.47105193,1.315932,0.757727,0.9462331,0.3083291,1.1044695,0.29149604
48,"093",1.1955918,0.7960736,0.20146056,0.30981106,-0.036411323,0.13610846,-0.006707038,0.50554407
48,"094",0.8189246,0.27730483,0.8597323,0.79475325,-0.3525761,0.68420523,-0.594998,-1.4404789
48,"095",-0.22802225,-0.00031611,0.65696466,0.67335546,-0.08975225,0.921124,0.3407606,0.3986038
48,"096",0.25012547,0.23455493,0.014855346,0.37205395,-0.7446324,0.2587147,-0.5103194,0.33932048
48,"097",0.37872282,0.17688738,0.26661932,0.52950746,0.45159084,0.12658015,0.89973176,0.72927254
48,"098",0.3802075,0.60151416,0.967733,1.2896582,0.23622556,0.74718624,0.043691568,1.4068632
48,"099",-0.28203103,0.32092553,0.53381205,1.1230185,0.34606507,1.0684463,0.4884463,0.11029123
48,"100",-0.39810696,0.696172,-0.21644549,0.11974418,0.64642644,-0.22554362,-1.4340827,-0.24581747
48,"101",0.6721838,0.45708868,0.97745454,-0.45217705,0.13598225,-0.4348402,0.52067316,0.54413354
48,"102",0.23711987,-0.053573202,1.2601511,0.8119313,0.30540723,0.040064875,0.071265146,-0.2676333
48,"103",0.90434605,0.10797185,0.98334503,0.66526765,0.74412525,0.65685654,0.24052548,0.5476157
48,"104",0.5971157,0.700376,0.6478027,1.0364745,-0.30667624,0.7695072,0.3450756,0.6043305
48,"105",0.14023776,0.027748222,0.039373666,0.12117133,1.2626853,0.43121052,0.5901223,0.6185826
48,"106",-0.08445427,-0.09885046,0.50038767,-0.49835032,0.9099909,-0.78685296,0.40900153,0.44472617
48,"107",0.76685023,0.93336934,0.924123,0.84801257,0.30786481,0.11218996,0.5953205,0.5170711
48,"108",-0.20792104,-0.041554004,1.2197304,0.9885,0.0627723,0.56003445,-0.39576426,-0.592855
48,"109",0.46748823,0.10338694,0.78633153,-0.18916932,0.9282058,-0.23148414,0.3159586,-0.60301703
48,"110",0.52891016,0.3786753,0.5562385,-0.1682144,1.0881386,-0.26839662,0.68588096,-0.003655327
48,"111",1.0168774,1.005723,0.2543785,1.0339117,-0.10587521,-0.102840796,-0.4181261,0.03888675
48,"112",0.49516138,0.13367343,-0.09589286,0.7199729,0.10221498,0.26592645,1.1129173,0.5607503
48,"113",0.5330286,-0.10919688,0.51973236,-0.21747701,1.1835476,0.7021344,0.240814,0.5037612
48,"114",0.51564354,0.73678267,1.2518982,0.26895994,0.7978743,0.36707982,0.50096184,0.11615193
48,"115",-0.07456602,0.61260664,0.4510626,0.85412395,0.0745945,0.4103512,-0.016388798,-0.2887571
48,"116",0.25438643,0.46327212,-0.7960625,-0.9632101,-0.41849312,0.10613533,-1.0494052,-0.54328954
48,"117",0.768205,0.30853742,0.21991746,0.05995562,-0.11377468,-0.17310642,-0.3976801,-0.4844362
48,"118",-0.1411904,0.39553875,0.42868835,0.53396666,0.797663,1.6793522,0.41568574,0.100677595
48,"119",1.3518062,1.6114558,0.9535925,0.12313726,0.6783098,0.44632274,0.3251173,0.70117533
48,"120",0.26491132,0.48996964,0.8293675,0.5487024,-0.21122995,0.93613255,-0.24850091,-0.2722959
48,"121",0.5564485,-0.14736599,-0.25620842,0.032347642,0.10922589,0.17295322,-0.13585135,0.34960097
48,"122",1.0228057,0.37837222,0.34499374,0.5682198,0.41634637,0.546406,0.4208192,0.6109034
48,"123",0.008729935,-0.049570654,0.13983229,0.5263254,0.26707983,0.5913674,-0.021183914,-0.25455636
48,"124",-0.21538346,0.114918165,0.1863543,0.2664258,0.62540036,1.1731814,0.669775,0.76010865
48,"125",-0.67923266,-0.43013668,1.2607282,1.201948,-0.22936091,0.39012846,-1.1451836,-1.0007045
48,"126",-0.07898322,-0.36292925,0.048315268,0.30263296,-0.5539292,0.56702805,-0.22369003,0.71171486
48,"127",0.25567642,0.3519426,0.54590636,0.91384524,-0.14853767,-0.35102567,0.36077955,-0.23296985
48,"128",-0.61518997,-0.52607584,0.22359964,0.60540646,0.41004133,0.5829705,0.37575203,0.7115394
48,"129",-0.40045863,-0.2051764,0.5241327,0.5474777,-0.17719612,0.9941206,-2.0362208,-1.1598166
48,"130",0.23673981,0.115880996,0.025694523,0.80090016,-0.3684749,-0.061590064,-0.80245876,-0.65224683
48,"131",0.81563896,0.3599212,0.7772468,0.5544227,0.2448258,-0.12636599,-0.023465872,0.4872282
48,"132",-0.31058204,-0.04588791,-0.19653568,0.17759408,0.75039476,-0.19345288,0.061564684,0.31767187
48,"133",-0.62638557,-0.54835117,0.18259817,0.2837009,0.38774863,0.3286318,0.046785492,0.2215786
48,"134",0.907484,0.61091673,1.2663848,0.56333745,0.56822157,0.47201055,-0.1583842,0.37241408
48,"135",0.75884295,0.49473503,0.759462,1.112644,0.4643032,0.5494202,0.7727038,0.023371875
48,"136",0.8854251,-0.25787807,0.3134207,1.0181375,0.2207202,0.6706172,0.16836505,0.4283785
48,"137",-0.89066863,-0.067683324,0.1887152,0.4979311,-0.26738906,0.24070883,-1.1463003,-0.17179534
48,"138",-0.04526508,0.05310338,0.44923514,0.2974292,0.14870441,0.55166304,-0.10713713,-0.6647471
48,"139",-0.60669535,-0.35860267,1.2598064,0.39765936,0.29821095,1.0316972,0.326646,0.2489502
48,"140",0.15637566,0.0058147544,0.8832165,0.41024217,-0.14082476,1.2563288,-1.1759202,-0.20215091
48,"141",-0.78382283,-0.6559262,0.65545094,0.6472134,0.17943959,-0.009894389,-0.9161116,-0.27994567
48,"142",-1.0026073,-0.5845412,0.59794825,0.6109616,-0.35244146,0.29232782,-0.6291752,-0.32767147
48,"143",-0.6979292,-1.1664983,0.8533408,1.0030866,0.29267985,0.39123094,-0.654299,0.11210976
48,"144",0.05021056,0.018149797,0.69282275,0.22039476,0.20681652,0.5368741,0.028041357,0.37496316
48,"145",-0.267062,-0.21953899,0.76626146,0.7245116,0.07373409,0.55596554,-0.83761775,0.25421324
48,"146",0.2735159,0.20342977,0.3112281,0.010129243,-0.27797619,0.1129639,-0.7357028,-0.36786854
48,"147",0.22227861,0.37234294,0.7609571,1.2464746,0.9689088,0.7311951,0.55287236,-0.011164125
48,"148",0.54287064,0.208682,-0.3818471,-0.18930121,0.48019952,-0.12389736,-0.41761875,-0.7163868
48,"149",0.35225204,1.1443042,-0.14129218,1.1051269,1.0996023,0.41518086,0.99288654,0.4882164
48,"150",0.77999735,0.6404262,0.6533805,-0.39103907,0.66934484,0.41277856,0.09869397,0.16809955
48,"151",0.5274322,0.45195213,0.833039,1.2566702,-0.08947325,0.5486125,0.058362104,-0.29119864
48,"152",0.675707,0.58943695,-0.3942055,0.23564656,0.14906935,0.38288325,0.29441667,0.50204754
48,"153",-0.8339317,-0.19814947,1.0492389,0.74943197,-0.6194906,0.77598965,-0.79628044,0.35706997
48,"154",-0.8683419,-0.30073863,-0.088399805,-0.01393255,0.9598648,0.406164,-0.5260946,0.19046211
48,"155",-0.40906706,-0.7645717,0.21458933,0.58186394,-0.3164324,0.066488124,1.6981099,1.6577
49,"001",1.0099112,0.36124533,0.7317769,1.2415302,0.31547716,0.6920868,0.050980043,0.38340336
49,"002",0.40930066,-0.54203606,0.8348524,0.22576542,0.19098803,-0.31111547,-0.3533853,-0.4326729
49,"003",1.3014417,1.48611,1.1971601,1.6527386,1.0318484,1.0881132,0.2686618,0.5365039
49,"004",0.16059932,0.63659465,0.36349648,0.06969271,-0.3792526,-0.22209764,0.82708853,1.0337006
49,"005",-0.089230545,0.26295638,0.28140396,-0.14373429,-0.29778197,-0.51256,-0.22284374,0.5213262
49,"006",0.31189024,-0.14822619,1.0336847,0.07523675,-0.11072906,0.090017736,-0.21067563,0.3213198
49,"007",0.17385934,0.19628991,0.16940542,0.17976215,-0.1596343,0.28059655,0.912605,0.44896668
49,"008",-0.1742742,0.3206019,-0.57056314,-0.4600919,-0.020587241,-0.11454062,-0.8437994,-0.062413536
49,"010",1.3740963,1.3295207,-0.26041052,0.68386173,0.021616694,0.46776637,0.23527598,0.3941406
49,"011",0.4347472,0.32488218,-0.31811982,0.46787566,-0.58693475,-0.13064039,0.9319806,1.0756904
49,"012",1.0454273,0.50997347,0.28849983,0.016265474,1.0054567,0.38427758,0.9394848,0.6260098
49,"013",0.057902053,-0.2841272,-0.0071458044,0.7748412,0.38464183,0.2875896,-0.28174728,0.054811727
49,"014",0.20409009,0.92558545,-0.29760504,0.33279523,0.052422203,-0.31253415,0.23193765,0.06598441
49,"015",0.12083776,0.2471176,0.19736484,0.6810025,-0.53809583,-0.2545354,-0.51704895,-0.88515884
49,"016",-0.4677637,0.27456537,-0.4258279,0.4922985,-0.4321763,0.2795734,0.68188745,0.75726855
49,"017",1.6211553,1.8453412,0.58888733,0.38349572,-0.24938926,0.59444153,0.14445646,0.5210212
49,"018",0.6505165,0.5782926,1.1472771,0.50527173,0.6673132,0.25845098,0.04234592,0.14107108
49,"019",-1.2572083,-1.4013149,-0.10332973,-1.4834589,0.13611881,0.62481594,0.49147415,0.4025589
49,"020",0.36935174,0.19194885,0.5438541,0.24682689,0.5589498,0.063208744,-0.31316087,-0.024901846
49,"021",1.12695,0.98057795,0.059831034,0.065831,0.046740025,-0.053747375,1.4323099,0.66429454
49,"022",0.43892536,0.107517965,0.26919022,1.0235258,0.029438913,1.0724005,0.5730065,0.50906533
49,"023",0.1318283,1.1697667,0.3195694,0.5712081,-0.42016286,0.38975877,-0.021439709,1.0689914
49,"024",0.24260224,0.53910184,0.51691103,0.7556487,-0.72611797,0.6741827,-0.80617297,-0.39232668
49,"025",-0.27701247,-0.06828407,-0.25648713,-0.7741595,0.656374,-0.5064216,-0.23531163,-0.46711951
49,"026",0.2786264,0.6404989,0.85850924,1.1085417,-0.62904125,1.1381822,0.064875916,0.41256484
49,"027",0.8175833,0.846084,0.7945795,-0.10789931,0.8715779,0.33722797,0.09108489,0.114982486
49,"029",0.43571678,-0.37813985,-0.26676363,-0.8143786,-0.4515113,0.0248033,-0.1158777,1.1620734
49,"030",0.44462693,1.1153121,1.1352031,-0.26125774,0.5724887,0.23518531,-0.68279326,-1.6494205
