time,sub,run,FS-left-amygdala,FS-right-amygdala
30,pixar016,run-01,1.1201832,1.3400877
31,pixar016,run-01,0.2322526,0.67876893
32,pixar016,run-01,-0.019604247,0.47678366
33,pixar016,run-01,0.20248324,0.66936815
34,pixar016,run-01,0.5487273,0.53200495
35,pixar016,run-01,0.15545845,0.55607337
36,pixar016,run-01,-0.067259,0.24121222
37,pixar016,run-01,-0.06973316,0.00946634
38,pixar016,run-01,0.8881054,1.5116365
39,pixar016,run-01,1.2350442,1.1140802
40,pixar016,run-01,0.30680677,0.2477586
41,pixar016,run-01,-0.22712801,0.3716634
42,pixar016,run-01,0.14667308,0.68295956
43,pixar016,run-01,-0.13491143,0.16517319
44,pixar016,run-01,-0.3361189,0.40709934
45,pixar016,run-01,0.4894947,0.713972
46,pixar016,run-01,-0.035349917,0.07526611
47,pixar016,run-01,-0.3855863,0.061946135
48,pixar016,run-01,-0.21043779,0.47518605
49,pixar016,run-01,-0.4677637,0.27456537
50,pixar016,run-01,-0.036561415,0.8519449
51,pixar016,run-01,0.041830968,0.014797235
52,pixar016,run-01,0.4941835,-0.21584542
53,pixar016,run-01,0.01607378,0.33039132
54,pixar016,run-01,-0.65959764,-0.524213
55,pixar016,run-01,-0.98280275,-0.29309198
56,pixar016,run-01,-0.48304546,-0.23402274
57,pixar016,run-01,-0.44148123,-0.069588356
58,pixar016,run-01,-0.40851367,-0.11167504
59,pixar016,run-01,-0.047446106,0.04422069
60,pixar016,run-01,0.105241366,-0.10755388
61,pixar016,run-01,0.048268687,-0.58311045
62,pixar016,run-01,0.932794,0.284916
63,pixar016,run-01,-0.13342816,-0.82122076
64,pixar016,run-01,0.022868859,0.2631405
65,pixar016,run-01,-0.7206987,-0.06576639
66,pixar016,run-01,-0.11076213,0.2018086
67,pixar016,run-01,-0.39488143,0.64189446
68,pixar016,run-01,-0.61083937,-0.353278
69,pixar016,run-01,-0.18561877,-0.9124176
70,pixar016,run-01,0.052494727,-1.0978706
71,pixar016,run-01,0.14955764,-0.57912606
72,pixar016,run-01,-0.5278558,-0.23498917
73,pixar016,run-01,-0.10310399,-0.50136983
74,pixar016,run-01,0.23969702,0.24570422
75,pixar016,run-01,0.8309366,0.5802642
76,pixar016,run-01,0.15212917,-0.277847
77,pixar016,run-01,-0.6102968,-0.49676266
78,pixar016,run-01,-0.521682,-0.6798203
79,pixar016,run-01,-0.5911884,-0.5693247
80,pixar016,run-01,0.16324964,-0.3586403
81,pixar016,run-01,-0.1448552,-0.17902303
82,pixar016,run-01,-0.48487374,-1.0023979
83,pixar016,run-01,,
84,pixar016,run-01,,
85,pixar016,run-01,-0.41004136,-0.31403175
86,pixar016,run-01,-0.37998438,0.58181953
87,pixar016,run-01,0.44174966,-0.0779896
88,pixar016,run-01,-1.0271322,-0.5572766
89,pixar016,run-01,-0.75343895,-0.6949759
90,pixar016,run-01,-0.50268525,-0.30917802
91,pixar016,run-01,0.0014822863,-0.1868864
92,pixar016,run-01,0.15179713,-0.5896704
93,pixar016,run-01,0.31571987,-0.28743166
94,pixar016,run-01,-0.44926205,-0.7127095
95,pixar016,run-01,-0.32378265,-0.5758294
96,pixar016,run-01,0.2244475,-0.16170892
97,pixar016,run-01,-0.9917516,-0.9681133
98,pixar016,run-01,-1.2171645,-1.2106022
99,pixar016,run-01,-1.5216179,-1.2490664
100,pixar016,run-01,-0.7191663,-0.2713821
101,pixar016,run-01,-0.63568735,-0.48493633
102,pixar016,run-01,,
103,pixar016,run-01,,
104,pixar016,run-01,,
105,pixar016,run-01,-1.589637,-0.670343
106,pixar016,run-01,,
107,pixar016,run-01,-0.6090188,-0.57854986
108,pixar016,run-01,-0.30033997,-0.10773697
109,pixar016,run-01,-0.029228278,0.41901365
110,pixar016,run-01,-1.1070321,-0.34331492
111,pixar016,run-01,0.0035441369,0.36874968
112,pixar016,run-01,-0.7581938,-0.6915723
113,pixar016,run-01,,
114,pixar016,run-01,-1.1170406,-0.56599295
115,pixar016,run-01,-1.0074295,-0.27299085
116,pixar016,run-01,1.3894185,1.517169
117,pixar016,run-01,-0.2694065,-0.1800709
118,pixar016,run-01,,
119,pixar016,run-01,0.5263061,1.0813036
120,pixar016,run-01,0.56353253,0.697398
121,pixar016,run-01,0.4208766,1.1428072
122,pixar016,run-01,-0.15635535,-0.52604485
123,pixar016,run-01,-1.5223186,-0.8102064
124,pixar016,run-01,-0.8704456,-0.67354023
125,pixar016,run-01,0.03929393,-0.36833566
126,pixar016,run-01,-0.21769218,0.26288643
127,pixar016,run-01,-0.5304567,0.12286262
128,pixar016,run-01,0.3092681,-0.3613285
129,pixar016,run-01,-0.00040937623,-0.6392931
130,pixar016,run-01,-0.71671814,-0.33725804
131,pixar016,run-01,-0.85490805,-0.6753872
132,pixar016,run-01,-0.45373306,-0.764933
133,pixar016,run-01,,
134,pixar016,run-01,,
135,pixar016,run-01,-1.5451447,-0.9130554
136,pixar016,run-01,-1.6309539,-1.1276629
137,pixar016,run-01,-1.2897321,-1.1028461
138,pixar016,run-01,-0.34853786,-2.1808925
139,pixar016,run-01,,
140,pixar016,run-01,0.63354105,-1.003926
141,pixar016,run-01,,
142,pixar016,run-01,,
143,pixar016,run-01,,
144,pixar016,run-01,-1.7007003,-1.4435365
145,pixar016,run-01,-0.84848344,-0.4879896
146,pixar016,run-01,-0.5011235,-0.33499092
147,pixar016,run-01,0.8330001,0.5486577
148,pixar016,run-01,0.63082623,0.2548674
149,pixar016,run-01,0.05939035,0.07921489
150,pixar016,run-01,-0.8370855,-1.0683492
151,pixar016,run-01,-1.5219723,-0.85982245
152,pixar016,run-01,-0.51119876,-0.6379803
153,pixar016,run-01,-0.9634004,-1.0868502
154,pixar016,run-01,-0.7451966,-0.71247166
155,pixar016,run-01,-0.261641,-0.36818138
156,pixar016,run-01,-0.32535568,-0.7412061
157,pixar016,run-01,-0.07945093,-0.5637794
158,pixar016,run-01,-0.2847834,-0.7302354
159,pixar016,run-01,-0.27517056,-0.93664724
160,pixar016,run-01,-0.37348083,-0.6608799
161,pixar016,run-01,-0.34570855,-0.94578534
162,pixar016,run-01,-0.38424528,-1.6341927
163,pixar016,run-01,-0.35295364,-0.76272523
164,pixar016,run-01,-0.4133955,-0.33922806
165,pixar016,run-01,-1.0842344,-1.4125297
166,pixar016,run-01,0.38150012,-0.24182463
167,pixar016,run-01,-0.5393571,-1.12834
0,pixar017,run-01,1.3187355,0.67158866
1,pixar017,run-01,0.38021863,-0.45489192
2,pixar017,run-01,-0.023756828,-1.0702968
3,pixar017,run-01,0.35614112,0.4759915
4,pixar017,run-01,0.33011168,0.8161734
5,pixar017,run-01,-0.53170335,-0.040209964
6,pixar017,run-01,-0.010353618,-0.42782527
7,pixar017,run-01,-0.25674126,-0.7090927
8,pixar017,run-01,-0.23412149,-0.45743087
9,pixar017,run-01,-0.29794702,-0.10612049
10,pixar017,run-01,0.052618016,0.019864812
11,pixar017,run-01,0.78851,0.49909717
12,pixar017,run-01,0.5072919,0.12383629
13,pixar017,run-01,0.3837464,-0.35373265
14,pixar017,run-01,0.23469257,0.33887756
15,pixar017,run-01,-0.028795965,0.23119904
16,pixar017,run-01,0.99969757,0.8536631
17,pixar017,run-01,0.31492403,0.704197
18,pixar017,run-01,-0.015612254,0.5446019
19,pixar017,run-01,0.10101519,0.8627808
20,pixar017,run-01,-0.027477179,0.21343485
21,pixar017,run-01,-0.23264194,0.14802371
22,pixar017,run-01,0.20105352,0.564532
23,pixar017,run-01,0.31124493,0.7720012
24,pixar017,run-01,-0.17454737,0.40806642
25,pixar017,run-01,-0.8545385,-1.1895446
26,pixar017,run-01,-0.37239093,-1.1429298
27,pixar017,run-01,-0.36281326,-0.37702286
28,pixar017,run-01,-0.0046781143,-0.12479378
29,pixar017,run-01,-0.028239472,-0.688759
30,pixar017,run-01,-0.009918381,-0.66483974
31,pixar017,run-01,0.056941986,-0.30326796
32,pixar017,run-01,0.315632,-0.22121501
33,pixar017,run-01,0.15670873,-0.4624212
34,pixar017,run-01,-0.18831648,0.39365867
35,pixar017,run-01,0.3704053,0.78623146
36,pixar017,run-01,0.13340007,0.4209582
37,pixar017,run-01,-0.4992757,0.22876899
38,pixar017,run-01,-0.22847553,-0.07335232
39,pixar017,run-01,-0.34578827,-0.24505049
40,pixar017,run-01,0.0478446,-0.07680244
41,pixar017,run-01,0.015878985,0.0052135475
42,pixar017,run-01,0.37032732,0.23568784
43,pixar017,run-01,-0.013437971,-0.2896178
44,pixar017,run-01,0.269867,-0.1906176
45,pixar017,run-01,-0.036764774,-0.36088184
46,pixar017,run-01,-0.3819455,0.31312582
47,pixar017,run-01,0.12814982,0.6711845
48,pixar017,run-01,0.45818248,1.0812212
49,pixar017,run-01,1.6211553,1.8453412
50,pixar017,run-01,0.89993846,0.69607514
51,pixar017,run-01,0.60997915,0.51442623
52,pixar017,run-01,0.5036978,0.1321607
53,pixar017,run-01,1.0581113,0.6582881
54,pixar017,run-01,0.6068392,0.44534844
55,pixar017,run-01,0.68916136,0.99598306
56,pixar017,run-01,0.6982896,1.1514637
57,pixar017,run-01,0.8256037,1.4756683
58,pixar017,run-01,0.5926864,1.4648786
59,pixar017,run-01,1.0051101,1.260092
60,pixar017,run-01,1.6326728,1.5178672
61,pixar017,run-01,0.7854158,0.9747122
62,pixar017,run-01,0.42760488,0.06733642
63,pixar017,run-01,-1.2848371,-0.3097689
64,pixar017,run-01,-0.21343824,0.17182945
65,pixar017,run-01,-0.14363398,0.5466151
66,pixar017,run-01,-0.4470987,0.262502
67,pixar017,run-01,-0.026626473,0.9553411
68,pixar017,run-01,0.46474004,0.93782663
69,pixar017,run-01,-0.08600174,0.08678841
70,pixar017,run-01,0.7121149,0.28355238
71,pixar017,run-01,-0.5593771,0.29526782
72,pixar017,run-01,0.49624866,0.93783534
73,pixar017,run-01,0.22922723,0.64260143
74,pixar017,run-01,0.50110734,0.50507987
75,pixar017,run-01,0.46762326,0.5971698
76,pixar017,run-01,-0.016853042,0.9020956
77,pixar017,run-01,0.59193736,0.19800255
78,pixar017,run-01,0.7351805,0.42113507
79,pixar017,run-01,0.9656711,1.0657717
80,pixar017,run-01,0.42807117,0.25352162
81,pixar017,run-01,0.11446261,0.22676037
82,pixar017,run-01,-0.014600901,0.20271288
83,pixar017,run-01,-0.21222979,0.4123787
84,pixar017,run-01,0.07311459,0.07809942
85,pixar017,run-01,-0.49751836,-0.27796853
86,pixar017,run-01,0.016463878,0.044215675
87,pixar017,run-01,0.749435,0.11056212
88,pixar017,run-01,0.55361575,0.82168305
89,pixar017,run-01,0.30633292,-0.054843426
90,pixar017,run-01,-0.13420852,0.26952517
91,pixar017,run-01,0.16587599,0.4229514
92,pixar017,run-01,0.73149115,1.0427846
93,pixar017,run-01,-0.20452143,0.20873637
94,pixar017,run-01,0.023877325,-0.8682215
95,pixar017,run-01,-0.8417955,-1.190647
96,pixar017,run-01,-1.3665354,-1.5059739
97,pixar017,run-01,0.23347414,-0.029625444
98,pixar017,run-01,-0.5693376,-0.172757
99,pixar017,run-01,-0.63050365,-0.76371044
100,pixar017,run-01,0.06984439,-0.33935416
101,pixar017,run-01,0.5356178,-0.38601875
102,pixar017,run-01,-0.17992139,-0.40494308
103,pixar017,run-01,-0.16097683,-0.23055187
104,pixar017,run-01,0.37523347,-0.6590644
105,pixar017,run-01,0.08148691,-0.29321185
106,pixar017,run-01,-0.08881355,-0.14058214
107,pixar017,run-01,0.11171855,0.22003959
108,pixar017,run-01,-0.06975265,-0.3074487
109,pixar017,run-01,0.87541777,0.25946137
110,pixar017,run-01,0.74633026,0.4134905
111,pixar017,run-01,0.20799096,0.38388827
112,pixar017,run-01,-0.51776797,-0.61818635
113,pixar017,run-01,-1.1682118,-1.1713525
114,pixar017,run-01,-0.71839124,-0.67461574
115,pixar017,run-01,0.016241543,0.68832463
116,pixar017,run-01,0.18445762,-0.08860785
117,pixar017,run-01,-0.32660553,0.40619838
118,pixar017,run-01,0.04724546,0.415602
119,pixar017,run-01,0.08108836,-0.24991709
120,pixar017,run-01,-0.14779647,-0.25550655
121,pixar017,run-01,-0.20803739,-0.33677807
122,pixar017,run-01,0.84191275,0.09506546
123,pixar017,run-01,-0.04076272,-0.009302587
124,pixar017,run-01,-0.6876166,-0.6728944
125,pixar017,run-01,-0.6194636,-0.85413814
126,pixar017,run-01,0.027270317,0.00795733
127,pixar017,run-01,-0.22980143,-0.60568094
128,pixar017,run-01,0.3190613,-0.45161358
129,pixar017,run-01,0.41022143,0.058199905
130,pixar017,run-01,-0.120054774,0.013855554
131,pixar017,run-01,-0.50131977,-0.4716596
132,pixar017,run-01,-0.46340603,-0.5804519
133,pixar017,run-01,-0.33071947,-0.34888116
134,pixar017,run-01,-0.059462246,0.064200215
135,pixar017,run-01,0.13034375,-0.4648795
136,pixar017,run-01,-0.17982222,-0.2513497
137,pixar017,run-01,0.48372132,-0.26547036
138,pixar017,run-01,0.46490863,0.46663567
139,pixar017,run-01,-0.32352433,-0.33424667
140,pixar017,run-01,-0.09327078,-0.4073694
141,pixar017,run-01,0.36291668,0.31400278
142,pixar017,run-01,0.27970994,-0.16414617
143,pixar017,run-01,-1.2376722,-1.0074133
144,pixar017,run-01,0.11758403,-0.0026657304
145,pixar017,run-01,0.34291923,1.0068649
146,pixar017,run-01,-0.56073487,-0.52253443
147,pixar017,run-01,-1.6565665,-1.0641624
148,pixar017,run-01,-1.23861,-0.7831917
149,pixar017,run-01,-0.47274008,-0.26051474
150,pixar017,run-01,-0.37411138,-0.015694864
151,pixar017,run-01,-0.4301835,-0.7709734
152,pixar017,run-01,-0.3411957,-0.814599
153,pixar017,run-01,-0.5961027,-0.71714264
154,pixar017,run-01,-0.77176166,-1.3364153
155,pixar017,run-01,-1.3438793,-2.192222
156,pixar017,run-01,-0.34065625,-0.9516329
157,pixar017,run-01,-1.3867753,-1.2422338
158,pixar017,run-01,-1.1933143,-0.42913675
159,pixar017,run-01,-0.62964636,-0.16587348
160,pixar017,run-01,0.5440715,0.25332788
161,pixar017,run-01,-0.44965023,-0.45159724
162,pixar017,run-01,-0.28426152,-0.24144676
163,pixar017,run-01,0.0599014,-0.1557102
164,pixar017,run-01,-0.6084815,-0.2803301
165,pixar017,run-01,-0.94629383,-0.8438073
166,pixar017,run-01,-0.9377438,-0.8426325
167,pixar017,run-01,-1.3926235,-1.2192512
0,pixar018,run-01,1.7309645,1.2600603
1,pixar018,run-01,1.9751266,1.7953242
2,pixar018,run-01,1.0920169,0.8311907
3,pixar018,run-01,0.5517973,0.9129633
4,pixar018,run-01,1.3532329,0.9734408
5,pixar018,run-01,1.3665801,0.6809884
6,pixar018,run-01,0.22405148,0.44381812
7,pixar018,run-01,0.5247718,0.59463227
8,pixar018,run-01,0.64054626,0.8583802
9,pixar018,run-01,0.52347755,0.5747485
10,pixar018,run-01,0.7370913,0.6312771
11,pixar018,run-01,0.4309967,0.5775448
12,pixar018,run-01,-0.13344945,0.5121996
13,pixar018,run-01,-0.08593174,0.1934076
14,pixar018,run-01,0.16632795,0.31730744
15,pixar018,run-01,0.8694709,0.7070372
16,pixar018,run-01,1.5765941,0.90294665
17,pixar018,run-01,1.9179195,1.5360367
18,pixar018,run-01,1.5298887,1.1359832
19,pixar018,run-01,0.7602954,1.5948787
20,pixar018,run-01,0.28027368,0.39847955
21,pixar018,run-01,0.16156209,0.29119214
22,pixar018,run-01,0.051420756,0.36457038
23,pixar018,run-01,0.21243237,0.5876851
24,pixar018,run-01,0.6339697,0.7233332
25,pixar018,run-01,0.699803,0.59197706
26,pixar018,run-01,1.0234263,1.1191418
27,pixar018,run-01,0.8379014,0.6211733
28,pixar018,run-01,0.36668953,0.24239603
29,pixar018,run-01,-0.027030505,0.35829693
30,pixar018,run-01,0.78419924,0.29528698
31,pixar018,run-01,0.5041724,0.7683309
32,pixar018,run-01,0.33205417,0.7649606
33,pixar018,run-01,0.85170484,1.1625488
34,pixar018,run-01,1.0624486,0.9631768
35,pixar018,run-01,0.81406116,0.5087679
36,pixar018,run-01,1.4364219,1.2885987
37,pixar018,run-01,1.4997383,1.0640937
38,pixar018,run-01,1.107207,0.6850194
39,pixar018,run-01,0.6169742,1.0749186
40,pixar018,run-01,0.81837815,1.0101548
41,pixar018,run-01,1.0287387,1.0351235
42,pixar018,run-01,1.469655,1.1812633
43,pixar018,run-01,1.2672029,1.4870445
44,pixar018,run-01,1.2650509,1.155565
45,pixar018,run-01,0.9058272,0.8015366
46,pixar018,run-01,1.2146021,1.0689427
47,pixar018,run-01,1.5174537,0.75820005
48,pixar018,run-01,0.9009797,0.6997429
49,pixar018,run-01,0.6505165,0.5782926
50,pixar018,run-01,1.1410158,1.5793835
51,pixar018,run-01,1.3514341,0.92862654
52,pixar018,run-01,0.90424335,1.5144107
53,pixar018,run-01,0.9778108,1.2851746
54,pixar018,run-01,0.9459586,1.0191983
55,pixar018,run-01,0.043097652,0.41849464
56,pixar018,run-01,-0.06372751,0.4012448
57,pixar018,run-01,0.32930782,0.622637
58,pixar018,run-01,0.23002066,0.2820865
59,pixar018,run-01,0.30104232,0.7228154
60,pixar018,run-01,0.78592634,0.8707355
61,pixar018,run-01,0.5436907,0.4757758
62,pixar018,run-01,-0.38433743,0.15366788
63,pixar018,run-01,-0.13528727,0.10585613
64,pixar018,run-01,-0.040949684,0.9749241
65,pixar018,run-01,0.7579932,0.67929524
66,pixar018,run-01,0.7655124,0.72254527
67,pixar018,run-01,0.31502768,0.5768823
68,pixar018,run-01,-0.6096438,0.049535442
69,pixar018,run-01,-0.8669576,-0.30706593
70,pixar018,run-01,-0.55367064,0.27925128
71,pixar018,run-01,-0.43213624,0.018057736
72,pixar018,run-01,-0.16996637,0.51110935
73,pixar018,run-01,-0.08582773,0.38102
74,pixar018,run-01,0.1769037,0.80248785
75,pixar018,run-01,0.63636094,0.7709781
76,pixar018,run-01,0.25684717,0.15981427
77,pixar018,run-01,-0.16870606,-0.06771273
78,pixar018,run-01,-0.26060408,0.11184516
79,pixar018,run-01,0.04158755,0.013530056
80,pixar018,run-01,0.07608266,-0.12187986
81,pixar018,run-01,-0.16814606,0.22421682
82,pixar018,run-01,0.15128197,0.377337
83,pixar018,run-01,0.3273956,0.42385283
84,pixar018,run-01,1.4097402,0.4060081
85,pixar018,run-01,,
86,pixar018,run-01,,
87,pixar018,run-01,,
88,pixar018,run-01,-0.68651134,-0.678988
89,pixar018,run-01,-0.070700824,-0.24328823
90,pixar018,run-01,1.123434,0.32099125
91,pixar018,run-01,0.20181689,0.21512689
92,pixar018,run-01,-0.23247899,0.038511217
93,pixar018,run-01,-0.48366192,0.11471827
94,pixar018,run-01,-0.22666351,-0.19945912
95,pixar018,run-01,0.07605473,-0.09912725
96,pixar018,run-01,-0.786514,-0.6736778
97,pixar018,run-01,-0.5910172,-0.87123084
98,pixar018,run-01,-0.9035415,-0.7481901
99,pixar018,run-01,-1.2167968,-0.821715
100,pixar018,run-01,-0.5012759,-0.47710842
101,pixar018,run-01,-0.69096154,-0.3633463
102,pixar018,run-01,-0.17244764,-0.11000562
103,pixar018,run-01,-0.3135385,-0.4892378
104,pixar018,run-01,-0.707679,-0.31678382
105,pixar018,run-01,-0.19072327,-0.29175204
106,pixar018,run-01,-0.23183994,-0.35792816
107,pixar018,run-01,-0.5764749,-0.47011924
108,pixar018,run-01,-0.89780146,-0.68189955
109,pixar018,run-01,-1.0878867,-0.6631838
110,pixar018,run-01,-0.17811988,-0.5833703
111,pixar018,run-01,-0.08216307,-0.8124006
112,pixar018,run-01,-0.8761154,-0.50338465
113,pixar018,run-01,-0.2666201,-0.50652635
114,pixar018,run-01,-0.82567006,-0.659915
115,pixar018,run-01,-0.92223835,-0.6071541
116,pixar018,run-01,-1.0901209,-1.4413542
117,pixar018,run-01,-1.2066017,-1.1502801
118,pixar018,run-01,-0.30155346,-0.67753965
119,pixar018,run-01,0.031367015,-0.649908
120,pixar018,run-01,0.2615635,-0.21431328
121,pixar018,run-01,-0.91663516,-0.8745494
122,pixar018,run-01,-0.86515933,-0.75995874
123,pixar018,run-01,-0.56820345,-0.4986473
124,pixar018,run-01,-0.31401077,-0.5110617
125,pixar018,run-01,-0.6002015,-0.20038107
126,pixar018,run-01,-0.11465086,-0.6972287
127,pixar018,run-01,-0.3813968,-1.0988845
128,pixar018,run-01,-0.8481283,-1.1623822
129,pixar018,run-01,-0.874135,-0.9979937
130,pixar018,run-01,-0.83780915,-1.1997831
131,pixar018,run-01,-0.4614702,-0.58980334
132,pixar018,run-01,-0.080564134,-1.0139077
133,pixar018,run-01,-0.84208417,-1.2654772
134,pixar018,run-01,-1.5959045,-1.3446654
135,pixar018,run-01,-1.9888809,-1.7881538
136,pixar018,run-01,-1.6791445,-1.4480866
137,pixar018,run-01,-1.1282831,-1.0904125
138,pixar018,run-01,-0.32100165,-0.60804766
139,pixar018,run-01,-0.7047631,-0.79168195
140,pixar018,run-01,-1.4469583,-1.0993601
141,pixar018,run-01,-0.56356865,-1.2622439
142,pixar018,run-01,-0.75736433,-0.84382975
143,pixar018,run-01,-0.9072763,-0.79243237
144,pixar018,run-01,-0.22817898,-0.47104454
145,pixar018,run-01,-1.1033664,-1.0600796
146,pixar018,run-01,-1.0599744,-1.0791991
147,pixar018,run-01,-0.8500779,-1.2189385
148,pixar018,run-01,-1.4718847,-1.5824856
149,pixar018,run-01,-1.8182062,-1.5087508
150,pixar018,run-01,,
151,pixar018,run-01,-1.058555,-1.2635785
152,pixar018,run-01,-0.049207497,-0.32428044
153,pixar018,run-01,0.15143003,-0.060209993
154,pixar018,run-01,0.13820007,-0.36004204
155,pixar018,run-01,-0.43420735,-0.7666508
156,pixar018,run-01,-0.75099623,-1.2628272
157,pixar018,run-01,-0.71375096,-0.9079734
158,pixar018,run-01,-0.88172626,-1.1982708
159,pixar018,run-01,-0.5446467,-0.63713217
160,pixar018,run-01,-0.4917531,-0.7873985
161,pixar018,run-01,-0.5268125,-0.60883313
162,pixar018,run-01,-0.7893408,-0.8272278
163,pixar018,run-01,-1.2783977,-1.2839941
164,pixar018,run-01,-0.9362513,-0.9561737
165,pixar018,run-01,-0.8723588,-0.89180416
166,pixar018,run-01,-0.7806835,-0.54449874
167,pixar018,run-01,-0.7973316,-0.8353791
0,pixar019,run-01,-1.3890499,-1.4077512
1,pixar019,run-01,-1.3700572,-1.5428959
2,pixar019,run-01,-0.5807491,-1.3838991
3,pixar019,run-01,-0.5789543,-1.1761433
4,pixar019,run-01,-0.1313888,-0.40277892
5,pixar019,run-01,0.16385731,-0.23577525
6,pixar019,run-01,,
7,pixar019,run-01,-0.7836956,-1.3885497
8,pixar019,run-01,-0.7796201,-1.158998
9,pixar019,run-01,-0.3950414,-1.146457
10,pixar019,run-01,-0.06725376,-0.76990706
11,pixar019,run-01,-1.2522959,-0.9458476
12,pixar019,run-01,0.73404676,-0.31213757
13,pixar019,run-01,-0.4703599,-0.8484366
14,pixar019,run-01,-1.0105021,-0.45769882
15,pixar019,run-01,-1.0220652,-1.516016
16,pixar019,run-01,-1.0907797,-0.57558703
17,pixar019,run-01,-0.11762692,-0.8391721
18,pixar019,run-01,,
19,pixar019,run-01,0.9094348,1.0670471
20,pixar019,run-01,-0.0019634846,-0.30388927
21,pixar019,run-01,-0.34730724,-0.7248016
22,pixar019,run-01,-1.337934,-1.608319
23,pixar019,run-01,-0.58233273,-0.83213115
24,pixar019,run-01,-2.4524872,-2.521886
25,pixar019,run-01,0.40780964,0.0541142
26,pixar019,run-01,0.9664406,0.7630716
27,pixar019,run-01,0.43912846,0.46241227
28,pixar019,run-01,-0.06603427,0.24215336
29,pixar019,run-01,-0.44342753,-0.35828933
30,pixar019,run-01,-0.69920784,-0.53056115
31,pixar019,run-01,-1.041754,-0.9161454
32,pixar019,run-01,-0.881626,-0.56803364
33,pixar019,run-01,-1.140944,-0.90636766
34,pixar019,run-01,-0.619399,-0.5036761
35,pixar019,run-01,-1.620077,-1.6600986
36,pixar019,run-01,0.080853,-0.07961633
37,pixar019,run-01,0.55115604,0.32521158
38,pixar019,run-01,0.3479838,0.08226057
39,pixar019,run-01,0.23813057,0.17679553
40,pixar019,run-01,0.21418245,-0.22934875
41,pixar019,run-01,-0.5040757,-0.88232714
42,pixar019,run-01,-1.2904258,-1.8638978
43,pixar019,run-01,-2.3255315,-2.3470113
44,pixar019,run-01,-0.5346253,-0.26239172
45,pixar019,run-01,-0.054156467,0.29375297
46,pixar019,run-01,0.033313453,0.5093909
47,pixar019,run-01,-0.28438723,-0.20486313
48,pixar019,run-01,-1.3271732,-1.2031974
49,pixar019,run-01,-1.2572083,-1.4013149
50,pixar019,run-01,-1.0961382,-0.43134955
51,pixar019,run-01,0.12522964,0.28580132
52,pixar019,run-01,0.6057407,0.31224984
53,pixar019,run-01,0.075509384,-0.019178374
54,pixar019,run-01,0.25068474,0.38050205
55,pixar019,run-01,-1.7681274,-0.87735045
56,pixar019,run-01,0.6058821,0.5492825
57,pixar019,run-01,0.77015865,0.5030704
58,pixar019,run-01,1.0998701,0.9110901
59,pixar019,run-01,0.9014459,0.5813609
60,pixar019,run-01,0.07678043,0.18081228
61,pixar019,run-01,-1.548378,-0.59395295
62,pixar019,run-01,-1.2295594,-1.0442151
63,pixar019,run-01,-0.902435,-1.2189124
64,pixar019,run-01,0.22516878,0.23602176
65,pixar019,run-01,0.08149774,0.6501089
66,pixar019,run-01,-0.8153625,-0.48070347
67,pixar019,run-01,-0.7089912,-1.1707972
68,pixar019,run-01,0.9421214,0.8086662
69,pixar019,run-01,1.0199609,1.0820674
70,pixar019,run-01,0.08489193,0.12659973
71,pixar019,run-01,-1.6779642,-1.0015855
72,pixar019,run-01,-0.82020885,-0.29439068
73,pixar019,run-01,0.47654948,0.5097861
74,pixar019,run-01,0.49877948,0.9234658
75,pixar019,run-01,-0.7553801,-0.39521542
76,pixar019,run-01,-0.9639352,-0.9246861
77,pixar019,run-01,-1.3575644,-0.8666583
78,pixar019,run-01,0.6958908,0.42413855
79,pixar019,run-01,0.7322498,0.6490049
80,pixar019,run-01,-0.62674,0.0032265072
81,pixar019,run-01,-0.8362536,-0.6485007
82,pixar019,run-01,0.10315275,0.0865731
83,pixar019,run-01,0.4399487,0.52925134
84,pixar019,run-01,0.17196833,0.54695296
85,pixar019,run-01,-0.12299465,-0.07674993
86,pixar019,run-01,-0.92136216,-0.67461205
87,pixar019,run-01,-0.513306,-0.1481726
88,pixar019,run-01,0.07538834,-0.16476175
89,pixar019,run-01,0.20390423,0.26353842
90,pixar019,run-01,0.045246456,-0.1098897
91,pixar019,run-01,-1.3002703,-0.88894594
92,pixar019,run-01,-0.64419526,0.07325383
93,pixar019,run-01,-1.0690551,-0.33512017
94,pixar019,run-01,1.6898776,2.0871308
95,pixar019,run-01,1.0423489,1.6068883
96,pixar019,run-01,-0.22041208,0.28027412
97,pixar019,run-01,-0.058371086,0.15637638
98,pixar019,run-01,-1.8479309,-1.0967888
99,pixar019,run-01,-0.39621553,-0.3572819
100,pixar019,run-01,0.32177895,0.4253333
101,pixar019,run-01,0.8042249,0.97294194
102,pixar019,run-01,1.3191254,1.32795
103,pixar019,run-01,0.06720192,0.0058512483
104,pixar019,run-01,0.6747014,0.41030806
105,pixar019,run-01,0.3966086,0.5965543
106,pixar019,run-01,1.4704185,1.2389966
107,pixar019,run-01,1.1307828,1.2410603
108,pixar019,run-01,-0.13978441,0.2972696
109,pixar019,run-01,-0.24773219,0.038913574
110,pixar019,run-01,0.45321414,0.36216158
111,pixar019,run-01,0.6051194,0.4530346
112,pixar019,run-01,0.9812007,0.51674443
113,pixar019,run-01,-0.63925976,-0.6957502
114,pixar019,run-01,-0.23113246,-0.34011912
115,pixar019,run-01,0.15210152,-0.27738753
116,pixar019,run-01,0.631077,0.8205486
