time,sub,run,half,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02
49,pixar101,run-01,splithalf-02,-1.7383835,,-0.7441659,
50,pixar101,run-01,splithalf-02,-1.7540106,,-0.68303835,
51,pixar101,run-01,splithalf-02,-0.31387606,,-0.20601869,
52,pixar101,run-01,splithalf-02,0.29195088,,-0.11364392,
53,pixar101,run-01,splithalf-02,0.15339212,,-0.29656854,
54,pixar101,run-01,splithalf-02,0.53438437,,0.06931446,
55,pixar101,run-01,splithalf-02,0.30754787,,0.0027884573,
56,pixar101,run-01,splithalf-02,0.04403037,,-0.87502366,
57,pixar101,run-01,splithalf-02,-1.0052674,,-1.0064609,
58,pixar101,run-01,splithalf-02,-1.1890942,,-0.7935935,
59,pixar101,run-01,splithalf-02,0.08829062,,0.31106013,
60,pixar101,run-01,splithalf-02,0.80073965,,0.6217258,
61,pixar101,run-01,splithalf-02,0.7898282,,0.058681004,
62,pixar101,run-01,splithalf-02,0.31468216,,-0.13995852,
63,pixar101,run-01,splithalf-02,0.6240697,,0.79482585,
64,pixar101,run-01,splithalf-02,1.0761188,,1.1557617,
65,pixar101,run-01,splithalf-02,0.5885576,,0.7243496,
66,pixar101,run-01,splithalf-02,-0.03930705,,0.20493814,
67,pixar101,run-01,splithalf-02,0.44294792,,-0.088113405,
68,pixar101,run-01,splithalf-02,0.79213095,,-0.12640783,
69,pixar101,run-01,splithalf-02,1.1217064,,-0.26171285,
70,pixar101,run-01,splithalf-02,0.45156437,,-0.100110725,
71,pixar101,run-01,splithalf-02,0.517274,,0.12795284,
72,pixar101,run-01,splithalf-02,-0.46529657,,-0.41077608,
73,pixar101,run-01,splithalf-02,-0.35470724,,-0.14107892,
74,pixar101,run-01,splithalf-02,-0.32675576,,-0.22980937,
75,pixar101,run-01,splithalf-02,-0.27459678,,0.37748942,
76,pixar101,run-01,splithalf-02,-0.8411444,,-0.6220142,
77,pixar101,run-01,splithalf-02,-1.5042273,,-0.98577464,
78,pixar101,run-01,splithalf-02,-0.060366374,,-0.4031624,
79,pixar101,run-01,splithalf-02,-1.2103469,,-1.4634253,
80,pixar101,run-01,splithalf-02,1.219607,,1.8719708,
81,pixar101,run-01,splithalf-02,0.5855769,,1.0312678,
0,pixar102,run-01,splithalf-01,,0.6177238,,0.14765556
1,pixar102,run-01,splithalf-01,,0.86106765,,-0.010563618
2,pixar102,run-01,splithalf-01,,0.7916414,,0.1357691
3,pixar102,run-01,splithalf-01,,0.2147232,,-0.37015432
4,pixar102,run-01,splithalf-01,,-0.60985357,,-1.8645474
5,pixar102,run-01,splithalf-01,,0.93972266,,-0.105190314
6,pixar102,run-01,splithalf-01,,0.53428686,,-0.99486065
7,pixar102,run-01,splithalf-01,,0.5110069,,-0.1896985
8,pixar102,run-01,splithalf-01,,0.697056,,0.028144885
9,pixar102,run-01,splithalf-01,,0.6197096,,-0.17760341
10,pixar102,run-01,splithalf-01,,0.4092845,,-0.21870358
11,pixar102,run-01,splithalf-01,,-1.0486116,,-0.13632719
12,pixar102,run-01,splithalf-01,,2.5174823,,-0.6570645
13,pixar102,run-01,splithalf-01,,,,
14,pixar102,run-01,splithalf-01,,-0.055507697,,-1.2390778
15,pixar102,run-01,splithalf-01,,-0.5472891,,-1.953933
16,pixar102,run-01,splithalf-01,,0.18110804,,-1.1680769
17,pixar102,run-01,splithalf-01,,0.54293436,,-0.44737953
18,pixar102,run-01,splithalf-01,,0.33006248,,-0.8079257
19,pixar102,run-01,splithalf-01,,1.0549916,,0.9558648
20,pixar102,run-01,splithalf-01,,0.22603643,,-0.17269783
21,pixar102,run-01,splithalf-01,,0.24066524,,0.3102962
22,pixar102,run-01,splithalf-01,,0.9414175,,1.0545082
23,pixar102,run-01,splithalf-01,,0.22923021,,-0.505473
24,pixar102,run-01,splithalf-01,,0.59016424,,0.15953533
25,pixar102,run-01,splithalf-01,,0.5490117,,-0.39407206
26,pixar102,run-01,splithalf-01,,0.30484518,,-0.06051588
27,pixar102,run-01,splithalf-01,,0.73025227,,0.28385347
28,pixar102,run-01,splithalf-01,,0.5275129,,0.20198357
29,pixar102,run-01,splithalf-01,,-0.0474345,,-0.9138545
30,pixar102,run-01,splithalf-01,,-0.12378123,,-1.0907772
31,pixar102,run-01,splithalf-01,,0.47647405,,0.017104968
32,pixar102,run-01,splithalf-01,,-0.50564116,,-0.3553698
33,pixar102,run-01,splithalf-01,,-0.35617155,,0.5754681
34,pixar102,run-01,splithalf-01,,-0.43956327,,-0.45113373
35,pixar102,run-01,splithalf-01,,0.40828308,,-0.64200336
36,pixar102,run-01,splithalf-01,,0.2189933,,-0.21290815
37,pixar102,run-01,splithalf-01,,-0.033822168,,-0.12272044
38,pixar102,run-01,splithalf-01,,0.30280074,,-0.19125693
39,pixar102,run-01,splithalf-01,,0.47925252,,0.30923575
40,pixar102,run-01,splithalf-01,,0.10917506,,0.2805037
41,pixar102,run-01,splithalf-01,,-0.036792535,,0.5333269
42,pixar102,run-01,splithalf-01,,0.2331092,,0.98180306
43,pixar102,run-01,splithalf-01,,0.8835434,,0.51534164
44,pixar102,run-01,splithalf-01,,-1.2736528,,-0.8363501
45,pixar102,run-01,splithalf-01,,-0.8774021,,0.18777844
46,pixar102,run-01,splithalf-01,,-0.30939412,,0.52252537
47,pixar102,run-01,splithalf-01,,-0.37111974,,0.66486037
48,pixar102,run-01,splithalf-01,,0.053185213,,-0.023227653
49,pixar102,run-01,splithalf-01,,-0.22289369,,-0.87919223
50,pixar102,run-01,splithalf-01,,0.19653985,,-0.64402854
51,pixar102,run-01,splithalf-01,,-0.09680078,,-0.15904889
52,pixar102,run-01,splithalf-01,,-0.021413956,,0.3163621
53,pixar102,run-01,splithalf-01,,-0.083880514,,-0.046665065
54,pixar102,run-01,splithalf-01,,-0.9816224,,-0.27872068
55,pixar102,run-01,splithalf-01,,-0.38217956,,-0.20143747
56,pixar102,run-01,splithalf-01,,-0.99137783,,-0.022845289
57,pixar102,run-01,splithalf-01,,-0.5780576,,0.070400804
58,pixar102,run-01,splithalf-01,,-0.47079563,,0.080592826
59,pixar102,run-01,splithalf-01,,-0.62801087,,1.1804535
60,pixar102,run-01,splithalf-01,,-0.4888749,,1.0601553
61,pixar102,run-01,splithalf-01,,0.18721206,,1.2692188
62,pixar102,run-01,splithalf-01,,0.26932937,,1.4049088
63,pixar102,run-01,splithalf-01,,0.34907866,,1.0720876
64,pixar102,run-01,splithalf-01,,0.07949302,,1.447286
65,pixar102,run-01,splithalf-01,,-0.4911066,,0.16166529
66,pixar102,run-01,splithalf-01,,-1.1116288,,-1.1296399
67,pixar102,run-01,splithalf-01,,-0.80332756,,-1.2139521
68,pixar102,run-01,splithalf-01,,0.26922837,,-0.66273427
69,pixar102,run-01,splithalf-01,,-0.24160595,,-0.12433398
70,pixar102,run-01,splithalf-01,,-0.29822224,,1.0937707
71,pixar102,run-01,splithalf-01,,-0.12599286,,1.0002857
72,pixar102,run-01,splithalf-01,,-0.38308606,,1.2853067
73,pixar102,run-01,splithalf-01,,0.0061324732,,0.77105445
74,pixar102,run-01,splithalf-01,,-0.5887106,,0.74007976
75,pixar102,run-01,splithalf-01,,-0.90037423,,0.9931089
76,pixar102,run-01,splithalf-01,,-0.50422966,,0.6463257
77,pixar102,run-01,splithalf-01,,-0.43082103,,-0.73633224
78,pixar102,run-01,splithalf-01,,-0.6046232,,-0.8893515
79,pixar102,run-01,splithalf-01,,-0.5425785,,0.9614932
80,pixar102,run-01,splithalf-01,,-0.36484665,,0.018989526
81,pixar102,run-01,splithalf-01,,-0.71073204,,-0.13731785
0,pixar102,run-01,splithalf-02,-1.6119219,,-1.2348458,
1,pixar102,run-01,splithalf-02,-0.4628871,,0.30722722,
2,pixar102,run-01,splithalf-02,0.73840946,,0.5278515,
3,pixar102,run-01,splithalf-02,-0.30533582,,-0.2326025,
4,pixar102,run-01,splithalf-02,-0.17764698,,-0.18099658,
5,pixar102,run-01,splithalf-02,-0.11600481,,0.19391143,
6,pixar102,run-01,splithalf-02,-1.0204208,,-0.13795826,
7,pixar102,run-01,splithalf-02,-0.40934128,,0.71101654,
8,pixar102,run-01,splithalf-02,0.93146116,,1.3006214,
9,pixar102,run-01,splithalf-02,-0.42318135,,-1.2655936,
10,pixar102,run-01,splithalf-02,,,,
11,pixar102,run-01,splithalf-02,,,,
12,pixar102,run-01,splithalf-02,,,,
13,pixar102,run-01,splithalf-02,-2.540872,,-1.2027947,
14,pixar102,run-01,splithalf-02,-2.1625504,,-1.2454014,
15,pixar102,run-01,splithalf-02,-0.69172525,,0.5754935,
16,pixar102,run-01,splithalf-02,-1.1615531,,-1.0933019,
17,pixar102,run-01,splithalf-02,-0.8866316,,-0.4754325,
18,pixar102,run-01,splithalf-02,-1.491065,,-0.87524223,
19,pixar102,run-01,splithalf-02,-1.2187883,,-0.72355187,
20,pixar102,run-01,splithalf-02,-0.56633073,,-0.25809145,
21,pixar102,run-01,splithalf-02,0.5707447,,0.050547265,
22,pixar102,run-01,splithalf-02,0.8400682,,0.0067954483,
23,pixar102,run-01,splithalf-02,0.5889468,,0.31719884,
24,pixar102,run-01,splithalf-02,0.88422334,,0.9090105,
25,pixar102,run-01,splithalf-02,0.59111375,,0.6870495,
26,pixar102,run-01,splithalf-02,,,,
27,pixar102,run-01,splithalf-02,,,,
28,pixar102,run-01,splithalf-02,-1.0660683,,-1.750457,
29,pixar102,run-01,splithalf-02,-0.113785386,,-0.80547476,
30,pixar102,run-01,splithalf-02,-1.0995346,,-1.2723904,
31,pixar102,run-01,splithalf-02,-0.64995265,,-0.66567194,
32,pixar102,run-01,splithalf-02,0.020175997,,0.094136916,
33,pixar102,run-01,splithalf-02,0.7430895,,0.61688614,
34,pixar102,run-01,splithalf-02,0.3947127,,0.5325851,
35,pixar102,run-01,splithalf-02,0.49647838,,0.90927875,
36,pixar102,run-01,splithalf-02,0.42022046,,0.25952607,
37,pixar102,run-01,splithalf-02,0.4936182,,1.0464785,
38,pixar102,run-01,splithalf-02,,,,
39,pixar102,run-01,splithalf-02,,,,
40,pixar102,run-01,splithalf-02,-1.4601543,,-0.63175696,
41,pixar102,run-01,splithalf-02,-0.6901395,,-0.13308847,
42,pixar102,run-01,splithalf-02,-0.31908607,,-0.28129044,
43,pixar102,run-01,splithalf-02,-0.781884,,0.39737383,
44,pixar102,run-01,splithalf-02,-0.70207196,,-0.06616894,
45,pixar102,run-01,splithalf-02,-0.2520492,,0.052728254,
46,pixar102,run-01,splithalf-02,0.59216,,0.17558163,
47,pixar102,run-01,splithalf-02,0.5374104,,0.1740253,
48,pixar102,run-01,splithalf-02,-0.14657536,,0.38265568,
49,pixar102,run-01,splithalf-02,-0.5275281,,0.21426578,
50,pixar102,run-01,splithalf-02,-0.10939981,,0.23216939,
51,pixar102,run-01,splithalf-02,0.71659595,,-0.08053261,
52,pixar102,run-01,splithalf-02,0.9057313,,0.5130106,
53,pixar102,run-01,splithalf-02,0.60154164,,0.59891796,
54,pixar102,run-01,splithalf-02,0.014887768,,0.76271087,
55,pixar102,run-01,splithalf-02,-0.49335662,,-0.10949948,
56,pixar102,run-01,splithalf-02,0.019282095,,-0.16542329,
57,pixar102,run-01,splithalf-02,-0.34610018,,-0.6379683,
58,pixar102,run-01,splithalf-02,0.59611267,,0.22176175,
59,pixar102,run-01,splithalf-02,1.3906546,,0.20994475,
60,pixar102,run-01,splithalf-02,1.1382564,,-1.0827764,
61,pixar102,run-01,splithalf-02,0.32346356,,-1.7429107,
62,pixar102,run-01,splithalf-02,-0.64295614,,-0.48166838,
63,pixar102,run-01,splithalf-02,-0.58000404,,-0.0154148415,
64,pixar102,run-01,splithalf-02,-0.25092196,,-0.44108143,
65,pixar102,run-01,splithalf-02,0.22347979,,0.48477325,
66,pixar102,run-01,splithalf-02,1.218306,,-0.014194937,
67,pixar102,run-01,splithalf-02,0.79018384,,-0.10574998,
68,pixar102,run-01,splithalf-02,0.48589343,,0.3444904,
69,pixar102,run-01,splithalf-02,0.4736775,,0.8660474,
70,pixar102,run-01,splithalf-02,0.8463478,,1.0406096,
71,pixar102,run-01,splithalf-02,0.3416922,,1.0325373,
72,pixar102,run-01,splithalf-02,0.036880054,,0.87235224,
73,pixar102,run-01,splithalf-02,0.5095603,,0.85075873,
74,pixar102,run-01,splithalf-02,0.88436496,,0.07253019,
75,pixar102,run-01,splithalf-02,0.6337458,,0.47433376,
76,pixar102,run-01,splithalf-02,0.44433022,,0.5150837,
77,pixar102,run-01,splithalf-02,0.97772694,,0.56581175,
78,pixar102,run-01,splithalf-02,1.1205862,,0.73744714,
79,pixar102,run-01,splithalf-02,1.0530918,,0.5855519,
80,pixar102,run-01,splithalf-02,0.6898268,,-0.52186316,
81,pixar102,run-01,splithalf-02,0.19883351,,-1.4917634,
0,pixar103,run-01,splithalf-01,,-0.15940192,,-1.1563187
1,pixar103,run-01,splithalf-01,,-2.10927,,-0.7116476
2,pixar103,run-01,splithalf-01,,0.86251545,,-0.6411265
3,pixar103,run-01,splithalf-01,,-1.1287425,,-1.5036461
4,pixar103,run-01,splithalf-01,,-0.9648325,,-0.9093343
5,pixar103,run-01,splithalf-01,,-0.74817103,,-0.35764143
6,pixar103,run-01,splithalf-01,,-0.31657848,,-0.37381184
7,pixar103,run-01,splithalf-01,,-1.1871833,,-0.55846274
8,pixar103,run-01,splithalf-01,,-0.8237745,,-3.1372025
9,pixar103,run-01,splithalf-01,,-0.06962739,,-0.75904334
10,pixar103,run-01,splithalf-01,,-0.3879993,,-1.2498457
11,pixar103,run-01,splithalf-01,,-0.11015278,,-1.8796673
12,pixar103,run-01,splithalf-01,,-0.23929223,,-2.3020844
13,pixar103,run-01,splithalf-01,,-1.8353958,,-2.2825634
14,pixar103,run-01,splithalf-01,,-1.7121086,,-1.5768398
15,pixar103,run-01,splithalf-01,,-0.98063964,,-1.4723285
16,pixar103,run-01,splithalf-01,,-1.4761553,,-1.6976054
17,pixar103,run-01,splithalf-01,,-1.1218612,,-1.3226299
18,pixar103,run-01,splithalf-01,,-0.321781,,-0.99031126
19,pixar103,run-01,splithalf-01,,0.62772846,,0.49631062
20,pixar103,run-01,splithalf-01,,0.22947407,,1.8264973
21,pixar103,run-01,splithalf-01,,-0.8945182,,-1.1603553
22,pixar103,run-01,splithalf-01,,-0.08859167,,0.42418495
23,pixar103,run-01,splithalf-01,,-0.23417029,,0.09293737
24,pixar103,run-01,splithalf-01,,-0.14694071,,-0.08567264
25,pixar103,run-01,splithalf-01,,0.42414704,,-0.12164624
26,pixar103,run-01,splithalf-01,,1.1253926,,-0.27550927
27,pixar103,run-01,splithalf-01,,1.2910607,,0.0043162876
28,pixar103,run-01,splithalf-01,,0.7835361,,0.38529727
29,pixar103,run-01,splithalf-01,,0.7467581,,0.7259687
30,pixar103,run-01,splithalf-01,,-0.06625388,,0.41855064
31,pixar103,run-01,splithalf-01,,-0.73385173,,0.17822672
32,pixar103,run-01,splithalf-01,,0.24364702,,0.28987056
33,pixar103,run-01,splithalf-01,,0.4596568,,0.40337524
34,pixar103,run-01,splithalf-01,,0.22047873,,0.75330126
35,pixar103,run-01,splithalf-01,,-0.4539287,,0.8035377
36,pixar103,run-01,splithalf-01,,-0.38953954,,0.565803
37,pixar103,run-01,splithalf-01,,-0.2638162,,0.47889537
38,pixar103,run-01,splithalf-01,,-0.19285879,,0.2989505
39,pixar103,run-01,splithalf-01,,-0.1417515,,0.6528281
40,pixar103,run-01,splithalf-01,,,,
41,pixar103,run-01,splithalf-01,,,,
42,pixar103,run-01,splithalf-01,,,,
43,pixar103,run-01,splithalf-01,,-0.24626549,,-0.30778652
44,pixar103,run-01,splithalf-01,,0.21355438,,0.28768402
45,pixar103,run-01,splithalf-01,,0.36915407,,0.6000418
46,pixar103,run-01,splithalf-01,,0.5027296,,0.40469703
47,pixar103,run-01,splithalf-01,,0.20187142,,0.3887701
48,pixar103,run-01,splithalf-01,,0.38188735,,0.52834195
49,pixar103,run-01,splithalf-01,,0.72858274,,0.6962725
50,pixar103,run-01,splithalf-01,,0.25752598,,0.23064859
51,pixar103,run-01,splithalf-01,,-0.27114984,,0.25621563
52,pixar103,run-01,splithalf-01,,0.36764812,,0.80990124
53,pixar103,run-01,splithalf-01,,0.78822166,,0.8751996
54,pixar103,run-01,splithalf-01,,0.9228929,,0.7037227
55,pixar103,run-01,splithalf-01,,0.94488525,,0.7300215
56,pixar103,run-01,splithalf-01,,0.34747294,,0.35151425
57,pixar103,run-01,splithalf-01,,0.48216754,,0.6613306
58,pixar103,run-01,splithalf-01,,0.39131284,,0.8776518
59,pixar103,run-01,splithalf-01,,0.50399375,,1.1642588
60,pixar103,run-01,splithalf-01,,0.28331268,,0.7791317
61,pixar103,run-01,splithalf-01,,0.5549003,,0.58427614
62,pixar103,run-01,splithalf-01,,1.0283077,,0.9772879
63,pixar103,run-01,splithalf-01,,0.7826549,,0.7995018
64,pixar103,run-01,splithalf-01,,0.84725034,,1.0203047
65,pixar103,run-01,splithalf-01,,0.995176,,0.9871313
66,pixar103,run-01,splithalf-01,,0.7374641,,0.9706249
67,pixar103,run-01,splithalf-01,,0.32720238,,0.5443866
68,pixar103,run-01,splithalf-01,,0.9390193,,0.7330972
69,pixar103,run-01,splithalf-01,,0.7124284,,0.66428065
70,pixar103,run-01,splithalf-01,,0.22340727,,0.544199
71,pixar103,run-01,splithalf-01,,-1.300946,,-0.5636053
72,pixar103,run-01,splithalf-01,,-0.74288696,,-0.16839322
73,pixar103,run-01,splithalf-01,,-0.74149036,,-0.13623449
74,pixar103,run-01,splithalf-01,,-0.012647852,,0.18995169
75,pixar103,run-01,splithalf-01,,-0.3023991,,0.23347902
76,pixar103,run-01,splithalf-01,,-0.8946028,,-0.18737197
77,pixar103,run-01,splithalf-01,,0.5600084,,0.454956
78,pixar103,run-01,splithalf-01,,0.98035467,,0.574999
79,pixar103,run-01,splithalf-01,,0.14248736,,-0.08623122
80,pixar103,run-01,splithalf-01,,0.07903658,,-0.4596092
81,pixar103,run-01,splithalf-01,,0.2002987,,0.011958485
0,pixar103,run-01,splithalf-02,,,,
1,pixar103,run-01,splithalf-02,,,,
2,pixar103,run-01,splithalf-02,-0.3145112,,0.40108114,
3,pixar103,run-01,splithalf-02,-1.2255442,,-1.2762723,
4,pixar103,run-01,splithalf-02,-0.87972736,,-0.62621164,
5,pixar103,run-01,splithalf-02,-0.2333136,,1.1199919,
6,pixar103,run-01,splithalf-02,,,,
7,pixar103,run-01,splithalf-02,,,,
8,pixar103,run-01,splithalf-02,,,,
9,pixar103,run-01,splithalf-02,,,,
10,pixar103,run-01,splithalf-02,,,,
11,pixar103,run-01,splithalf-02,-0.24413271,,-0.71009076,
12,pixar103,run-01,splithalf-02,0.48804885,,0.012900439,
13,pixar103,run-01,splithalf-02,0.0052998974,,-0.24849829,
14,pixar103,run-01,splithalf-02,-0.021441221,,0.1453816,
15,pixar103,run-01,splithalf-02,0.049033415,,-0.41736585,
16,pixar103,run-01,splithalf-02,,,,
17,pixar103,run-01,splithalf-02,,,,
18,pixar103,run-01,splithalf-02,,,,
19,pixar103,run-01,splithalf-02,-1.2360594,,-0.9648198,
20,pixar103,run-01,splithalf-02,0.647449,,0.3281764,
21,pixar103,run-01,splithalf-02,-1.0282551,,-0.35914963,
22,pixar103,run-01,splithalf-02,-0.47348222,,-0.29931077,
23,pixar103,run-01,splithalf-02,-0.12900062,,0.04671634,
24,pixar103,run-01,splithalf-02,0.55922365,,0.5655764,
25,pixar103,run-01,splithalf-02,0.32363647,,0.06020204,
26,pixar103,run-01,splithalf-02,,,,
27,pixar103,run-01,splithalf-02,,,,
28,pixar103,run-01,splithalf-02,,,,
29,pixar103,run-01,splithalf-02,,,,
30,pixar103,run-01,splithalf-02,1.7256695,,2.5025127,
31,pixar103,run-01,splithalf-02,-1.2743676,,-1.2705848,
32,pixar103,run-01,splithalf-02,-1.3802491,,-0.25982758,
33,pixar103,run-01,splithalf-02,0.25785896,,1.1267217,
34,pixar103,run-01,splithalf-02,-0.022328164,,0.15602127,
35,pixar103,run-01,splithalf-02,,,,
36,pixar103,run-01,splithalf-02,0.06929678,,0.6090637,
37,pixar103,run-01,splithalf-02,0.88922197,,0.9938444,
38,pixar103,run-01,splithalf-02,0.6250049,,0.45434922,
39,pixar103,run-01,splithalf-02,-0.86300164,,-0.6577569,
40,pixar103,run-01,splithalf-02,-0.2205801,,-0.48285922,
41,pixar103,run-01,splithalf-02,-0.73307955,,-0.44195452,
42,pixar103,run-01,splithalf-02,-0.26262584,,-0.5103749,
43,pixar103,run-01,splithalf-02,0.34884495,,-0.18034437,
44,pixar103,run-01,splithalf-02,0.91637677,,0.7360383,
45,pixar103,run-01,splithalf-02,0.99016094,,0.7463762,
46,pixar103,run-01,splithalf-02,1.4991856,,1.0819564,
47,pixar103,run-01,splithalf-02,0.35534698,,-0.28242773,
48,pixar103,run-01,splithalf-02,1.1135867,,1.4504399,
49,pixar103,run-01,splithalf-02,0.44411883,,-0.1553657,
50,pixar103,run-01,splithalf-02,0.5943362,,-0.4350493,
51,pixar103,run-01,splithalf-02,0.49725232,,-0.47495657,
52,pixar103,run-01,splithalf-02,0.15736547,,-0.11844387,
53,pixar103,run-01,splithalf-02,1.1919962,,0.8338583,
54,pixar103,run-01,splithalf-02,0.07323311,,-0.46194178,
55,pixar103,run-01,splithalf-02,-0.63935244,,-0.041899115,
56,pixar103,run-01,splithalf-02,-0.13811746,,0.12148933,
57,pixar103,run-01,splithalf-02,-0.11924072,,0.163991,
58,pixar103,run-01,splithalf-02,-0.85718024,,-0.24808732,
59,pixar103,run-01,splithalf-02,-0.053547133,,0.14224955,
60,pixar103,run-01,splithalf-02,-0.42140704,,-0.0578063,
61,pixar103,run-01,splithalf-02,0.09033885,,0.3336822,
62,pixar103,run-01,splithalf-02,0.4544075,,0.62916267,
63,pixar103,run-01,splithalf-02,0.25723648,,0.5876703,
64,pixar103,run-01,splithalf-02,0.29039392,,0.4064743,
65,pixar103,run-01,splithalf-02,0.14758825,,0.15824655,
66,pixar103,run-01,splithalf-02,0.5543041,,0.2367138,
67,pixar103,run-01,splithalf-02,1.0849278,,0.5504912,
68,pixar103,run-01,splithalf-02,-0.84535444,,0.46770963,
69,pixar103,run-01,splithalf-02,-0.7661818,,-0.39680713,
70,pixar103,run-01,splithalf-02,-0.7202822,,-1.1887743,
71,pixar103,run-01,splithalf-02,0.058185298,,-0.89942074,
72,pixar103,run-01,splithalf-02,-0.13048655,,-0.34949422,
73,pixar103,run-01,splithalf-02,-0.5180508,,-0.5171823,
74,pixar103,run-01,splithalf-02,-1.3936522,,-1.2198269,
75,pixar103,run-01,splithalf-02,-0.62325656,,-0.6190356,
76,pixar103,run-01,splithalf-02,,,,
77,pixar103,run-01,splithalf-02,,,,
78,pixar103,run-01,splithalf-02,,,,
79,pixar103,run-01,splithalf-02,-0.2088593,,-1.8445002,
80,pixar103,run-01,splithalf-02,0.48122683,,0.20975366,
81,pixar103,run-01,splithalf-02,0.73656964,,0.63764143,
0,pixar104,run-01,splithalf-01,,0.02491885,,0.06488396
1,pixar104,run-01,splithalf-01,,-2.2639832,,-1.5457933
2,pixar104,run-01,splithalf-01,,2.4595037,,0.5907111
3,pixar104,run-01,splithalf-01,,,,
4,pixar104,run-01,splithalf-01,,,,
5,pixar104,run-01,splithalf-01,,,,
6,pixar104,run-01,splithalf-01,,,,
7,pixar104,run-01,splithalf-01,,,,
8,pixar104,run-01,splithalf-01,,0.87063617,,-0.20668015
9,pixar104,run-01,splithalf-01,,-0.18037194,,-1.4951824
10,pixar104,run-01,splithalf-01,,1.059757,,0.16029285
11,pixar104,run-01,splithalf-01,,,,
12,pixar104,run-01,splithalf-01,,,,
13,pixar104,run-01,splithalf-01,,0.41052073,,0.11556856
14,pixar104,run-01,splithalf-01,,0.13285048,,0.96447814
15,pixar104,run-01,splithalf-01,,-0.22553399,,0.37521964
16,pixar104,run-01,splithalf-01,,-0.83686274,,-0.37566715
17,pixar104,run-01,splithalf-01,,-1.5569655,,-0.34652904
18,pixar104,run-01,splithalf-01,,-0.6403869,,0.19268687
19,pixar104,run-01,splithalf-01,,-0.26376176,,0.081820756
20,pixar104,run-01,splithalf-01,,-0.93373716,,-0.17436501
21,pixar104,run-01,splithalf-01,,-0.11181764,,0.17995723
22,pixar104,run-01,splithalf-01,,0.51620835,,0.1316791
23,pixar104,run-01,splithalf-01,,0.42258972,,-0.404807
24,pixar104,run-01,splithalf-01,,0.22365558,,1.3241752
25,pixar104,run-01,splithalf-01,,-0.6722335,,-0.49755678
26,pixar104,run-01,splithalf-01,,0.33647904,,-0.22172949
27,pixar104,run-01,splithalf-01,,-0.066799045,,-1.0030081
28,pixar104,run-01,splithalf-01,,-0.035203744,,1.8046486
29,pixar104,run-01,splithalf-01,,0.63781583,,0.87693435
30,pixar104,run-01,splithalf-01,,0.48082384,,0.86447984
31,pixar104,run-01,splithalf-01,,0.765516,,0.41792178
32,pixar104,run-01,splithalf-01,,1.4464756,,0.315694
33,pixar104,run-01,splithalf-01,,1.1474464,,0.39938086
34,pixar104,run-01,splithalf-01,,-0.0037166937,,0.13983124
35,pixar104,run-01,splithalf-01,,0.29299918,,0.35404605
36,pixar104,run-01,splithalf-01,,0.26856834,,0.06285771
37,pixar104,run-01,splithalf-01,,0.3605341,,-0.16791867
38,pixar104,run-01,splithalf-01,,0.11111597,,-0.2789796
39,pixar104,run-01,splithalf-01,,-0.06935774,,0.15417822
40,pixar104,run-01,splithalf-01,,1.201225,,-0.12434431
41,pixar104,run-01,splithalf-01,,0.9217594,,0.18471566
42,pixar104,run-01,splithalf-01,,0.39145592,,0.0231408
43,pixar104,run-01,splithalf-01,,0.08267557,,-0.13353482
44,pixar104,run-01,splithalf-01,,0.12763591,,-0.09163601
45,pixar104,run-01,splithalf-01,,0.3851195,,0.1149467
46,pixar104,run-01,splithalf-01,,0.27907407,,0.14121123
47,pixar104,run-01,splithalf-01,,0.37259582,,0.65177125
48,pixar104,run-01,splithalf-01,,0.24117632,,0.7500655
49,pixar104,run-01,splithalf-01,,0.18745992,,-0.47520462
50,pixar104,run-01,splithalf-01,,0.25206798,,-0.16637985
51,pixar104,run-01,splithalf-01,,-0.04682926,,-0.19880447
52,pixar104,run-01,splithalf-01,,-0.10445495,,-0.6933925
53,pixar104,run-01,splithalf-01,,-0.30493572,,-0.43842468
54,pixar104,run-01,splithalf-01,,-0.872822,,-0.19623189
55,pixar104,run-01,splithalf-01,,-0.5906954,,-0.2849989
56,pixar104,run-01,splithalf-01,,-0.32364693,,-0.3636841
57,pixar104,run-01,splithalf-01,,-0.41854587,,-0.1753419
58,pixar104,run-01,splithalf-01,,-0.84213334,,0.43203115
59,pixar104,run-01,splithalf-01,,-1.0944922,,0.5764941
60,pixar104,run-01,splithalf-01,,-0.32997292,,0.531898
61,pixar104,run-01,splithalf-01,,,,
62,pixar104,run-01,splithalf-01,,,,
63,pixar104,run-01,splithalf-01,,,,
64,pixar104,run-01,splithalf-01,,-0.4159771,,0.22496943
65,pixar104,run-01,splithalf-01,,-0.2671403,,0.2570863
66,pixar104,run-01,splithalf-01,,-1.0471989,,-0.5510095
67,pixar104,run-01,splithalf-01,,-0.3684481,,-0.20222585
68,pixar104,run-01,splithalf-01,,-0.3419908,,-0.53830177
69,pixar104,run-01,splithalf-01,,0.14626963,,-0.40952748
70,pixar104,run-01,splithalf-01,,-0.33055615,,-0.26359734
71,pixar104,run-01,splithalf-01,,-0.1438983,,-0.023867851
72,pixar104,run-01,splithalf-01,,-0.5770756,,-0.64148706
