time,sub,run,half,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02
40,pixar006,run-01,splithalf-02,0.5308461,,0.5537449,
41,pixar006,run-01,splithalf-02,,,,
42,pixar006,run-01,splithalf-02,,,,
43,pixar006,run-01,splithalf-02,,,,
44,pixar006,run-01,splithalf-02,-1.7606249,,-1.2683814,
45,pixar006,run-01,splithalf-02,,,,
46,pixar006,run-01,splithalf-02,,,,
47,pixar006,run-01,splithalf-02,-1.3917087,,-1.8680203,
48,pixar006,run-01,splithalf-02,-1.6719902,,-1.9260765,
49,pixar006,run-01,splithalf-02,-0.2605672,,-0.7400969,
50,pixar006,run-01,splithalf-02,0.036528774,,0.20907705,
51,pixar006,run-01,splithalf-02,0.16782461,,-0.20111537,
52,pixar006,run-01,splithalf-02,0.9909895,,0.4458974,
53,pixar006,run-01,splithalf-02,-0.029701818,,0.17594251,
54,pixar006,run-01,splithalf-02,-0.53220534,,0.41842684,
55,pixar006,run-01,splithalf-02,-0.1674464,,0.42035455,
56,pixar006,run-01,splithalf-02,0.2915414,,0.10505626,
57,pixar006,run-01,splithalf-02,0.4407513,,0.33109492,
58,pixar006,run-01,splithalf-02,0.8369976,,0.7480815,
59,pixar006,run-01,splithalf-02,0.84556466,,0.756189,
60,pixar006,run-01,splithalf-02,,,,
61,pixar006,run-01,splithalf-02,,,,
62,pixar006,run-01,splithalf-02,-2.6243231,,-3.0673432,
63,pixar006,run-01,splithalf-02,,,,
64,pixar006,run-01,splithalf-02,,,,
65,pixar006,run-01,splithalf-02,,,,
66,pixar006,run-01,splithalf-02,,,,
67,pixar006,run-01,splithalf-02,-1.035218,,-1.4195849,
68,pixar006,run-01,splithalf-02,-1.0073572,,-0.9916142,
69,pixar006,run-01,splithalf-02,,,,
70,pixar006,run-01,splithalf-02,,,,
71,pixar006,run-01,splithalf-02,,,,
72,pixar006,run-01,splithalf-02,,,,
73,pixar006,run-01,splithalf-02,,,,
74,pixar006,run-01,splithalf-02,,,,
75,pixar006,run-01,splithalf-02,,,,
76,pixar006,run-01,splithalf-02,-1.4033837,,-0.99683267,
77,pixar006,run-01,splithalf-02,,,,
78,pixar006,run-01,splithalf-02,,,,
79,pixar006,run-01,splithalf-02,,,,
80,pixar006,run-01,splithalf-02,-1.020913,,-1.012552,
81,pixar006,run-01,splithalf-02,-1.5108712,,-1.7272072,
0,pixar007,run-01,splithalf-01,,0.2415162,,0.6486747
1,pixar007,run-01,splithalf-01,,-0.16333367,,0.64196235
2,pixar007,run-01,splithalf-01,,0.4788931,,0.925475
3,pixar007,run-01,splithalf-01,,0.62770736,,0.7749674
4,pixar007,run-01,splithalf-01,,-0.5678871,,-1.0753864
5,pixar007,run-01,splithalf-01,,,,
6,pixar007,run-01,splithalf-01,,-0.29330224,,-0.60874116
7,pixar007,run-01,splithalf-01,,0.5629152,,0.5090273
8,pixar007,run-01,splithalf-01,,0.6681303,,0.73702985
9,pixar007,run-01,splithalf-01,,-0.02982236,,-0.14926529
10,pixar007,run-01,splithalf-01,,0.083274126,,0.0059671523
11,pixar007,run-01,splithalf-01,,-0.58307874,,-0.48308033
12,pixar007,run-01,splithalf-01,,-0.9561782,,-0.82845724
13,pixar007,run-01,splithalf-01,,0.22074203,,0.97325385
14,pixar007,run-01,splithalf-01,,0.83150434,,0.8061371
15,pixar007,run-01,splithalf-01,,0.34848553,,-0.06720098
16,pixar007,run-01,splithalf-01,,0.81605816,,0.24670646
17,pixar007,run-01,splithalf-01,,,,
18,pixar007,run-01,splithalf-01,,,,
19,pixar007,run-01,splithalf-01,,-0.044354334,,-0.120997146
20,pixar007,run-01,splithalf-01,,-0.15221322,,-0.48388472
21,pixar007,run-01,splithalf-01,,-0.62821263,,-1.1261479
22,pixar007,run-01,splithalf-01,,-0.4608191,,-0.72861946
23,pixar007,run-01,splithalf-01,,-0.015823126,,-0.24283174
24,pixar007,run-01,splithalf-01,,-0.19433883,,-0.7178997
25,pixar007,run-01,splithalf-01,,-0.094413206,,-0.1098091
26,pixar007,run-01,splithalf-01,,,,
27,pixar007,run-01,splithalf-01,,,,
28,pixar007,run-01,splithalf-01,,-0.935742,,-0.3724819
29,pixar007,run-01,splithalf-01,,-1.2175583,,-1.1838744
30,pixar007,run-01,splithalf-01,,-0.034090884,,-0.19145842
31,pixar007,run-01,splithalf-01,,0.104044974,,-0.44393572
32,pixar007,run-01,splithalf-01,,-0.25026995,,-0.36946923
33,pixar007,run-01,splithalf-01,,0.42465025,,0.44606194
34,pixar007,run-01,splithalf-01,,0.85685635,,1.0742172
35,pixar007,run-01,splithalf-01,,0.2588861,,0.3502006
36,pixar007,run-01,splithalf-01,,-0.63746506,,-0.5865272
37,pixar007,run-01,splithalf-01,,-1.0898198,,-0.5453338
38,pixar007,run-01,splithalf-01,,-0.8103714,,-0.47557887
39,pixar007,run-01,splithalf-01,,-0.5204547,,-0.5112014
40,pixar007,run-01,splithalf-01,,0.9184613,,0.854269
41,pixar007,run-01,splithalf-01,,0.9577401,,1.7826353
42,pixar007,run-01,splithalf-01,,0.24470417,,0.6963731
43,pixar007,run-01,splithalf-01,,-0.17283872,,-0.9510848
44,pixar007,run-01,splithalf-01,,-0.08629534,,-1.2722173
45,pixar007,run-01,splithalf-01,,0.09489872,,0.07224285
46,pixar007,run-01,splithalf-01,,-0.154488,,0.018692512
47,pixar007,run-01,splithalf-01,,-0.10874573,,-0.28042483
48,pixar007,run-01,splithalf-01,,0.016543705,,-0.24032569
49,pixar007,run-01,splithalf-01,,0.5779351,,0.5490481
50,pixar007,run-01,splithalf-01,,0.46592838,,0.57096255
51,pixar007,run-01,splithalf-01,,1.1269394,,1.2547354
52,pixar007,run-01,splithalf-01,,,,
53,pixar007,run-01,splithalf-01,,-0.13087776,,0.42833644
54,pixar007,run-01,splithalf-01,,-0.7256724,,-0.5625354
55,pixar007,run-01,splithalf-01,,-0.7215694,,-0.44138527
56,pixar007,run-01,splithalf-01,,-0.3095646,,0.22071698
57,pixar007,run-01,splithalf-01,,-0.09230281,,-0.14904508
58,pixar007,run-01,splithalf-01,,-0.21104951,,-0.05066648
59,pixar007,run-01,splithalf-01,,0.29981247,,-0.032713503
60,pixar007,run-01,splithalf-01,,0.4751393,,0.38236913
61,pixar007,run-01,splithalf-01,,0.03645122,,-0.42966422
62,pixar007,run-01,splithalf-01,,-0.303132,,-0.76198894
63,pixar007,run-01,splithalf-01,,0.25657383,,0.6284016
64,pixar007,run-01,splithalf-01,,0.7994937,,1.1802952
65,pixar007,run-01,splithalf-01,,0.26238012,,0.67386657
66,pixar007,run-01,splithalf-01,,0.32121813,,0.16865362
67,pixar007,run-01,splithalf-01,,0.57426167,,0.48433742
68,pixar007,run-01,splithalf-01,,0.51109445,,0.49582934
69,pixar007,run-01,splithalf-01,,0.74133664,,0.6588264
70,pixar007,run-01,splithalf-01,,0.38660803,,0.4359302
71,pixar007,run-01,splithalf-01,,0.10075526,,0.117406465
72,pixar007,run-01,splithalf-01,,-0.69837487,,-0.7081208
73,pixar007,run-01,splithalf-01,,-0.2713185,,0.08920498
74,pixar007,run-01,splithalf-01,,-0.13906744,,0.27617317
75,pixar007,run-01,splithalf-01,,-0.71882474,,-0.4299802
76,pixar007,run-01,splithalf-01,,-0.9795731,,-0.7994744
77,pixar007,run-01,splithalf-01,,-0.05323086,,-0.22284475
78,pixar007,run-01,splithalf-01,,-0.22692844,,-0.7134868
79,pixar007,run-01,splithalf-01,,-0.049135603,,-0.6102829
80,pixar007,run-01,splithalf-01,,0.028483093,,-0.27135286
81,pixar007,run-01,splithalf-01,,0.11188344,,0.1707817
0,pixar007,run-01,splithalf-02,-0.108153865,,-1.7619574,
1,pixar007,run-01,splithalf-02,-0.20006843,,-1.7475536,
2,pixar007,run-01,splithalf-02,-0.5549416,,-1.6643219,
3,pixar007,run-01,splithalf-02,-0.15151314,,-1.211837,
4,pixar007,run-01,splithalf-02,0.345279,,-0.80822,
5,pixar007,run-01,splithalf-02,0.14175388,,-0.5822644,
6,pixar007,run-01,splithalf-02,-0.9397729,,-1.2926308,
7,pixar007,run-01,splithalf-02,,,,
8,pixar007,run-01,splithalf-02,,,,
9,pixar007,run-01,splithalf-02,,,,
10,pixar007,run-01,splithalf-02,-0.0103342775,,-2.1720715,
11,pixar007,run-01,splithalf-02,-1.3036497,,-2.898091,
12,pixar007,run-01,splithalf-02,,,,
13,pixar007,run-01,splithalf-02,,,,
14,pixar007,run-01,splithalf-02,,,,
15,pixar007,run-01,splithalf-02,-0.81309444,,-1.3249104,
16,pixar007,run-01,splithalf-02,-0.0024034618,,-0.74594843,
17,pixar007,run-01,splithalf-02,0.5388198,,0.036562804,
18,pixar007,run-01,splithalf-02,-0.5240248,,-0.9000045,
19,pixar007,run-01,splithalf-02,-0.6142369,,-0.14046565,
20,pixar007,run-01,splithalf-02,-0.20262079,,-0.47349113,
21,pixar007,run-01,splithalf-02,-0.9433204,,-0.57833004,
22,pixar007,run-01,splithalf-02,-0.6895443,,-0.18242684,
23,pixar007,run-01,splithalf-02,-0.4527754,,-0.19927609,
24,pixar007,run-01,splithalf-02,-1.246698,,-0.32376218,
25,pixar007,run-01,splithalf-02,-1.0928948,,0.60498446,
26,pixar007,run-01,splithalf-02,0.06292286,,-0.19835213,
27,pixar007,run-01,splithalf-02,-0.7723524,,-0.35013252,
28,pixar007,run-01,splithalf-02,-0.19199668,,0.115835115,
29,pixar007,run-01,splithalf-02,-0.64935654,,-0.49299788,
30,pixar007,run-01,splithalf-02,-0.6861788,,-0.39141548,
31,pixar007,run-01,splithalf-02,-1.0433303,,-0.4403326,
32,pixar007,run-01,splithalf-02,-0.74027884,,0.20099923,
33,pixar007,run-01,splithalf-02,0.06971495,,0.27517158,
34,pixar007,run-01,splithalf-02,0.082928255,,-0.04555736,
35,pixar007,run-01,splithalf-02,-0.76113594,,-0.30686688,
36,pixar007,run-01,splithalf-02,-0.12601717,,-0.17924215,
37,pixar007,run-01,splithalf-02,-0.36475468,,-0.3570402,
38,pixar007,run-01,splithalf-02,-0.0943934,,-0.22684768,
39,pixar007,run-01,splithalf-02,-0.3685469,,0.078642614,
40,pixar007,run-01,splithalf-02,-0.38706398,,-0.088075675,
41,pixar007,run-01,splithalf-02,-0.38597745,,-0.0432354,
42,pixar007,run-01,splithalf-02,-0.734989,,0.40459815,
43,pixar007,run-01,splithalf-02,,,,
44,pixar007,run-01,splithalf-02,-0.24388155,,0.4726379,
45,pixar007,run-01,splithalf-02,-0.39850503,,0.07565682,
46,pixar007,run-01,splithalf-02,-0.46374416,,0.16082141,
47,pixar007,run-01,splithalf-02,-0.6683234,,0.18031135,
48,pixar007,run-01,splithalf-02,-0.5481898,,0.072067864,
49,pixar007,run-01,splithalf-02,-0.14808898,,-0.10194588,
50,pixar007,run-01,splithalf-02,-0.4184142,,0.2547028,
51,pixar007,run-01,splithalf-02,-0.11797414,,-0.26435497,
52,pixar007,run-01,splithalf-02,-0.39867106,,-0.56727064,
53,pixar007,run-01,splithalf-02,-0.5796586,,-0.4700758,
54,pixar007,run-01,splithalf-02,-0.23558648,,-0.1939373,
55,pixar007,run-01,splithalf-02,-0.23570284,,-0.15725763,
56,pixar007,run-01,splithalf-02,0.7183154,,0.9782591,
57,pixar007,run-01,splithalf-02,-0.06260197,,-0.097099915,
58,pixar007,run-01,splithalf-02,1.7226254,,0.6338825,
59,pixar007,run-01,splithalf-02,2.3981674,,1.7235272,
60,pixar007,run-01,splithalf-02,1.2556012,,0.7958355,
61,pixar007,run-01,splithalf-02,0.6803586,,0.54021156,
62,pixar007,run-01,splithalf-02,1.2947445,,0.593578,
63,pixar007,run-01,splithalf-02,1.040225,,0.660491,
64,pixar007,run-01,splithalf-02,1.1468004,,0.71722716,
65,pixar007,run-01,splithalf-02,1.2441888,,0.68004096,
66,pixar007,run-01,splithalf-02,1.1907669,,1.1820387,
67,pixar007,run-01,splithalf-02,0.21157937,,0.928868,
68,pixar007,run-01,splithalf-02,-0.10965452,,0.6187409,
69,pixar007,run-01,splithalf-02,-0.071685314,,0.8001788,
70,pixar007,run-01,splithalf-02,-0.5032639,,0.81122094,
71,pixar007,run-01,splithalf-02,-0.16424645,,0.6666127,
72,pixar007,run-01,splithalf-02,1.2043422,,0.9692098,
73,pixar007,run-01,splithalf-02,1.2649298,,1.2491758,
74,pixar007,run-01,splithalf-02,0.9139617,,1.2865633,
75,pixar007,run-01,splithalf-02,1.2613475,,0.80213434,
76,pixar007,run-01,splithalf-02,0.46916938,,1.4145596,
77,pixar007,run-01,splithalf-02,0.7661084,,0.7505566,
78,pixar007,run-01,splithalf-02,0.64850485,,0.9317316,
79,pixar007,run-01,splithalf-02,0.6096829,,0.66013163,
80,pixar007,run-01,splithalf-02,0.22897658,,0.13376646,
81,pixar007,run-01,splithalf-02,1.012887,,0.51796114,
0,pixar008,run-01,splithalf-01,,1.0998586,,0.3115653
1,pixar008,run-01,splithalf-01,,2.0747013,,0.53214157
2,pixar008,run-01,splithalf-01,,1.0208864,,0.4174901
3,pixar008,run-01,splithalf-01,,0.29083425,,0.14169487
4,pixar008,run-01,splithalf-01,,0.68616575,,2.4821086
5,pixar008,run-01,splithalf-01,,0.7457775,,1.221582
6,pixar008,run-01,splithalf-01,,1.106767,,0.9336794
7,pixar008,run-01,splithalf-01,,1.365395,,0.66971666
8,pixar008,run-01,splithalf-01,,1.4873775,,0.9916008
9,pixar008,run-01,splithalf-01,,1.1782043,,-0.21443853
10,pixar008,run-01,splithalf-01,,0.14111663,,-0.22997549
11,pixar008,run-01,splithalf-01,,0.7503192,,-0.8765982
12,pixar008,run-01,splithalf-01,,0.98993665,,0.18386738
13,pixar008,run-01,splithalf-01,,0.7641281,,-0.29286903
14,pixar008,run-01,splithalf-01,,0.7396103,,-0.9977497
15,pixar008,run-01,splithalf-01,,0.117551066,,-1.0090787
16,pixar008,run-01,splithalf-01,,0.338772,,-0.66184235
17,pixar008,run-01,splithalf-01,,0.4917721,,-0.101469256
18,pixar008,run-01,splithalf-01,,0.17495531,,0.23766522
19,pixar008,run-01,splithalf-01,,1.0310451,,0.6996544
20,pixar008,run-01,splithalf-01,,1.3940158,,1.1306312
21,pixar008,run-01,splithalf-01,,1.5228685,,1.3168273
22,pixar008,run-01,splithalf-01,,1.2925259,,0.9675539
23,pixar008,run-01,splithalf-01,,1.1245257,,1.1906217
24,pixar008,run-01,splithalf-01,,1.0204092,,1.6070535
25,pixar008,run-01,splithalf-01,,1.4092515,,0.72448665
26,pixar008,run-01,splithalf-01,,0.91788435,,0.8180566
27,pixar008,run-01,splithalf-01,,0.5213577,,0.4419202
28,pixar008,run-01,splithalf-01,,1.0638326,,0.75382084
29,pixar008,run-01,splithalf-01,,0.57588977,,0.075551294
30,pixar008,run-01,splithalf-01,,0.014619361,,0.3161727
31,pixar008,run-01,splithalf-01,,-0.20933083,,-0.13664182
32,pixar008,run-01,splithalf-01,,-0.435282,,-0.02578329
33,pixar008,run-01,splithalf-01,,0.64587486,,0.58892816
34,pixar008,run-01,splithalf-01,,0.16273637,,0.5873984
35,pixar008,run-01,splithalf-01,,-0.39216605,,-0.5070098
36,pixar008,run-01,splithalf-01,,-0.21131897,,-0.5165194
37,pixar008,run-01,splithalf-01,,-0.32355437,,-0.09820662
38,pixar008,run-01,splithalf-01,,-0.22793308,,0.011764389
39,pixar008,run-01,splithalf-01,,0.5001445,,0.87488925
40,pixar008,run-01,splithalf-01,,-0.111049175,,0.3741122
41,pixar008,run-01,splithalf-01,,-0.30924773,,-0.07733773
42,pixar008,run-01,splithalf-01,,0.61207074,,0.5561177
43,pixar008,run-01,splithalf-01,,-0.9173037,,-0.6473619
44,pixar008,run-01,splithalf-01,,-0.4225936,,-0.45618877
45,pixar008,run-01,splithalf-01,,0.013162443,,-0.04486088
46,pixar008,run-01,splithalf-01,,0.100786306,,-0.35432136
47,pixar008,run-01,splithalf-01,,0.008956736,,0.011593637
48,pixar008,run-01,splithalf-01,,0.68686295,,0.23454885
49,pixar008,run-01,splithalf-01,,-0.86468565,,-0.017089713
50,pixar008,run-01,splithalf-01,,-0.90389746,,-0.7184788
51,pixar008,run-01,splithalf-01,,-0.8450352,,-0.037915707
52,pixar008,run-01,splithalf-01,,-0.41693324,,0.45304775
53,pixar008,run-01,splithalf-01,,-0.7043301,,0.83163416
54,pixar008,run-01,splithalf-01,,-0.21506539,,-0.24843058
55,pixar008,run-01,splithalf-01,,-0.050641917,,-0.14931433
56,pixar008,run-01,splithalf-01,,0.51334536,,0.21749945
57,pixar008,run-01,splithalf-01,,-0.16027571,,0.80745983
58,pixar008,run-01,splithalf-01,,-0.35589585,,0.18795326
59,pixar008,run-01,splithalf-01,,-0.51792777,,0.21212561
60,pixar008,run-01,splithalf-01,,-0.3987866,,-0.29103398
61,pixar008,run-01,splithalf-01,,-1.3052828,,0.06052301
62,pixar008,run-01,splithalf-01,,-0.9279069,,-0.99076855
63,pixar008,run-01,splithalf-01,,-1.7327665,,-0.79683703
64,pixar008,run-01,splithalf-01,,-1.5408858,,-0.43149942
65,pixar008,run-01,splithalf-01,,-1.5388573,,-0.5263779
66,pixar008,run-01,splithalf-01,,-1.8654633,,-1.7124412
67,pixar008,run-01,splithalf-01,,-0.673207,,-0.6742143
68,pixar008,run-01,splithalf-01,,-0.53441024,,-0.75482017
69,pixar008,run-01,splithalf-01,,-0.06693141,,0.12456258
70,pixar008,run-01,splithalf-01,,-0.31897658,,-0.3694672
71,pixar008,run-01,splithalf-01,,-0.8105532,,0.11171768
72,pixar008,run-01,splithalf-01,,-1.0916699,,-0.38930616
73,pixar008,run-01,splithalf-01,,-1.282676,,-0.8858898
74,pixar008,run-01,splithalf-01,,-1.4541895,,-1.3075205
75,pixar008,run-01,splithalf-01,,-1.0566429,,-0.60114753
76,pixar008,run-01,splithalf-01,,-0.66064185,,-0.90689945
77,pixar008,run-01,splithalf-01,,-0.50949776,,-0.60542
78,pixar008,run-01,splithalf-01,,-0.7608448,,-1.0801127
79,pixar008,run-01,splithalf-01,,-1.6489513,,-0.9062317
80,pixar008,run-01,splithalf-01,,-0.8319311,,-1.550991
81,pixar008,run-01,splithalf-01,,-1.0910511,,-1.2111123
0,pixar008,run-01,splithalf-02,0.16700767,,0.192807,
1,pixar008,run-01,splithalf-02,-0.06526163,,0.11060311,
2,pixar008,run-01,splithalf-02,-0.4331428,,0.46996698,
3,pixar008,run-01,splithalf-02,-0.2933333,,0.08370915,
4,pixar008,run-01,splithalf-02,0.064293414,,0.84949076,
5,pixar008,run-01,splithalf-02,0.02291658,,0.15033014,
6,pixar008,run-01,splithalf-02,0.43092185,,0.32887873,
7,pixar008,run-01,splithalf-02,-0.100082755,,-0.8953578,
8,pixar008,run-01,splithalf-02,-0.063579984,,0.25327685,
9,pixar008,run-01,splithalf-02,0.19159351,,0.41405338,
10,pixar008,run-01,splithalf-02,0.7001109,,0.18794602,
11,pixar008,run-01,splithalf-02,0.95049936,,1.3230965,
12,pixar008,run-01,splithalf-02,1.198813,,1.4987395,
13,pixar008,run-01,splithalf-02,2.201212,,2.5805335,
14,pixar008,run-01,splithalf-02,0.8597706,,0.5835431,
15,pixar008,run-01,splithalf-02,,,,
16,pixar008,run-01,splithalf-02,-0.562173,,-0.2495132,
17,pixar008,run-01,splithalf-02,-1.4150255,,-0.8801592,
18,pixar008,run-01,splithalf-02,-0.97663844,,-0.95247746,
19,pixar008,run-01,splithalf-02,-0.019973744,,0.69516313,
20,pixar008,run-01,splithalf-02,-0.12889563,,-0.055276275,
21,pixar008,run-01,splithalf-02,0.4766573,,0.005157319,
22,pixar008,run-01,splithalf-02,-0.019158434,,-0.15166895,
23,pixar008,run-01,splithalf-02,-0.36169618,,0.30838168,
24,pixar008,run-01,splithalf-02,-0.67225456,,-0.8206631,
25,pixar008,run-01,splithalf-02,0.089735,,-0.56430006,
26,pixar008,run-01,splithalf-02,0.3683838,,0.1768218,
27,pixar008,run-01,splithalf-02,-0.10705056,,-0.5958575,
28,pixar008,run-01,splithalf-02,0.092095666,,0.89718133,
29,pixar008,run-01,splithalf-02,0.7508013,,1.0066025,
30,pixar008,run-01,splithalf-02,0.8312909,,0.6321499,
31,pixar008,run-01,splithalf-02,0.443014,,0.14044614,
32,pixar008,run-01,splithalf-02,-0.026803136,,-0.8398131,
33,pixar008,run-01,splithalf-02,-0.17034869,,0.763471,
34,pixar008,run-01,splithalf-02,-0.26578563,,0.0450246,
35,pixar008,run-01,splithalf-02,-0.09392008,,-0.088693455,
36,pixar008,run-01,splithalf-02,-0.12911125,,0.24367508,
37,pixar008,run-01,splithalf-02,1.2732501,,1.0078534,
38,pixar008,run-01,splithalf-02,0.90019786,,1.7484268,
39,pixar008,run-01,splithalf-02,0.14624831,,0.23384659,
40,pixar008,run-01,splithalf-02,-0.0044620633,,0.5475651,
41,pixar008,run-01,splithalf-02,1.0809793,,0.20835154,
42,pixar008,run-01,splithalf-02,0.27473313,,0.6901292,
43,pixar008,run-01,splithalf-02,0.40293542,,0.30536014,
44,pixar008,run-01,splithalf-02,-0.25987977,,-1.0495746,
45,pixar008,run-01,splithalf-02,0.30263695,,0.32777876,
46,pixar008,run-01,splithalf-02,1.2627017,,1.3599485,
47,pixar008,run-01,splithalf-02,-0.4436078,,0.5868527,
48,pixar008,run-01,splithalf-02,-0.2968815,,0.5403239,
49,pixar008,run-01,splithalf-02,-0.86584455,,0.11326752,
50,pixar008,run-01,splithalf-02,-0.6613529,,-0.3909165,
51,pixar008,run-01,splithalf-02,-0.73533833,,-0.7023924,
52,pixar008,run-01,splithalf-02,-0.20086327,,0.29698622,
53,pixar008,run-01,splithalf-02,0.112336874,,-0.019600267,
54,pixar008,run-01,splithalf-02,-1.4518219,,-1.4890667,
55,pixar008,run-01,splithalf-02,-1.4148957,,-1.0671709,
56,pixar008,run-01,splithalf-02,-1.1633205,,-1.4037161,
57,pixar008,run-01,splithalf-02,-0.039395582,,-0.337799,
58,pixar008,run-01,splithalf-02,0.9722229,,0.32828122,
59,pixar008,run-01,splithalf-02,1.145997,,0.15740474,
60,pixar008,run-01,splithalf-02,1.1542877,,0.43625647,
61,pixar008,run-01,splithalf-02,0.7480196,,0.4389905,
62,pixar008,run-01,splithalf-02,1.0397961,,-0.21257906,
63,pixar008,run-01,splithalf-02,0.15993062,,-0.64695543,
64,pixar008,run-01,splithalf-02,-0.8030604,,-1.1062293,
65,pixar008,run-01,splithalf-02,0.113793574,,-1.5590122,
66,pixar008,run-01,splithalf-02,-0.5440573,,-0.8846197,
67,pixar008,run-01,splithalf-02,0.30185115,,0.23554707,
68,pixar008,run-01,splithalf-02,0.42468262,,0.4418055,
69,pixar008,run-01,splithalf-02,0.2827878,,0.4876503,
70,pixar008,run-01,splithalf-02,0.78473973,,0.9932148,
71,pixar008,run-01,splithalf-02,0.16079065,,-0.0032926076,
72,pixar008,run-01,splithalf-02,-0.23603573,,-0.37771407,
73,pixar008,run-01,splithalf-02,-1.2678428,,-1.8839725,
74,pixar008,run-01,splithalf-02,-0.77203244,,-1.1743953,
75,pixar008,run-01,splithalf-02,-0.8225666,,-0.6010493,
76,pixar008,run-01,splithalf-02,-1.1951668,,-0.8004259,
77,pixar008,run-01,splithalf-02,-0.9527254,,-0.6281098,
78,pixar008,run-01,splithalf-02,-0.6488782,,-0.86918086,
79,pixar008,run-01,splithalf-02,-0.93840826,,-0.5148244,
80,pixar008,run-01,splithalf-02,-0.9827212,,-0.81106836,
81,pixar008,run-01,splithalf-02,-0.27830553,,-0.79926336,
0,pixar010,run-01,splithalf-01,,0.39282745,,-0.28052706
1,pixar010,run-01,splithalf-01,,0.9331993,,-0.89178246
2,pixar010,run-01,splithalf-01,,0.79906684,,-0.713034
3,pixar010,run-01,splithalf-01,,0.9735549,,-0.4029953
4,pixar010,run-01,splithalf-01,,0.2811894,,-0.6327998
5,pixar010,run-01,splithalf-01,,0.060464818,,-1.707103
6,pixar010,run-01,splithalf-01,,-0.1168925,,-0.286601
7,pixar010,run-01,splithalf-01,,0.16328551,,-0.2974005
8,pixar010,run-01,splithalf-01,,0.37134767,,-0.77476764
9,pixar010,run-01,splithalf-01,,0.41846856,,-0.705094
10,pixar010,run-01,splithalf-01,,0.56222785,,-0.7661983
11,pixar010,run-01,splithalf-01,,-0.083562836,,-1.703545
12,pixar010,run-01,splithalf-01,,0.073321566,,-0.78942525
13,pixar010,run-01,splithalf-01,,-0.5673131,,-1.4333454
14,pixar010,run-01,splithalf-01,,0.6426343,,-0.53819
15,pixar010,run-01,splithalf-01,,-0.06617442,,-0.565038
16,pixar010,run-01,splithalf-01,,0.15567467,,-0.15893146
17,pixar010,run-01,splithalf-01,,-0.7077119,,-0.4628555
18,pixar010,run-01,splithalf-01,,-0.5629638,,-1.3736076
19,pixar010,run-01,splithalf-01,,-0.806252,,-0.72694474
20,pixar010,run-01,splithalf-01,,-0.29449984,,-0.49337393
21,pixar010,run-01,splithalf-01,,-1.127348,,-1.374667
22,pixar010,run-01,splithalf-01,,-1.4932497,,-1.672134
23,pixar010,run-01,splithalf-01,,-0.598621,,-0.05435759
24,pixar010,run-01,splithalf-01,,-0.31822753,,-0.72926664
25,pixar010,run-01,splithalf-01,,0.47411537,,-0.11074982
26,pixar010,run-01,splithalf-01,,0.9070629,,0.37779874
27,pixar010,run-01,splithalf-01,,0.03967471,,-0.9788968
28,pixar010,run-01,splithalf-01,,0.31405553,,-0.90834963
29,pixar010,run-01,splithalf-01,,0.15870269,,-0.5685842
30,pixar010,run-01,splithalf-01,,0.15482843,,-0.6811336
31,pixar010,run-01,splithalf-01,,-0.49763817,,-0.6354195
32,pixar010,run-01,splithalf-01,,0.024121255,,-0.47911176
33,pixar010,run-01,splithalf-01,,-0.028247226,,-0.09301909
34,pixar010,run-01,splithalf-01,,-0.6484686,,-0.33511668
35,pixar010,run-01,splithalf-01,,-0.2593721,,0.21932349
36,pixar010,run-01,splithalf-01,,0.47679773,,0.4385686
37,pixar010,run-01,splithalf-01,,-0.28431454,,0.27923578
38,pixar010,run-01,splithalf-01,,-0.81440365,,-0.45246068
39,pixar010,run-01,splithalf-01,,0.05402597,,0.12128954
40,pixar010,run-01,splithalf-01,,-0.99455583,,-0.73118
41,pixar010,run-01,splithalf-01,,-0.13372454,,0.39519507
42,pixar010,run-01,splithalf-01,,-0.3426171,,0.74582607
43,pixar010,run-01,splithalf-01,,0.5534712,,0.7359915
44,pixar010,run-01,splithalf-01,,0.58545524,,1.383623
45,pixar010,run-01,splithalf-01,,0.37103504,,0.7493137
46,pixar010,run-01,splithalf-01,,0.5286196,,0.9143141
47,pixar010,run-01,splithalf-01,,0.3088554,,0.4076131
48,pixar010,run-01,splithalf-01,,0.7696022,,0.36411366
49,pixar010,run-01,splithalf-01,,0.42345268,,0.12779732
50,pixar010,run-01,splithalf-01,,0.56348646,,0.0017459139
51,pixar010,run-01,splithalf-01,,0.9231397,,0.25999776
52,pixar010,run-01,splithalf-01,,0.7538226,,0.72027826
53,pixar010,run-01,splithalf-01,,0.42584008,,1.173963
54,pixar010,run-01,splithalf-01,,-0.16849902,,0.19498022
55,pixar010,run-01,splithalf-01,,0.64465225,,0.91151124
56,pixar010,run-01,splithalf-01,,0.5165884,,0.46336928
57,pixar010,run-01,splithalf-01,,0.22055344,,0.83860254
58,pixar010,run-01,splithalf-01,,-0.4256525,,0.5086728
59,pixar010,run-01,splithalf-01,,-0.0017412889,,0.66825217
60,pixar010,run-01,splithalf-01,,-0.9953518,,-0.28872952
61,pixar010,run-01,splithalf-01,,-0.80852854,,-0.5319525
