time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-lSTS-lsts-lloc-splithalf-01,fROI-lSTS-lsts-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02,fROI-rSTS-rsts-rloc-splithalf-01,fROI-rSTS-rsts-rloc-splithalf-02
48,pixar099,run-01,splithalf-01,,0.53381205,,0.4884463,,0.34606507,,1.1230185,,0.11029123,,1.0684463
49,pixar099,run-01,splithalf-01,,0.46821636,,0.4893009,,0.5805747,,0.5098764,,-0.236216,,0.6262075
50,pixar099,run-01,splithalf-01,,0.6835247,,0.39670715,,0.7075369,,0.6939548,,-0.5656773,,1.0622928
51,pixar099,run-01,splithalf-01,,0.34376,,0.365583,,1.414831,,-0.056108184,,-0.2757208,,1.0651054
52,pixar099,run-01,splithalf-01,,0.7825507,,1.5004734,,1.4488099,,0.8722971,,0.56449544,,0.9723233
53,pixar099,run-01,splithalf-01,,0.7222928,,0.089885816,,0.31424612,,-0.016087536,,-0.6054633,,0.10898652
54,pixar099,run-01,splithalf-01,,0.28569993,,-0.5255295,,0.19808325,,0.19102454,,-0.30380476,,0.62432885
55,pixar099,run-01,splithalf-01,,0.6004974,,-0.9987464,,0.18114218,,0.5745816,,-0.46130258,,0.71095103
56,pixar099,run-01,splithalf-01,,0.74054545,,-0.81676257,,0.5113268,,0.64863425,,-0.5384818,,0.7852438
57,pixar099,run-01,splithalf-01,,0.90108395,,-0.2226109,,0.67056715,,0.8958066,,-0.43421307,,0.7336389
58,pixar099,run-01,splithalf-01,,0.9188177,,0.12895037,,0.6299018,,0.26663026,,-0.3334815,,0.5089999
59,pixar099,run-01,splithalf-01,,0.8342311,,0.009317321,,0.6388952,,1.0243243,,-0.013336755,,0.6483191
60,pixar099,run-01,splithalf-01,,1.012889,,-1.7062848,,0.28276506,,-0.0143913925,,-1.5980841,,-1.0890213
61,pixar099,run-01,splithalf-01,,,,,,,,,,,,
62,pixar099,run-01,splithalf-01,,,,,,,,,,,,
63,pixar099,run-01,splithalf-01,,-0.27643877,,0.38183373,,0.61672103,,-0.5141357,,0.0467299,,-0.24042472
64,pixar099,run-01,splithalf-01,,-0.13913392,,-0.054383986,,0.30866688,,0.4701871,,0.00982208,,0.1478894
65,pixar099,run-01,splithalf-01,,1.0013063,,-0.5878161,,1.3692833,,0.4752361,,-0.31793192,,0.7468915
66,pixar099,run-01,splithalf-01,,0.8872038,,-0.359384,,0.5921875,,-0.37250394,,-0.45694894,,-0.2641557
67,pixar099,run-01,splithalf-01,,1.1462606,,-0.89849967,,0.9041853,,0.33992738,,-0.45232257,,-0.39610717
68,pixar099,run-01,splithalf-01,,1.5857763,,-0.8077034,,0.81873816,,0.5782262,,-0.21651879,,0.778738
69,pixar099,run-01,splithalf-01,,1.2631327,,-0.72605765,,1.0173273,,1.1073177,,-0.022398338,,0.64862347
70,pixar099,run-01,splithalf-01,,1.4378394,,-0.46048316,,1.4002455,,1.5159351,,-0.16556808,,-0.36939228
71,pixar099,run-01,splithalf-01,,0.7732481,,-0.40932465,,0.9519342,,1.1867797,,-0.6580489,,-0.086128935
72,pixar099,run-01,splithalf-01,,0.7065523,,-0.79626477,,0.16004159,,0.65234506,,-0.63281184,,0.12042298
73,pixar099,run-01,splithalf-01,,1.0006076,,-1.4963739,,-0.12539455,,0.15123753,,-1.137818,,-0.58327144
74,pixar099,run-01,splithalf-01,,0.7017407,,-0.9069155,,0.17289612,,-0.33845013,,-0.7608477,,-0.047717355
75,pixar099,run-01,splithalf-01,,0.83811283,,-1.3827873,,0.067361385,,-0.12878285,,-1.1884263,,-0.9594053
76,pixar099,run-01,splithalf-01,,1.3235726,,-1.0559927,,1.3980631,,0.87995684,,-0.9116381,,-0.61843073
77,pixar099,run-01,splithalf-01,,1.2283425,,-0.48694625,,1.365927,,0.361809,,0.18737203,,0.20361891
78,pixar099,run-01,splithalf-01,,0.8247868,,-0.15534547,,0.73246616,,-0.1477411,,-0.55492043,,-0.6255493
79,pixar099,run-01,splithalf-01,,0.13634178,,-1.2046077,,-0.49909154,,-0.28812775,,-1.124344,,-0.2369134
80,pixar099,run-01,splithalf-01,,0.620901,,-0.972905,,0.41192514,,-0.16788302,,-0.66526556,,-0.9331411
81,pixar099,run-01,splithalf-01,,1.3700595,,-1.9144001,,0.5022849,,0.7229394,,-0.9669663,,0.006351441
0,pixar099,run-01,splithalf-02,0.64106256,,-0.7492342,,-0.15328385,,-0.7313784,,0.07689283,,-0.05644979,
1,pixar099,run-01,splithalf-02,0.3673665,,-0.7997246,,0.47117248,,-0.21318951,,-0.33618098,,0.29772514,
2,pixar099,run-01,splithalf-02,0.31215054,,-0.4078555,,0.94959366,,0.06614626,,-0.65329033,,-0.47596875,
3,pixar099,run-01,splithalf-02,0.21847546,,0.31442577,,-0.26265052,,-0.07670896,,-0.23255344,,-0.5957149,
4,pixar099,run-01,splithalf-02,-0.22395405,,0.035637926,,0.19781396,,-0.5847862,,0.033652585,,-0.9275106,
5,pixar099,run-01,splithalf-02,0.20362172,,-0.6913845,,0.07278112,,-1.0030456,,-0.119821526,,-0.7627341,
6,pixar099,run-01,splithalf-02,0.45104736,,-0.49516696,,0.68622625,,0.50617015,,0.066222504,,0.5844472,
7,pixar099,run-01,splithalf-02,0.4535827,,0.2989754,,1.4127518,,0.25965953,,0.8176897,,1.1142943,
8,pixar099,run-01,splithalf-02,-0.16827688,,0.84397966,,0.8961895,,-0.44576693,,0.28110033,,0.5568819,
9,pixar099,run-01,splithalf-02,0.06415514,,0.29440117,,1.0950888,,-0.3078088,,-0.24230139,,-0.109701395,
10,pixar099,run-01,splithalf-02,-0.03644136,,-0.09110484,,0.8333534,,-1.2010987,,-0.037493598,,0.030215716,
11,pixar099,run-01,splithalf-02,-0.38603,,-0.19814774,,0.4885517,,-0.06045615,,-0.0023537308,,0.5367828,
12,pixar099,run-01,splithalf-02,-1.3369552,,-0.4238816,,-0.5301105,,-0.3890009,,0.26929897,,0.0032738864,
13,pixar099,run-01,splithalf-02,-1.1545867,,-0.19177943,,-1.439656,,0.07646316,,0.19030316,,-0.6348187,
14,pixar099,run-01,splithalf-02,-0.6405761,,0.13852608,,-0.42522097,,0.26973242,,-0.16265103,,0.42695695,
15,pixar099,run-01,splithalf-02,-0.55150187,,0.63177377,,-0.6460088,,-0.03404641,,0.059524365,,-0.5408065,
16,pixar099,run-01,splithalf-02,-1.3946463,,0.51877594,,-0.6233569,,-0.19271341,,-0.30156022,,-0.48667803,
17,pixar099,run-01,splithalf-02,-0.55384505,,0.49068856,,0.22774382,,-0.27686033,,0.24029958,,-0.46170673,
18,pixar099,run-01,splithalf-02,-0.409031,,0.13283005,,-0.58611906,,-0.26791218,,0.30046833,,0.43330154,
19,pixar099,run-01,splithalf-02,-1.1246235,,-1.2299979,,-0.14118895,,-0.4577062,,-0.88901424,,0.7176666,
20,pixar099,run-01,splithalf-02,-1.5281786,,-1.7995765,,-1.4040302,,-0.7615805,,-1.3408163,,-0.06579971,
21,pixar099,run-01,splithalf-02,0.124690905,,-1.8200233,,-0.3312102,,-0.530293,,-1.5579716,,-0.4395414,
22,pixar099,run-01,splithalf-02,-0.5195223,,-0.7949766,,-0.17935362,,-0.2640651,,-0.5703944,,0.43090448,
23,pixar099,run-01,splithalf-02,-1.1763815,,-0.96050054,,0.3866243,,-0.6477959,,-0.95090735,,0.35615888,
24,pixar099,run-01,splithalf-02,-0.50011986,,-0.18543692,,-0.48066545,,-0.6944146,,-0.6108968,,0.3777654,
25,pixar099,run-01,splithalf-02,-0.0008475773,,-1.1561251,,-0.30332875,,-0.8076439,,-0.36684293,,-0.6418873,
26,pixar099,run-01,splithalf-02,-0.13734147,,-1.5854839,,-0.3509583,,-0.003462302,,-0.18306002,,-0.11234264,
27,pixar099,run-01,splithalf-02,-0.31099933,,-0.85928047,,0.26638213,,0.4083651,,-0.24526605,,-0.40647134,
28,pixar099,run-01,splithalf-02,-0.8697659,,-0.26690304,,-0.20142035,,-0.6563518,,3.9571525e-05,,-0.5365214,
29,pixar099,run-01,splithalf-02,-0.23090923,,1.19078,,-0.113457724,,-0.949474,,0.72552174,,0.09091063,
30,pixar099,run-01,splithalf-02,0.5113351,,0.27956787,,-1.364455,,-0.8394043,,-0.80340195,,0.15879181,
31,pixar099,run-01,splithalf-02,0.34461993,,-0.6497363,,-0.7126585,,0.51223296,,-1.0642908,,0.24579993,
32,pixar099,run-01,splithalf-02,1.0551836,,-0.19856612,,0.060833953,,1.3514489,,-0.26870388,,0.30550915,
33,pixar099,run-01,splithalf-02,1.2737685,,-0.075672254,,0.3908127,,0.9571983,,0.06848059,,-0.14281373,
34,pixar099,run-01,splithalf-02,-0.52484494,,-0.9187536,,-0.5893834,,-0.70562714,,-0.5649094,,-0.5974975,
35,pixar099,run-01,splithalf-02,0.68770444,,-1.3800638,,-0.11986898,,0.1832505,,-1.2119176,,-0.49444532,
36,pixar099,run-01,splithalf-02,0.67085505,,-0.656127,,-0.65872896,,0.1120891,,-0.7061197,,-0.066221476,
37,pixar099,run-01,splithalf-02,-0.0754416,,-0.7592634,,-0.8302643,,-0.4365527,,-1.3499544,,0.13643149,
38,pixar099,run-01,splithalf-02,-0.05565547,,-0.39038038,,-0.67245656,,-0.51393825,,-0.7423519,,-0.28431883,
39,pixar099,run-01,splithalf-02,0.26245767,,0.40916687,,0.19680761,,0.13168886,,-0.045583185,,-0.25185138,
40,pixar099,run-01,splithalf-02,0.47264147,,-0.1535806,,-0.5610509,,0.19578287,,-0.63138247,,-0.4649869,
41,pixar099,run-01,splithalf-02,0.34655303,,0.39470738,,0.02627503,,0.011700617,,0.083440915,,-1.1368763,
42,pixar099,run-01,splithalf-02,-0.66615945,,1.6110251,,-0.97657585,,-0.2552784,,0.42473617,,-1.2116998,
43,pixar099,run-01,splithalf-02,-1.2219881,,0.3802503,,-1.0890561,,-0.43837714,,0.12804249,,-2.1838562,
44,pixar099,run-01,splithalf-02,-1.1765573,,0.04948259,,0.1532395,,-0.7262872,,-0.50288045,,-1.0933024,
45,pixar099,run-01,splithalf-02,-1.9880421,,-0.20470461,,-1.6528609,,-1.6468093,,-0.7727753,,-1.3645394,
46,pixar099,run-01,splithalf-02,-0.60928535,,-1.4817865,,-0.6913012,,-1.7138458,,-0.86649466,,-0.56175536,
47,pixar099,run-01,splithalf-02,-0.2550822,,-0.5337313,,-0.89449215,,-0.6286411,,-0.15186875,,-0.876211,
48,pixar099,run-01,splithalf-02,-0.6394671,,-0.13320407,,-0.30601197,,-0.8079031,,-0.6166445,,0.57387626,
49,pixar099,run-01,splithalf-02,-0.6843457,,0.4750823,,0.025045484,,-0.18122213,,-0.11646323,,-1.0942787,
50,pixar099,run-01,splithalf-02,0.3523856,,0.59620845,,1.0908554,,0.1493872,,0.6523801,,0.40662688,
51,pixar099,run-01,splithalf-02,-0.2094189,,1.5988262,,-0.27673903,,0.6132763,,1.7666174,,-0.504871,
52,pixar099,run-01,splithalf-02,0.047460727,,0.79003906,,0.5660138,,0.101456836,,0.913974,,0.22970411,
53,pixar099,run-01,splithalf-02,1.2143279,,1.0381182,,0.27817956,,1.1658815,,0.8349088,,0.68503904,
54,pixar099,run-01,splithalf-02,0.35021785,,-0.12881444,,0.14707842,,0.5901243,,0.49092302,,0.54920113,
55,pixar099,run-01,splithalf-02,0.62083757,,-0.39936638,,1.3018144,,0.87349904,,-0.2329477,,1.629493,
56,pixar099,run-01,splithalf-02,0.44761008,,0.169258,,-0.17187853,,0.6035,,0.02362607,,0.39195326,
57,pixar099,run-01,splithalf-02,0.9480753,,0.72222537,,0.99874175,,-0.06145283,,0.27239704,,0.4808382,
58,pixar099,run-01,splithalf-02,1.4592474,,0.7490985,,1.0924286,,0.35769543,,0.7237027,,1.2993647,
59,pixar099,run-01,splithalf-02,0.8433383,,0.58991814,,0.44904646,,-0.045321703,,0.47669277,,0.9888895,
60,pixar099,run-01,splithalf-02,-0.3575588,,0.91095847,,-0.89133894,,0.7171916,,0.63014114,,-0.040110268,
61,pixar099,run-01,splithalf-02,0.7604011,,0.5664772,,-0.4373517,,0.21230336,,0.97439116,,0.34752393,
62,pixar099,run-01,splithalf-02,0.5654172,,1.32674,,0.72702265,,0.90091735,,1.281347,,0.30281895,
63,pixar099,run-01,splithalf-02,0.041248597,,0.3837634,,0.48962402,,0.98917186,,0.38754988,,-0.21461487,
64,pixar099,run-01,splithalf-02,0.5007094,,0.56787413,,-0.32847178,,0.9737601,,-0.17040937,,-0.12599353,
65,pixar099,run-01,splithalf-02,1.3966511,,-0.093698345,,-0.61657983,,0.06410074,,0.05144292,,0.05792932,
66,pixar099,run-01,splithalf-02,-0.05984501,,-0.6176647,,-0.3994053,,0.13816287,,-0.598771,,0.19532798,
67,pixar099,run-01,splithalf-02,-0.5758006,,-0.08897599,,-0.26263985,,1.1643492,,-0.5409904,,-0.07005316,
68,pixar099,run-01,splithalf-02,-0.26942116,,0.69383985,,-0.23917341,,-0.18064234,,0.3899421,,-0.28742716,
69,pixar099,run-01,splithalf-02,0.5262934,,0.5389646,,0.40759057,,0.06307349,,0.39564437,,0.33232847,
70,pixar099,run-01,splithalf-02,0.31001982,,0.14039403,,0.4521678,,0.29098076,,0.645418,,-0.24469113,
71,pixar099,run-01,splithalf-02,0.92434615,,1.0780331,,0.5236699,,-0.26703766,,0.8899287,,0.10708384,
72,pixar099,run-01,splithalf-02,0.6688685,,0.1357464,,-0.13010168,,0.18320362,,0.0017696411,,-0.036019187,
73,pixar099,run-01,splithalf-02,0.83738005,,-0.019416617,,0.67783946,,0.8951725,,0.07394702,,0.07395864,
74,pixar099,run-01,splithalf-02,0.22838192,,0.47086054,,0.5803563,,1.6157577,,0.8328296,,0.72431517,
75,pixar099,run-01,splithalf-02,0.6535317,,-0.058483332,,1.1562096,,0.37849015,,0.3202768,,0.61658335,
76,pixar099,run-01,splithalf-02,1.6854252,,2.456644,,1.9673469,,1.4997059,,2.2413323,,1.6523384,
77,pixar099,run-01,splithalf-02,-0.709905,,-0.45894223,,0.48542708,,1.4284699,,0.60677534,,1.0291357,
78,pixar099,run-01,splithalf-02,-0.509335,,0.093451165,,0.8165987,,-0.0058368715,,1.1186273,,1.1252505,
79,pixar099,run-01,splithalf-02,,,,,,,,,,,,
80,pixar099,run-01,splithalf-02,,,,,,,,,,,,
81,pixar099,run-01,splithalf-02,,,,,,,,,,,,
0,pixar100,run-01,splithalf-01,,-0.4555708,,1.0477378,,-0.5108653,,-0.47661465,,0.6383243,,-0.6353649
1,pixar100,run-01,splithalf-01,,-0.44548684,,-0.13289571,,0.49087605,,-0.68460214,,0.31636748,,1.1367376
2,pixar100,run-01,splithalf-01,,-0.6959265,,0.6835645,,0.0031719059,,0.24358949,,1.0585477,,1.2454708
3,pixar100,run-01,splithalf-01,,-1.0812695,,0.48380345,,-0.8514427,,-0.67583525,,1.2574147,,-0.45138866
4,pixar100,run-01,splithalf-01,,-0.7067051,,0.2651603,,-0.29872233,,-0.47336665,,0.64969456,,-0.6196455
5,pixar100,run-01,splithalf-01,,-0.2768151,,-0.18139036,,-0.15798637,,-0.24927068,,-0.30832806,,-0.4955705
6,pixar100,run-01,splithalf-01,,-0.43758518,,-0.3340299,,-0.21143922,,-0.6216268,,-0.6192051,,-1.3888185
7,pixar100,run-01,splithalf-01,,-0.754249,,-0.19151191,,-1.4500109,,-0.07409508,,-0.17643508,,-1.0892814
8,pixar100,run-01,splithalf-01,,-0.23325472,,2.1914048,,-0.3030855,,0.08026781,,1.7872632,,-0.20413618
9,pixar100,run-01,splithalf-01,,-0.9978439,,-0.15017125,,-0.022047479,,0.95611286,,-0.06944771,,-0.87602675
10,pixar100,run-01,splithalf-01,,-0.4571023,,-0.022170484,,-1.9191338,,0.32462856,,-0.44138488,,0.37650627
11,pixar100,run-01,splithalf-01,,-0.8168316,,-0.024951177,,-0.2828017,,-0.017823894,,0.27112693,,-0.908905
12,pixar100,run-01,splithalf-01,,-0.86594456,,0.06849264,,-0.3026018,,-0.66796696,,0.36000437,,0.20922343
13,pixar100,run-01,splithalf-01,,-0.011691672,,-0.9772825,,-1.4794633,,0.02322993,,-1.4723941,,-0.69059676
14,pixar100,run-01,splithalf-01,,-0.31812087,,-0.4856403,,-0.8109409,,0.40640157,,-0.34982273,,-1.2645255
15,pixar100,run-01,splithalf-01,,0.056085456,,-0.75530845,,-0.764122,,-0.24117541,,-0.906054,,-0.11172676
16,pixar100,run-01,splithalf-01,,,,,,,,,,,,
17,pixar100,run-01,splithalf-01,,,,,,,,,,,,
18,pixar100,run-01,splithalf-01,,-1.0302452,,-0.11900918,,-1.519099,,-1.0005298,,-0.028571099,,0.28180894
19,pixar100,run-01,splithalf-01,,-2.0041971,,0.39336297,,-0.49214083,,-1.12163,,0.69015265,,0.10746936
20,pixar100,run-01,splithalf-01,,-1.5873452,,2.077509,,-1.1088784,,-0.33512822,,1.798345,,1.0739756
21,pixar100,run-01,splithalf-01,,-1.0956919,,0.70165837,,0.12198088,,-0.21469517,,1.0210268,,0.4372775
22,pixar100,run-01,splithalf-01,,-0.5576104,,0.5589079,,0.6185401,,-0.45812654,,0.68031466,,0.436345
23,pixar100,run-01,splithalf-01,,-0.7636967,,0.57341975,,-0.62810105,,1.5156581,,1.038529,,1.7988758
24,pixar100,run-01,splithalf-01,,-0.7198287,,0.18506682,,1.0304253,,-0.24351263,,1.0017521,,1.0963566
25,pixar100,run-01,splithalf-01,,0.3099566,,0.7343317,,1.07225,,-0.18978214,,0.013625972,,0.6774762
26,pixar100,run-01,splithalf-01,,0.29021078,,1.0533276,,0.36699829,,0.06785776,,0.00587859,,0.5829296
27,pixar100,run-01,splithalf-01,,-0.49009475,,1.1614227,,-0.1799217,,-0.06834446,,0.7822234,,-0.20700392
28,pixar100,run-01,splithalf-01,,0.4791049,,1.3185514,,-0.55194855,,-0.18562496,,1.1120754,,0.2508622
29,pixar100,run-01,splithalf-01,,0.67507565,,1.3411722,,-0.05098658,,0.5429673,,1.6332119,,1.1430349
30,pixar100,run-01,splithalf-01,,-0.8392147,,1.396333,,-0.49196523,,0.29336733,,1.3509183,,0.40922612
31,pixar100,run-01,splithalf-01,,-0.78632236,,0.51432717,,-0.50819504,,0.39530566,,-0.025721163,,0.079008654
32,pixar100,run-01,splithalf-01,,-0.25639597,,-1.1577816,,-0.12950741,,0.59590614,,-0.7200705,,0.6576417
33,pixar100,run-01,splithalf-01,,-1.1176493,,0.03149935,,0.29497012,,0.6751013,,0.14291784,,0.9927498
34,pixar100,run-01,splithalf-01,,-0.27420643,,0.25977942,,0.4287238,,0.006689234,,-0.19031419,,1.329579
35,pixar100,run-01,splithalf-01,,-0.747158,,0.02004663,,0.6993378,,-0.061347365,,0.034466226,,1.4418036
36,pixar100,run-01,splithalf-01,,-0.09730466,,-0.066749,,0.43414006,,-0.039049577,,0.2106678,,1.4068992
37,pixar100,run-01,splithalf-01,,0.4209494,,-0.0975508,,0.6376196,,-0.16427441,,0.03708864,,0.6031475
38,pixar100,run-01,splithalf-01,,0.19158296,,-1.1735361,,-0.7990858,,0.6606448,,-0.81682664,,0.6079947
39,pixar100,run-01,splithalf-01,,0.3261044,,-0.07396841,,0.11350115,,0.22288819,,0.10141708,,0.5807024
40,pixar100,run-01,splithalf-01,,0.6141402,,-0.3834073,,0.33910868,,-0.15198734,,-0.4217585,,0.114257894
41,pixar100,run-01,splithalf-01,,0.17911905,,-1.2915967,,0.1115983,,-0.2981414,,-0.7543602,,0.3463341
42,pixar100,run-01,splithalf-01,,-0.08003906,,-1.1716292,,0.1489543,,-0.21672697,,0.1174403,,0.07301105
43,pixar100,run-01,splithalf-01,,-0.051423334,,-0.8427741,,-0.8527485,,0.4716691,,-0.84270936,,-2.227408
44,pixar100,run-01,splithalf-01,,0.39877027,,0.4484002,,-0.21336007,,0.5043003,,-0.3691002,,-0.21174678
45,pixar100,run-01,splithalf-01,,0.05101218,,-0.7778254,,-0.1309007,,0.28876996,,0.026395593,,-0.059973728
46,pixar100,run-01,splithalf-01,,0.5326054,,-1.7107928,,0.7743103,,0.035545398,,-1.549072,,0.2164092
47,pixar100,run-01,splithalf-01,,0.4627285,,-0.38907915,,0.0037748157,,0.6173703,,0.08023509,,1.1428329
48,pixar100,run-01,splithalf-01,,-0.21644549,,-1.4340827,,0.64642644,,0.11974418,,-0.24581747,,-0.22554362
49,pixar100,run-01,splithalf-01,,-0.013808539,,-0.50395954,,0.0013721616,,-0.58314544,,-1.4658188,,-0.42214292
50,pixar100,run-01,splithalf-01,,0.7029538,,-0.011881286,,0.072215535,,0.90174216,,-1.3433689,,0.5145653
51,pixar100,run-01,splithalf-01,,0.14729568,,-0.49231282,,0.76203066,,-0.08884499,,-0.4552006,,0.39915317
52,pixar100,run-01,splithalf-01,,0.15198171,,-0.7142387,,-0.057829,,-0.3125823,,-0.573887,,-0.7686418
53,pixar100,run-01,splithalf-01,,0.40417632,,-0.08106704,,1.026467,,0.5636002,,-0.5660392,,0.056196284
54,pixar100,run-01,splithalf-01,,0.069692455,,-0.5008917,,0.97150487,,0.21328263,,0.2647656,,-0.17735776
55,pixar100,run-01,splithalf-01,,0.47505635,,-0.06385614,,-0.20210953,,-0.11306234,,-0.18544966,,0.59323037
56,pixar100,run-01,splithalf-01,,0.66366684,,-0.6970714,,0.3234819,,-0.21209054,,-0.16535158,,-1.311393
57,pixar100,run-01,splithalf-01,,1.0939133,,-0.4904874,,0.17315044,,0.10279973,,-0.341034,,-0.20885201
58,pixar100,run-01,splithalf-01,,0.23744428,,-0.72419333,,0.46972752,,0.19039555,,-0.5191101,,-0.17219314
59,pixar100,run-01,splithalf-01,,0.7915424,,-1.1563327,,0.8707887,,-0.53036034,,-0.54828024,,-0.51244485
60,pixar100,run-01,splithalf-01,,,,,,,,,,,,
61,pixar100,run-01,splithalf-01,,,,,,,,,,,,
62,pixar100,run-01,splithalf-01,,1.2496315,,0.6794435,,-1.0271838,,-0.34806487,,0.5657314,,-0.055078406
63,pixar100,run-01,splithalf-01,,1.454057,,1.998444,,-1.4744387,,0.7523388,,1.0713155,,1.6980934
64,pixar100,run-01,splithalf-01,,0.8565032,,-0.8338975,,-0.8261852,,0.036220193,,-1.4074898,,-0.43175802
65,pixar100,run-01,splithalf-01,,-0.19458957,,-1.6375481,,0.04462989,,-0.2117784,,-0.8043639,,-0.6169014
66,pixar100,run-01,splithalf-01,,0.1714981,,-0.24803331,,0.351483,,0.7013912,,-0.2521496,,-0.11806929
67,pixar100,run-01,splithalf-01,,0.5863761,,0.13819382,,0.2986455,,0.023183992,,-0.35153335,,-0.91502035
68,pixar100,run-01,splithalf-01,,-0.1879892,,0.3268755,,0.4248353,,0.6390811,,-0.14166503,,1.2996007
69,pixar100,run-01,splithalf-01,,-0.01806781,,0.06798096,,1.0628397,,-0.6603266,,0.2102777,,-0.11256627
70,pixar100,run-01,splithalf-01,,0.79654396,,-0.15208271,,1.0308288,,0.005292696,,-0.17061587,,-0.8370679
71,pixar100,run-01,splithalf-01,,-0.23161933,,-0.10974548,,0.9667883,,0.7775761,,0.25925902,,0.023573857
72,pixar100,run-01,splithalf-01,,0.022626584,,-0.5208701,,-0.20365214,,-0.5245624,,-1.0616343,,-0.84507036
73,pixar100,run-01,splithalf-01,,0.57687837,,-0.46153593,,0.058642626,,0.14538646,,-0.31915832,,-0.43718305
74,pixar100,run-01,splithalf-01,,0.57610977,,0.3703661,,1.2571423,,0.24548984,,0.26751128,,-1.0369943
75,pixar100,run-01,splithalf-01,,0.36490035,,-0.09261043,,0.71594906,,-0.20978579,,0.028232798,,-0.9672537
76,pixar100,run-01,splithalf-01,,0.46793026,,0.11552541,,0.52800447,,0.25942782,,-0.10522232,,0.036180638
77,pixar100,run-01,splithalf-01,,1.6965548,,0.8278715,,0.93026906,,-0.8830969,,-0.014193657,,-1.6145322
78,pixar100,run-01,splithalf-01,,0.8972784,,0.247353,,0.17346887,,-1.1995004,,0.25731602,,-0.95253325
79,pixar100,run-01,splithalf-01,,0.6283288,,0.33185548,,-0.18374586,,0.23146132,,0.02127419,,-0.022774134
80,pixar100,run-01,splithalf-01,,0.9325369,,0.50959235,,-0.030814225,,0.026399564,,0.07158263,,-0.89213514
81,pixar100,run-01,splithalf-01,,0.912525,,0.31500706,,0.17648531,,-0.05451733,,-0.13584372,,-0.38072854
0,pixar100,run-01,splithalf-02,0.7314864,,0.8113327,,0.42099547,,-0.42627627,,0.9016148,,0.013469562,
1,pixar100,run-01,splithalf-02,0.9274105,,1.2075007,,1.1030747,,-0.42270747,,0.9620926,,-0.35927853,
2,pixar100,run-01,splithalf-02,0.11343931,,0.5966931,,-0.28982368,,-0.08587047,,1.6828274,,-0.5657328,
3,pixar100,run-01,splithalf-02,-1.3456094,,0.426936,,-0.3227299,,-0.19309853,,0.61915416,,-0.026456743,
4,pixar100,run-01,splithalf-02,-0.03056612,,-0.74381083,,0.5155926,,0.21856041,,-0.33135197,,-0.36390424,
5,pixar100,run-01,splithalf-02,-0.38260216,,-0.13263449,,-0.060973894,,0.28990588,,1.0391,,0.0093417885,
6,pixar100,run-01,splithalf-02,-0.3906804,,0.92835027,,0.16180734,,-0.09881304,,1.5847228,,-0.07198994,
7,pixar100,run-01,splithalf-02,-0.35138083,,1.133928,,0.8295921,,0.4521264,,1.5836878,,-0.19705227,
8,pixar100,run-01,splithalf-02,-0.5559777,,0.7299013,,0.5128952,,-0.42318696,,1.1226766,,0.0063841403,
9,pixar100,run-01,splithalf-02,-1.3261521,,0.7081291,,-0.09009262,,0.37164432,,0.93115807,,1.0286287,
10,pixar100,run-01,splithalf-02,-0.5043756,,0.97092974,,-0.25779834,,-0.3299268,,1.6577606,,0.67861414,
11,pixar100,run-01,splithalf-02,-0.017059749,,0.19327666,,-0.78482974,,-0.39088959,,1.3079498,,0.38490695,
12,pixar100,run-01,splithalf-02,-0.51357937,,0.5421289,,-0.58249724,,-0.8229378,,1.54037,,0.53576964,
13,pixar100,run-01,splithalf-02,-0.6240643,,0.4061215,,0.4620102,,-0.32829937,,1.0211264,,0.6167806,
14,pixar100,run-01,splithalf-02,0.4484529,,0.43790483,,0.20657575,,-0.6517805,,0.679435,,-0.35776585,
15,pixar100,run-01,splithalf-02,-0.0020573481,,1.0920817,,1.162236,,-0.53166926,,0.16701013,,-0.5208434,
16,pixar100,run-01,splithalf-02,-0.3939608,,0.39075723,,-0.27474895,,0.05515144,,0.81468374,,0.07784648,
17,pixar100,run-01,splithalf-02,0.13407625,,0.49577993,,-0.30175662,,-0.52387744,,1.1785566,,0.6210764,
18,pixar100,run-01,splithalf-02,-0.22356598,,1.1211295,,-0.15536335,,-0.09426592,,0.5870904,,-0.22724752,
19,pixar100,run-01,splithalf-02,-0.8998054,,0.67693007,,-0.81067467,,-0.26454568,,0.99624366,,0.23721321,
20,pixar100,run-01,splithalf-02,-0.21746664,,0.4919427,,-0.17694196,,-0.19705912,,0.9664032,,0.115717724,
21,pixar100,run-01,splithalf-02,-1.515103,,0.51072925,,-0.057503402,,0.48173746,,0.44796485,,0.19308893,
22,pixar100,run-01,splithalf-02,-0.5503855,,-0.011198735,,0.22587438,,-0.43149313,,0.3376999,,0.26130828,
23,pixar100,run-01,splithalf-02,-0.14781234,,0.09590132,,-0.19472067,,-0.049856316,,0.13765854,,0.09921989,
24,pixar100,run-01,splithalf-02,0.59709555,,0.7970029,,-0.13974497,,0.082681656,,0.86483395,,0.06966,
