time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-lSTS-lsts-lloc-splithalf-01,fROI-lSTS-lsts-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02,fROI-rSTS-rsts-rloc-splithalf-01,fROI-rSTS-rsts-rloc-splithalf-02
0,pixar001,run-01,splithalf-01,,0.08999151,,0.3092099,,-0.37146038,,-1.1532348,,0.9339239,,-0.350564
1,pixar001,run-01,splithalf-01,,0.030574584,,0.61622334,,-0.48157892,,-1.2117364,,-0.34212673,,-0.9613884
2,pixar001,run-01,splithalf-01,,0.63827026,,1.170407,,0.7547225,,-0.4979395,,0.9045655,,-0.7305597
3,pixar001,run-01,splithalf-01,,-0.03794366,,0.08085547,,0.27833644,,-0.91247195,,-0.24055739,,-0.35237145
4,pixar001,run-01,splithalf-01,,-0.95431423,,0.23749189,,1.3430815,,-1.0182698,,-1.182699,,-0.04735713
5,pixar001,run-01,splithalf-01,,,,,,,,,,,,
6,pixar001,run-01,splithalf-01,,,,,,,,,,,,
7,pixar001,run-01,splithalf-01,,,,,,,,,,,,
8,pixar001,run-01,splithalf-01,,,,,,,,,,,,
9,pixar001,run-01,splithalf-01,,,,,,,,,,,,
10,pixar001,run-01,splithalf-01,,,,,,,,,,,,
11,pixar001,run-01,splithalf-01,,1.4783214,,1.9311432,,1.5190057,,-1.4699688,,0.97156465,,-0.60390824
12,pixar001,run-01,splithalf-01,,0.26687965,,1.0368241,,1.4989667,,-0.37856406,,0.08712293,,0.5828902
13,pixar001,run-01,splithalf-01,,0.44753486,,1.1676645,,1.1268966,,-1.2918793,,0.11713408,,-0.6091687
14,pixar001,run-01,splithalf-01,,1.1806328,,0.79477346,,0.73938245,,0.47959632,,0.026788617,,0.79418075
15,pixar001,run-01,splithalf-01,,0.9439184,,-0.16684905,,-0.8261425,,0.62495965,,-1.3677608,,-0.6089021
16,pixar001,run-01,splithalf-01,,0.54295784,,0.24978104,,-0.32230178,,-0.26018897,,0.24511833,,-1.0258974
17,pixar001,run-01,splithalf-01,,-0.49563462,,1.0140213,,-0.6788226,,-1.5778456,,0.7202681,,-1.4123386
18,pixar001,run-01,splithalf-01,,-0.0025049567,,-0.66105133,,-0.5644535,,-1.49538,,-0.3494041,,-2.0162652
19,pixar001,run-01,splithalf-01,,0.38183016,,0.32186627,,0.51890105,,-1.7323822,,0.5828622,,-1.4384611
20,pixar001,run-01,splithalf-01,,-0.40411678,,0.67944497,,0.269907,,-2.2447019,,0.7553457,,-1.3054612
21,pixar001,run-01,splithalf-01,,-0.09784529,,-0.28627676,,-1.2690318,,-0.61116076,,-1.2711617,,2.3731728
22,pixar001,run-01,splithalf-01,,-1.3453727,,-0.13909426,,-0.12111511,,-0.12795214,,-0.0046197833,,0.12792878
23,pixar001,run-01,splithalf-01,,,,,,,,,,,,
24,pixar001,run-01,splithalf-01,,-0.2205278,,0.1655666,,0.43077964,,0.25821218,,0.18295929,,0.8061188
25,pixar001,run-01,splithalf-01,,-0.31031823,,-0.4667275,,0.4156522,,-0.23475142,,-0.48555714,,0.23715937
26,pixar001,run-01,splithalf-01,,,,,,,,,,,,
27,pixar001,run-01,splithalf-01,,-0.2694986,,1.1596613,,0.09426771,,-0.05959891,,1.7068694,,-0.4366552
28,pixar001,run-01,splithalf-01,,-0.7664271,,0.5030555,,1.054697,,-1.1847253,,0.9108597,,0.61944044
29,pixar001,run-01,splithalf-01,,-1.006839,,0.42489377,,1.1165819,,-1.2286533,,0.6628221,,0.4598887
30,pixar001,run-01,splithalf-01,,-0.8454466,,0.59808564,,0.95404434,,-1.2903883,,0.054070003,,-0.4208819
31,pixar001,run-01,splithalf-01,,-1.2862502,,-0.06632388,,1.2413763,,-1.0167916,,-0.3226449,,-0.22552295
32,pixar001,run-01,splithalf-01,,-1.1600854,,-0.21404728,,0.18458618,,-0.8276898,,-0.934521,,-0.32732064
33,pixar001,run-01,splithalf-01,,-1.4452041,,0.08846665,,-0.48862267,,-0.7265214,,-1.2062315,,-0.3774486
34,pixar001,run-01,splithalf-01,,-0.94598055,,0.15990058,,-0.62683743,,0.14464672,,-0.2945608,,0.39493418
35,pixar001,run-01,splithalf-01,,-0.9986475,,-0.053688854,,-0.58195037,,0.6487106,,0.019933393,,0.6194335
36,pixar001,run-01,splithalf-01,,-0.7354795,,-0.029777521,,-0.30615947,,0.3549835,,0.27480537,,0.64153016
37,pixar001,run-01,splithalf-01,,-0.65249074,,-0.21535864,,-0.86683446,,-0.1586735,,-0.7182803,,0.28322077
38,pixar001,run-01,splithalf-01,,-0.3705124,,-0.032923866,,-0.5368174,,0.10153103,,-0.09138723,,0.21298341
39,pixar001,run-01,splithalf-01,,-0.1560924,,-0.46843353,,-0.18247557,,0.14967993,,-0.35274568,,0.06663897
40,pixar001,run-01,splithalf-01,,0.019936195,,-0.118518755,,0.9817217,,0.5100537,,-0.7394765,,0.13931553
41,pixar001,run-01,splithalf-01,,0.92822444,,0.24607384,,1.093686,,0.82973754,,0.35307202,,1.6907837
42,pixar001,run-01,splithalf-01,,0.7405928,,-0.5567056,,0.47785378,,0.6195176,,-0.28859746,,1.1851856
43,pixar001,run-01,splithalf-01,,0.5021393,,-0.064545944,,-0.11908226,,0.53813714,,0.3661801,,1.5855993
44,pixar001,run-01,splithalf-01,,0.020062372,,-0.27820438,,-0.25840798,,0.4593194,,0.48037562,,1.2396759
45,pixar001,run-01,splithalf-01,,0.4332629,,-0.09756631,,0.18243293,,0.49533534,,0.506627,,0.483426
46,pixar001,run-01,splithalf-01,,0.3003338,,-0.46464282,,-0.013382959,,0.60681015,,-0.044217654,,0.5764834
47,pixar001,run-01,splithalf-01,,0.37079874,,-0.8000301,,0.28667822,,1.1816814,,-0.73697746,,0.29874825
48,pixar001,run-01,splithalf-01,,-0.038667407,,0.20013912,,0.93635905,,0.85577565,,-0.73990977,,0.45009404
49,pixar001,run-01,splithalf-01,,0.7317769,,0.050980043,,0.31547716,,1.2415302,,0.38340336,,0.6920868
50,pixar001,run-01,splithalf-01,,0.4655591,,-0.29248625,,-0.9011005,,0.93813,,0.07347175,,0.78824174
51,pixar001,run-01,splithalf-01,,0.36937714,,-0.7405326,,-1.1204726,,0.58660436,,-0.3412015,,0.18475445
52,pixar001,run-01,splithalf-01,,0.12647796,,-0.8936955,,-0.4960659,,0.7609471,,-0.67650735,,0.4282508
53,pixar001,run-01,splithalf-01,,-0.2890313,,-0.98514783,,-0.8264949,,0.5501029,,-0.7361061,,0.5195319
54,pixar001,run-01,splithalf-01,,-0.04709745,,-0.26908904,,-1.0823362,,0.5947321,,0.5164997,,0.384186
55,pixar001,run-01,splithalf-01,,-0.11819605,,-0.3601188,,-0.93561137,,0.42366213,,0.0092346445,,0.2907703
56,pixar001,run-01,splithalf-01,,-0.17988615,,-0.433136,,-0.43742704,,0.44480962,,0.03058062,,-0.5216848
57,pixar001,run-01,splithalf-01,,0.13991988,,-0.46714392,,0.3160127,,0.81700677,,0.76211727,,-0.033312503
58,pixar001,run-01,splithalf-01,,0.2955788,,-0.78907585,,-0.46213952,,0.8857447,,-0.1838181,,-0.3936413
59,pixar001,run-01,splithalf-01,,0.30750933,,-1.1177005,,-0.10207033,,1.0948826,,-0.47111982,,-0.16423704
60,pixar001,run-01,splithalf-01,,0.11400225,,-0.04784759,,0.29599047,,0.9869399,,-0.24515387,,-0.8547775
61,pixar001,run-01,splithalf-01,,0.79596883,,-0.18880472,,0.19131806,,1.2433866,,0.79543394,,1.2799517
62,pixar001,run-01,splithalf-01,,2.0319576,,0.39038676,,0.41032037,,1.2751639,,1.0639751,,2.3861973
63,pixar001,run-01,splithalf-01,,-0.26303655,,0.57192034,,-0.5599692,,0.57752055,,0.7790668,,0.8301021
64,pixar001,run-01,splithalf-01,,-0.27008644,,0.2024115,,-0.79512024,,0.6954492,,-0.08529003,,0.5977212
65,pixar001,run-01,splithalf-01,,-1.0962197,,0.84017307,,-0.3933793,,0.10052808,,0.65160024,,-0.4372458
66,pixar001,run-01,splithalf-01,,-0.9998083,,0.16909513,,-0.24665976,,0.20971291,,0.16769452,,-0.3316308
67,pixar001,run-01,splithalf-01,,0.45689067,,0.38138554,,1.516417,,0.2072505,,0.8560354,,-0.15158276
68,pixar001,run-01,splithalf-01,,-0.24539301,,0.14532685,,0.51182467,,0.07652669,,0.21454224,,-0.7671135
69,pixar001,run-01,splithalf-01,,0.019266922,,0.47181687,,-0.27421594,,-1.7501949,,0.2485579,,-1.1449771
70,pixar001,run-01,splithalf-01,,,,,,,,,,,,
71,pixar001,run-01,splithalf-01,,,,,,,,,,,,
72,pixar001,run-01,splithalf-01,,-0.023580661,,-0.03502076,,-0.69993806,,-0.37755185,,-0.10796545,,-0.42623466
73,pixar001,run-01,splithalf-01,,0.47295904,,0.5269754,,-0.58465844,,-0.13407862,,0.87120914,,-0.57125914
74,pixar001,run-01,splithalf-01,,0.53257096,,-0.08286475,,0.14788851,,0.21034639,,-0.13025947,,-0.7179879
75,pixar001,run-01,splithalf-01,,0.63119924,,0.18435913,,-0.31697798,,0.54701823,,0.12442716,,-0.5789524
76,pixar001,run-01,splithalf-01,,0.9361328,,0.13332966,,0.5819933,,0.3042534,,0.38530856,,-0.5705055
77,pixar001,run-01,splithalf-01,,0.25066787,,-0.7881361,,-0.4254392,,-0.030849304,,0.2030116,,-0.26858687
78,pixar001,run-01,splithalf-01,,0.22847013,,-1.5799911,,-0.39643073,,0.29331487,,-1.214338,,-0.5315814
79,pixar001,run-01,splithalf-01,,0.44138366,,-0.5498178,,-0.7688224,,0.17188743,,-0.8513734,,-0.80132246
80,pixar001,run-01,splithalf-01,,0.28186557,,-0.9250677,,-0.5778243,,-0.104139104,,-1.1670834,,-0.85763896
81,pixar001,run-01,splithalf-01,,-0.8672845,,-1.4974401,,-0.7686039,,1.0121729,,-1.0759703,,-0.87589085
0,pixar001,run-01,splithalf-02,-0.3460892,,-0.45714206,,0.43522948,,-0.6470373,,-0.20866823,,-0.7659131,
1,pixar001,run-01,splithalf-02,0.11201705,,-1.4590194,,1.1164858,,-0.42274672,,-0.4147132,,-0.20493472,
2,pixar001,run-01,splithalf-02,-0.7383012,,-0.9218502,,-0.18802285,,-0.30572933,,-1.0585684,,-0.49523535,
3,pixar001,run-01,splithalf-02,-1.2771558,,0.3378778,,-1.0687318,,-1.7106285,,-0.06611123,,-0.70750695,
4,pixar001,run-01,splithalf-02,-1.2812297,,-0.6744324,,-0.43149337,,-1.7191795,,-0.21160236,,-1.4152403,
5,pixar001,run-01,splithalf-02,-1.1872581,,-0.3818674,,-0.7241604,,-1.2715842,,-1.0425345,,-0.16584836,
6,pixar001,run-01,splithalf-02,-0.7999712,,-0.8777566,,-0.550808,,-0.5731417,,-1.4450818,,-0.2517271,
7,pixar001,run-01,splithalf-02,-0.65737855,,-0.37624875,,-0.5382911,,-0.4594571,,-0.7382635,,-0.004526168,
8,pixar001,run-01,splithalf-02,-0.009196153,,-0.3209037,,-0.6950471,,-0.47773036,,0.092294134,,0.2740428,
9,pixar001,run-01,splithalf-02,0.066682234,,-0.8549101,,-1.3265804,,0.41456547,,0.52967864,,0.44818473,
10,pixar001,run-01,splithalf-02,0.51576406,,-0.122248314,,-1.1423804,,1.2826993,,0.42857584,,1.0323164,
11,pixar001,run-01,splithalf-02,-0.1062959,,-0.35878283,,-1.0471354,,-0.19446768,,-0.9748209,,0.29600567,
12,pixar001,run-01,splithalf-02,-0.46750364,,-0.61995447,,-1.1142744,,-0.049048476,,-1.8555492,,0.17907028,
13,pixar001,run-01,splithalf-02,-0.024399692,,-0.35601124,,0.15979981,,0.5840011,,-0.52851343,,0.19373855,
14,pixar001,run-01,splithalf-02,0.40561074,,0.13527358,,0.8590416,,0.3585576,,0.5409683,,0.47125292,
15,pixar001,run-01,splithalf-02,0.90243065,,0.036794823,,0.03125555,,-0.14288665,,0.6128093,,-0.36752194,
16,pixar001,run-01,splithalf-02,0.76023567,,-0.85638034,,-0.30421644,,-0.10988605,,-0.4173688,,-0.6786605,
17,pixar001,run-01,splithalf-02,0.19498746,,0.018304098,,-1.0538185,,0.14644113,,0.42540044,,-0.47889718,
18,pixar001,run-01,splithalf-02,0.21954603,,0.928421,,-0.20065078,,-0.19778487,,0.24282825,,0.56167936,
19,pixar001,run-01,splithalf-02,0.66172826,,0.5570205,,-0.49132472,,-0.46378374,,-0.23757434,,0.41522035,
20,pixar001,run-01,splithalf-02,0.2527346,,-0.16219775,,-0.07451454,,-0.2215909,,-0.30547613,,0.32753348,
21,pixar001,run-01,splithalf-02,0.6045095,,0.6320984,,0.36388904,,1.0907041,,0.6696728,,-0.10503604,
22,pixar001,run-01,splithalf-02,-0.20346794,,-0.24458997,,1.0524528,,0.37231445,,-0.2500042,,0.36947876,
23,pixar001,run-01,splithalf-02,-0.3268892,,-0.23779488,,-0.07106217,,0.22964907,,-0.5414566,,0.048835598,
24,pixar001,run-01,splithalf-02,1.5774286,,-0.20574069,,1.0827045,,1.9349165,,-0.010709596,,0.56588423,
25,pixar001,run-01,splithalf-02,0.06222891,,0.7480403,,1.0721369,,0.20536332,,0.8175775,,0.42696667,
26,pixar001,run-01,splithalf-02,0.883224,,1.2681265,,0.87445736,,1.0868814,,1.2171052,,0.69550306,
27,pixar001,run-01,splithalf-02,-0.60688055,,0.40904516,,-0.7058944,,1.1641397,,-0.07432769,,1.1559776,
28,pixar001,run-01,splithalf-02,-0.4298637,,-0.010027182,,-0.82371294,,0.40574574,,-0.4731195,,0.49089837,
29,pixar001,run-01,splithalf-02,0.6297512,,-0.13829932,,-2.3772595,,-0.15975966,,-0.058008373,,0.1219459,
30,pixar001,run-01,splithalf-02,0.103848085,,-0.56473696,,-1.3386024,,-0.047314744,,-0.32072374,,-0.4493466,
31,pixar001,run-01,splithalf-02,0.10115002,,1.2553248,,-0.19556038,,-1.0681244,,1.3771852,,-0.44418454,
32,pixar001,run-01,splithalf-02,1.1383559,,-0.5006556,,0.21846156,,0.9558519,,0.29728445,,1.111673,
33,pixar001,run-01,splithalf-02,1.1812468,,-0.51293737,,0.3759939,,0.5762483,,0.23259456,,0.5059577,
34,pixar001,run-01,splithalf-02,0.56848735,,-0.31665087,,0.47103518,,0.7386617,,-0.11028854,,0.085261285,
35,pixar001,run-01,splithalf-02,1.0606339,,-0.0311355,,-0.4088355,,0.24906461,,-1.0261878,,0.66804284,
36,pixar001,run-01,splithalf-02,1.0298903,,0.13121498,,-0.8193151,,1.2010186,,-1.3854088,,1.8265129,
37,pixar001,run-01,splithalf-02,0.7620535,,1.6194919,,0.94578993,,0.78028053,,0.8610252,,0.7749046,
38,pixar001,run-01,splithalf-02,0.83741015,,0.7404648,,1.8910587,,1.577574,,0.7317417,,0.80350304,
39,pixar001,run-01,splithalf-02,0.2089487,,-0.56073534,,0.32885942,,0.011167278,,-1.1078085,,-0.20149854,
40,pixar001,run-01,splithalf-02,-0.6214088,,-0.8827543,,-0.8761687,,-0.93309087,,-1.2135557,,-0.61700916,
41,pixar001,run-01,splithalf-02,-1.2569925,,-1.3708912,,-0.96674955,,-1.6982663,,-0.6407262,,-1.6162258,
42,pixar001,run-01,splithalf-02,-1.6181256,,-0.5958368,,-0.82135373,,-1.4045757,,-0.38249898,,-1.5415114,
43,pixar001,run-01,splithalf-02,-1.9497551,,-0.05288768,,-1.3476036,,-1.2815349,,0.44851875,,-0.79000294,
44,pixar001,run-01,splithalf-02,-1.0463703,,0.27230057,,-0.71919835,,-1.1681607,,0.56546396,,-0.6904111,
45,pixar001,run-01,splithalf-02,0.005245042,,-0.1474963,,-1.1246237,,-0.16094203,,0.27783713,,-0.10508852,
46,pixar001,run-01,splithalf-02,-0.21154754,,-0.5942561,,-0.52451974,,-0.15158972,,-0.64202285,,-0.14640242,
47,pixar001,run-01,splithalf-02,-0.02894738,,-0.9697174,,-0.2771001,,-0.10062285,,-0.96934336,,0.012831586,
48,pixar001,run-01,splithalf-02,-0.15092963,,-0.12606707,,0.43817502,,0.33546978,,-0.24754067,,-0.01979385,
49,pixar001,run-01,splithalf-02,-0.2345917,,0.04221231,,1.0314105,,0.26787883,,-0.9190897,,0.41525382,
50,pixar001,run-01,splithalf-02,0.4175507,,-0.08598981,,1.3256938,,1.0439078,,-0.51314604,,0.51099634,
51,pixar001,run-01,splithalf-02,0.62225866,,0.27896842,,1.4768825,,0.83344567,,-0.26253775,,0.7853638,
52,pixar001,run-01,splithalf-02,0.3221059,,0.20816843,,0.6170975,,0.8248523,,-0.13316807,,0.031344496,
53,pixar001,run-01,splithalf-02,-0.20867038,,-0.16558674,,-0.6391806,,-0.51935625,,-0.10722438,,-0.69602984,
54,pixar001,run-01,splithalf-02,-0.59556293,,0.22737487,,-0.32928416,,-0.83269054,,-0.20153737,,-0.5386113,
55,pixar001,run-01,splithalf-02,-0.51420975,,-0.066196404,,-0.3651413,,-1.1982615,,-1.0731739,,-0.2564528,
56,pixar001,run-01,splithalf-02,0.0059090196,,0.3943924,,0.22776008,,-0.94448006,,-0.30597404,,-0.025438007,
57,pixar001,run-01,splithalf-02,-0.6698874,,-1.0303793,,0.13033769,,-1.0463663,,-0.40638524,,-1.068239,
58,pixar001,run-01,splithalf-02,-0.5917778,,-0.48051643,,0.6849063,,-0.44377995,,0.4409451,,-0.12692891,
59,pixar001,run-01,splithalf-02,0.18993673,,0.1622769,,0.3898796,,-0.12079147,,0.78429806,,0.65398157,
60,pixar001,run-01,splithalf-02,0.40766534,,0.087940305,,0.84428155,,0.43509054,,0.108987644,,0.64065915,
61,pixar001,run-01,splithalf-02,1.0000826,,1.0283067,,1.2017345,,1.3323978,,0.13937469,,0.6139419,
62,pixar001,run-01,splithalf-02,0.7483175,,0.80920756,,0.39156982,,0.5652274,,0.01774117,,0.11952116,
63,pixar001,run-01,splithalf-02,0.60357827,,0.53510565,,-0.039408136,,0.3745446,,0.83732444,,0.054166425,
64,pixar001,run-01,splithalf-02,0.1432457,,0.05939555,,0.08339797,,0.59839857,,1.0235174,,0.1321281,
65,pixar001,run-01,splithalf-02,1.2918075,,0.9258915,,0.24061522,,0.86356604,,0.91837674,,0.129218,
66,pixar001,run-01,splithalf-02,0.689308,,0.70801985,,0.9626959,,0.7825337,,1.7041527,,0.68131024,
67,pixar001,run-01,splithalf-02,-0.5618437,,0.093849696,,0.25770813,,0.74057424,,0.69822586,,-0.42758808,
68,pixar001,run-01,splithalf-02,-0.4260695,,-0.59512997,,0.18573776,,-0.3171327,,0.111148044,,-0.38444382,
69,pixar001,run-01,splithalf-02,-0.02009936,,-0.67302305,,0.21190353,,0.58884317,,0.031006271,,-0.82533646,
70,pixar001,run-01,splithalf-02,-0.6123325,,-0.32276255,,-0.33837387,,0.17949529,,-0.44628692,,-0.53013676,
71,pixar001,run-01,splithalf-02,-0.006694585,,1.5823147,,-0.3326115,,-0.36467215,,0.041558076,,0.18164419,
72,pixar001,run-01,splithalf-02,0.4477163,,1.0897624,,0.8230909,,0.059825104,,0.6732768,,0.58462775,
73,pixar001,run-01,splithalf-02,0.39025116,,-0.37894756,,0.58650446,,0.7400022,,0.09671449,,-0.18607172,
74,pixar001,run-01,splithalf-02,-0.14449602,,-0.07393353,,0.96566266,,0.064344086,,-0.17665507,,-0.3139697,
75,pixar001,run-01,splithalf-02,-1.0903769,,0.66285723,,0.22011599,,-0.957602,,0.50502026,,-0.96265507,
76,pixar001,run-01,splithalf-02,-0.70276374,,0.35018617,,0.8575486,,-0.4508443,,0.5808617,,-0.29353482,
77,pixar001,run-01,splithalf-02,1.1006931,,2.1157384,,1.5825402,,-0.121576406,,1.909383,,-0.27193904,
78,pixar001,run-01,splithalf-02,1.1189898,,1.839888,,0.7777991,,-0.049105622,,2.3232663,,0.5253724,
79,pixar001,run-01,splithalf-02,0.7180104,,0.027547795,,-1.0729806,,0.73789775,,0.53341705,,0.8772529,
80,pixar001,run-01,splithalf-02,-1.43979,,-0.83201045,,-0.922221,,-1.3201768,,0.47436962,,-1.1165874,
81,pixar001,run-01,splithalf-02,-1.8980519,,-0.75156707,,0.5947989,,-0.90697736,,-0.8172323,,-0.5134902,
0,pixar002,run-01,splithalf-01,,,,,,,,,,,,
1,pixar002,run-01,splithalf-01,,,,,,,,,,,,
2,pixar002,run-01,splithalf-01,,,,,,,,,,,,
3,pixar002,run-01,splithalf-01,,,,,,,,,,,,
4,pixar002,run-01,splithalf-01,,-0.5252928,,-2.1441522,,1.0617634,,-0.91935366,,-1.1349379,,-1.9121853
5,pixar002,run-01,splithalf-01,,,,,,,,,,,,
6,pixar002,run-01,splithalf-01,,-2.208618,,-2.0958104,,-1.6166422,,-1.210308,,-2.5529487,,-1.1054494
7,pixar002,run-01,splithalf-01,,-0.2726137,,0.16264941,,0.09299985,,-0.61452454,,-0.4804469,,0.5919831
8,pixar002,run-01,splithalf-01,,-0.5596516,,-0.97541696,,-0.9092857,,-1.2674444,,-1.292093,,-0.77398145
9,pixar002,run-01,splithalf-01,,-0.5762991,,-1.1255833,,-0.40512624,,-1.3236084,,-1.8466146,,-0.90278596
10,pixar002,run-01,splithalf-01,,0.33929506,,0.6432408,,0.79650533,,0.018756771,,0.93187267,,0.021914538
11,pixar002,run-01,splithalf-01,,0.25019163,,0.13619292,,0.08314812,,0.8902334,,0.21062963,,0.6504196
12,pixar002,run-01,splithalf-01,,0.3328265,,-0.69806856,,-0.5353372,,0.07880574,,-0.09194227,,-0.5050191
13,pixar002,run-01,splithalf-01,,1.4780484,,-0.19815104,,0.34221894,,-0.3220102,,-0.1687033,,0.07139766
14,pixar002,run-01,splithalf-01,,-1.3223591,,0.47063333,,-0.30173916,,-1.4083071,,-0.48116332,,-0.90730363
15,pixar002,run-01,splithalf-01,,-0.63809913,,0.04562095,,-0.037831835,,0.011961448,,0.4332901,,-0.6627906
16,pixar002,run-01,splithalf-01,,-1.0213318,,-2.7355895,,-1.9965639,,-0.86332095,,-1.4865755,,-1.204418
17,pixar002,run-01,splithalf-01,,-0.4495627,,-0.7966181,,-1.1458099,,-1.4172032,,-1.2265986,,-1.642849
18,pixar002,run-01,splithalf-01,,0.5288457,,-0.49570972,,0.1723845,,-0.68068373,,-0.38010988,,-0.20609935
19,pixar002,run-01,splithalf-01,,,,,,,,,,,,
20,pixar002,run-01,splithalf-01,,-2.0321736,,-0.123602845,,0.05330187,,-0.09102337,,-0.33459535,,0.6322882
21,pixar002,run-01,splithalf-01,,-0.855972,,-0.5579064,,-0.3454408,,-0.058323383,,-0.47904697,,0.9386099
22,pixar002,run-01,splithalf-01,,0.036928184,,1.0708456,,-0.25070286,,0.14447145,,0.36396375,,0.3367877
23,pixar002,run-01,splithalf-01,,-0.30957818,,-0.047599606,,-1.020028,,-0.26905176,,-0.14775823,,-0.6677275
24,pixar002,run-01,splithalf-01,,0.35755426,,-0.20554204,,-0.56703776,,-0.5788759,,-0.6634713,,-0.3115666
25,pixar002,run-01,splithalf-01,,0.122139074,,0.21294785,,-0.11898433,,-0.15693,,-0.12609494,,-0.6054557
26,pixar002,run-01,splithalf-01,,0.3976794,,0.26770312,,0.2520592,,0.11421752,,0.17885216,,-0.5575309
27,pixar002,run-01,splithalf-01,,0.012809415,,0.50048965,,-0.17424536,,0.03794353,,0.10771251,,-0.069469966
28,pixar002,run-01,splithalf-01,,0.5385207,,-0.17107897,,0.10851512,,-0.9776615,,-0.9539734,,-0.63415855
29,pixar002,run-01,splithalf-01,,-0.23987417,,-0.9675627,,-0.32005468,,0.039604288,,0.024468904,,-0.23570386
30,pixar002,run-01,splithalf-01,,,,,,,,,,,,
31,pixar002,run-01,splithalf-01,,,,,,,,,,,,
32,pixar002,run-01,splithalf-01,,-0.30926338,,-2.039104,,-0.11143652,,-1.0630295,,-2.1043513,,-2.0496998
33,pixar002,run-01,splithalf-01,,-0.13391909,,-0.25361252,,-0.6901966,,-0.18678704,,-0.38795123,,-0.52663195
34,pixar002,run-01,splithalf-01,,-0.5371826,,-0.24472909,,-0.03190704,,0.2940347,,0.03372797,,-0.49260646
35,pixar002,run-01,splithalf-01,,-0.5246123,,-0.0088639995,,0.15450846,,-0.2347194,,0.22008833,,-0.0006128669
36,pixar002,run-01,splithalf-01,,0.5000075,,0.58638823,,-0.021582846,,0.0002903793,,1.3674519,,0.36131695
37,pixar002,run-01,splithalf-01,,-1.2651908,,0.7175969,,0.19718996,,-0.47373262,,0.16937177,,0.17663993
38,pixar002,run-01,splithalf-01,,0.72567517,,0.122864485,,-0.077550784,,-0.5908796,,-0.29260993,,0.3894249
39,pixar002,run-01,splithalf-01,,0.5493938,,-0.114084005,,0.13675702,,0.2632938,,0.18822886,,-0.17957255
40,pixar002,run-01,splithalf-01,,0.157927,,-0.49759454,,0.3497494,,0.088837564,,0.17261979,,-0.4120397
41,pixar002,run-01,splithalf-01,,0.31886876,,0.1338361,,-0.28196684,,-0.119075894,,0.3330327,,0.09586209
42,pixar002,run-01,splithalf-01,,-0.03549388,,-0.18951894,,0.4433941,,-0.8321209,,-0.34320778,,0.62429667
43,pixar002,run-01,splithalf-01,,0.39715904,,0.21330257,,0.529845,,-0.4564889,,-0.26681662,,-0.16784859
44,pixar002,run-01,splithalf-01,,0.13842523,,0.26174378,,0.68858373,,-0.43212748,,0.04127001,,-0.38695392
45,pixar002,run-01,splithalf-01,,0.27029407,,0.9434268,,0.35376883,,0.2784364,,0.39527422,,0.13416111
46,pixar002,run-01,splithalf-01,,0.5019187,,-0.572117,,-0.22759649,,-0.0044075577,,-0.58916426,,0.2088794
47,pixar002,run-01,splithalf-01,,0.48341927,,0.56301343,,0.5259837,,0.2430931,,0.28975457,,-0.24604797
48,pixar002,run-01,splithalf-01,,-0.6619224,,0.21788009,,1.3130693,,-0.36825842,,0.03224718,,0.9715441
49,pixar002,run-01,splithalf-01,,0.8348524,,-0.3533853,,0.19098803,,0.22576542,,-0.4326729,,-0.31111547
50,pixar002,run-01,splithalf-01,,1.1110302,,0.5995449,,0.20513542,,0.25381595,,0.27369428,,-0.102187976
51,pixar002,run-01,splithalf-01,,-0.06329197,,-0.0997527,,0.1710461,,-1.0277255,,-0.3054784,,0.18177065
52,pixar002,run-01,splithalf-01,,0.42635125,,0.64666176,,1.0624324,,-0.32974765,,-0.17578307,,-0.43395615
53,pixar002,run-01,splithalf-01,,1.0740856,,0.4837621,,0.5394848,,0.5835657,,0.5365884,,0.186925
54,pixar002,run-01,splithalf-01,,0.8966425,,-0.07736637,,0.02910091,,0.42123717,,0.7010223,,0.3033073
55,pixar002,run-01,splithalf-01,,0.4666361,,0.5471303,,0.76369274,,-0.46424565,,-0.008165101,,-0.26970252
56,pixar002,run-01,splithalf-01,,0.06753349,,-0.099822834,,-0.15046933,,0.34539717,,0.6714981,,0.0061098575
57,pixar002,run-01,splithalf-01,,0.29864985,,0.21456388,,0.40406173,,0.21967635,,0.48549253,,0.28696793
58,pixar002,run-01,splithalf-01,,-0.21539374,,0.16422658,,0.45374876,,0.4628604,,0.5791571,,0.555876
59,pixar002,run-01,splithalf-01,,0.60991067,,0.07748284,,0.08807926,,0.29726845,,0.7379866,,1.0464494
60,pixar002,run-01,splithalf-01,,0.10554017,,0.43390283,,0.46378565,,0.596017,,0.5305294,,0.42332658
61,pixar002,run-01,splithalf-01,,0.41193762,,1.0554118,,1.2187874,,0.6135581,,0.72641915,,0.16160884
62,pixar002,run-01,splithalf-01,,0.6656743,,0.9205531,,1.0551594,,0.806948,,1.1677232,,0.76327884
