time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02
64,pixar131,run-01,splithalf-02,0.32089132,,0.25334087,
65,pixar131,run-01,splithalf-02,1.1502974,,1.0073397,
66,pixar131,run-01,splithalf-02,0.59123355,,0.57092994,
67,pixar131,run-01,splithalf-02,0.75404745,,1.2185482,
68,pixar131,run-01,splithalf-02,-0.022519995,,1.3336399,
69,pixar131,run-01,splithalf-02,-0.20606565,,0.4488522,
70,pixar131,run-01,splithalf-02,0.93701994,,1.5518486,
71,pixar131,run-01,splithalf-02,0.8322077,,0.25209492,
72,pixar131,run-01,splithalf-02,1.3544791,,-0.18413451,
73,pixar131,run-01,splithalf-02,1.0907447,,0.18750446,
74,pixar131,run-01,splithalf-02,0.58919406,,1.414567,
75,pixar131,run-01,splithalf-02,0.46526757,,0.8246686,
76,pixar131,run-01,splithalf-02,0.18076253,,1.0827649,
77,pixar131,run-01,splithalf-02,0.80493623,,2.198423,
78,pixar131,run-01,splithalf-02,3.3427792,,1.0181816,
79,pixar131,run-01,splithalf-02,0.19712973,,-0.3917499,
80,pixar131,run-01,splithalf-02,0.37685993,,1.2544862,
81,pixar131,run-01,splithalf-02,0.40393502,,0.7004591,
0,pixar132,run-01,splithalf-01,,1.6785578,,0.19202718
1,pixar132,run-01,splithalf-01,,1.6341677,,0.022036383
2,pixar132,run-01,splithalf-01,,1.4687312,,-0.16324213
3,pixar132,run-01,splithalf-01,,0.8361622,,-0.47394085
4,pixar132,run-01,splithalf-01,,0.946455,,-0.38732928
5,pixar132,run-01,splithalf-01,,1.2319279,,-0.8269609
6,pixar132,run-01,splithalf-01,,1.1431332,,-0.64388365
7,pixar132,run-01,splithalf-01,,0.9390631,,-0.84628123
8,pixar132,run-01,splithalf-01,,0.8083873,,-0.7570113
9,pixar132,run-01,splithalf-01,,1.0785701,,-0.34732014
10,pixar132,run-01,splithalf-01,,1.386482,,0.34322476
11,pixar132,run-01,splithalf-01,,0.45328087,,-0.26355538
12,pixar132,run-01,splithalf-01,,0.6623026,,-0.03832506
13,pixar132,run-01,splithalf-01,,0.015430939,,-0.31264502
14,pixar132,run-01,splithalf-01,,-0.13672853,,-1.2907473
15,pixar132,run-01,splithalf-01,,-0.22790988,,-1.136153
16,pixar132,run-01,splithalf-01,,0.7243684,,-0.957531
17,pixar132,run-01,splithalf-01,,0.60183966,,-0.7700569
18,pixar132,run-01,splithalf-01,,0.57872975,,-0.27518308
19,pixar132,run-01,splithalf-01,,0.543493,,-0.28391564
20,pixar132,run-01,splithalf-01,,0.3602055,,-0.4354914
21,pixar132,run-01,splithalf-01,,0.931846,,0.25961742
22,pixar132,run-01,splithalf-01,,0.6129429,,0.4138504
23,pixar132,run-01,splithalf-01,,0.5305087,,-1.247184
24,pixar132,run-01,splithalf-01,,0.5975468,,-0.40424198
25,pixar132,run-01,splithalf-01,,0.108959,,-0.3954528
26,pixar132,run-01,splithalf-01,,-0.07920181,,-0.5107846
27,pixar132,run-01,splithalf-01,,-0.0002982393,,-0.0838908
28,pixar132,run-01,splithalf-01,,-0.47592872,,-0.33732623
29,pixar132,run-01,splithalf-01,,0.30451694,,-0.31918493
30,pixar132,run-01,splithalf-01,,0.069209166,,-0.16629325
31,pixar132,run-01,splithalf-01,,0.7598282,,0.47128353
32,pixar132,run-01,splithalf-01,,0.7837535,,0.33451384
33,pixar132,run-01,splithalf-01,,0.7069529,,0.32291502
34,pixar132,run-01,splithalf-01,,-0.16465488,,0.48836654
35,pixar132,run-01,splithalf-01,,-0.15440509,,-0.1898699
36,pixar132,run-01,splithalf-01,,0.14285176,,0.5094024
37,pixar132,run-01,splithalf-01,,-0.31031853,,0.59882116
38,pixar132,run-01,splithalf-01,,-0.96294165,,0.5713108
39,pixar132,run-01,splithalf-01,,-0.3074717,,-0.29599017
40,pixar132,run-01,splithalf-01,,-0.32794914,,-0.20755073
41,pixar132,run-01,splithalf-01,,0.1886424,,0.41488615
42,pixar132,run-01,splithalf-01,,-0.32881632,,0.22715223
43,pixar132,run-01,splithalf-01,,-0.36356091,,-0.020172069
44,pixar132,run-01,splithalf-01,,0.14544208,,-0.3752955
45,pixar132,run-01,splithalf-01,,0.22478512,,0.5227488
46,pixar132,run-01,splithalf-01,,-0.15036617,,0.22080171
47,pixar132,run-01,splithalf-01,,-0.048519593,,0.07187016
48,pixar132,run-01,splithalf-01,,-0.3310953,,-0.0021600723
49,pixar132,run-01,splithalf-01,,-0.55944186,,0.62578654
50,pixar132,run-01,splithalf-01,,-0.85053253,,0.57484376
51,pixar132,run-01,splithalf-01,,-0.97392654,,-0.17211656
52,pixar132,run-01,splithalf-01,,-0.7326474,,-0.046166528
53,pixar132,run-01,splithalf-01,,-0.51058567,,0.39970544
54,pixar132,run-01,splithalf-01,,-0.24168101,,0.26860064
55,pixar132,run-01,splithalf-01,,-0.2766549,,0.16724327
56,pixar132,run-01,splithalf-01,,-0.1874375,,0.7929657
57,pixar132,run-01,splithalf-01,,-0.2046059,,0.9056059
58,pixar132,run-01,splithalf-01,,-0.3355977,,1.0204079
59,pixar132,run-01,splithalf-01,,0.05310412,,0.58041954
60,pixar132,run-01,splithalf-01,,0.14018187,,0.22409904
61,pixar132,run-01,splithalf-01,,-0.4790224,,0.3888015
62,pixar132,run-01,splithalf-01,,-0.7329158,,0.28552097
63,pixar132,run-01,splithalf-01,,-0.9139579,,0.2775094
64,pixar132,run-01,splithalf-01,,-0.7536925,,-0.07857713
65,pixar132,run-01,splithalf-01,,-0.48149005,,-0.16120215
66,pixar132,run-01,splithalf-01,,-1.1060168,,-0.113279544
67,pixar132,run-01,splithalf-01,,-0.86090803,,0.21340458
68,pixar132,run-01,splithalf-01,,-0.23951678,,0.2707513
69,pixar132,run-01,splithalf-01,,-0.101951934,,0.33380705
70,pixar132,run-01,splithalf-01,,-0.3636157,,0.4577252
71,pixar132,run-01,splithalf-01,,-0.9913956,,-0.3308211
72,pixar132,run-01,splithalf-01,,-1.3956794,,0.17355469
73,pixar132,run-01,splithalf-01,,-1.381656,,0.15409411
74,pixar132,run-01,splithalf-01,,-0.8751623,,0.076935224
75,pixar132,run-01,splithalf-01,,-1.3494904,,0.025385713
76,pixar132,run-01,splithalf-01,,-0.33060223,,0.09694394
77,pixar132,run-01,splithalf-01,,-0.14252189,,0.37668195
78,pixar132,run-01,splithalf-01,,0.0010875448,,0.37838632
79,pixar132,run-01,splithalf-01,,-0.28378704,,0.124199174
80,pixar132,run-01,splithalf-01,,-0.7829645,,0.4194079
81,pixar132,run-01,splithalf-01,,-0.58362436,,0.06966512
0,pixar132,run-01,splithalf-02,-0.45681268,,-0.9581582,
1,pixar132,run-01,splithalf-02,0.071149684,,0.05827046,
2,pixar132,run-01,splithalf-02,0.72135717,,0.12186863,
3,pixar132,run-01,splithalf-02,0.72990364,,0.09476915,
4,pixar132,run-01,splithalf-02,-0.49270326,,-0.58608323,
5,pixar132,run-01,splithalf-02,0.63146055,,0.10678738,
6,pixar132,run-01,splithalf-02,0.3289791,,0.23345749,
7,pixar132,run-01,splithalf-02,0.6748668,,-0.010921118,
8,pixar132,run-01,splithalf-02,0.38179222,,-0.5221108,
9,pixar132,run-01,splithalf-02,0.015641054,,-0.6672408,
10,pixar132,run-01,splithalf-02,0.60326016,,-0.38355207,
11,pixar132,run-01,splithalf-02,-0.14760725,,-0.56045806,
12,pixar132,run-01,splithalf-02,-0.4633173,,-0.60043955,
13,pixar132,run-01,splithalf-02,-0.887829,,0.04176581,
14,pixar132,run-01,splithalf-02,-0.82633334,,-0.06534465,
15,pixar132,run-01,splithalf-02,-1.8585724,,-0.08913482,
16,pixar132,run-01,splithalf-02,-1.1899459,,0.14783321,
17,pixar132,run-01,splithalf-02,-0.35567835,,0.027192589,
18,pixar132,run-01,splithalf-02,-0.42852417,,-0.4521173,
19,pixar132,run-01,splithalf-02,0.5685259,,0.47734562,
20,pixar132,run-01,splithalf-02,0.036634058,,-0.16663203,
21,pixar132,run-01,splithalf-02,0.1769665,,-0.09079996,
22,pixar132,run-01,splithalf-02,0.986796,,0.7088017,
23,pixar132,run-01,splithalf-02,0.48089275,,-0.34073514,
24,pixar132,run-01,splithalf-02,-0.090019904,,0.6965493,
25,pixar132,run-01,splithalf-02,-0.25102878,,-0.21595125,
26,pixar132,run-01,splithalf-02,0.023531519,,-0.4142754,
27,pixar132,run-01,splithalf-02,0.44528207,,-0.3788575,
28,pixar132,run-01,splithalf-02,0.76479757,,-0.66054857,
29,pixar132,run-01,splithalf-02,0.67860574,,0.0556312,
30,pixar132,run-01,splithalf-02,1.0522432,,0.31395,
31,pixar132,run-01,splithalf-02,0.76390505,,0.2782591,
32,pixar132,run-01,splithalf-02,1.0673211,,0.3250919,
33,pixar132,run-01,splithalf-02,1.1979064,,0.49561834,
34,pixar132,run-01,splithalf-02,0.75344354,,-0.114238486,
35,pixar132,run-01,splithalf-02,-0.032701503,,0.49133387,
36,pixar132,run-01,splithalf-02,0.43879429,,0.39505228,
37,pixar132,run-01,splithalf-02,0.2919647,,1.0395651,
38,pixar132,run-01,splithalf-02,-0.15283325,,0.60849917,
39,pixar132,run-01,splithalf-02,-0.121265054,,0.11502816,
40,pixar132,run-01,splithalf-02,0.037506305,,0.2615382,
41,pixar132,run-01,splithalf-02,0.7481743,,-0.2910896,
42,pixar132,run-01,splithalf-02,0.48063287,,-0.42750725,
43,pixar132,run-01,splithalf-02,-0.28066987,,-0.7307861,
44,pixar132,run-01,splithalf-02,0.12794074,,0.0716864,
45,pixar132,run-01,splithalf-02,0.58960783,,0.36105496,
46,pixar132,run-01,splithalf-02,0.8024825,,-0.033740528,
47,pixar132,run-01,splithalf-02,-0.097770356,,-0.18734244,
48,pixar132,run-01,splithalf-02,0.33061746,,0.32812795,
49,pixar132,run-01,splithalf-02,-0.08838892,,0.36844462,
50,pixar132,run-01,splithalf-02,-0.2858929,,-0.38842723,
51,pixar132,run-01,splithalf-02,0.06460097,,0.4534335,
52,pixar132,run-01,splithalf-02,0.68491244,,0.65992707,
53,pixar132,run-01,splithalf-02,1.1534225,,0.4862166,
54,pixar132,run-01,splithalf-02,1.2838963,,0.3545422,
55,pixar132,run-01,splithalf-02,0.0048095286,,-0.04137815,
56,pixar132,run-01,splithalf-02,-0.68744314,,-0.26008663,
57,pixar132,run-01,splithalf-02,-0.539348,,0.10171151,
58,pixar132,run-01,splithalf-02,-0.19324747,,0.03423848,
59,pixar132,run-01,splithalf-02,0.07962076,,-0.1193005,
60,pixar132,run-01,splithalf-02,-0.8769329,,-0.0573444,
61,pixar132,run-01,splithalf-02,-0.45924053,,-0.2815226,
62,pixar132,run-01,splithalf-02,-0.43258476,,-0.20239373,
63,pixar132,run-01,splithalf-02,0.3711369,,0.06788198,
64,pixar132,run-01,splithalf-02,0.09051795,,0.05673803,
65,pixar132,run-01,splithalf-02,0.67672145,,-0.32626313,
66,pixar132,run-01,splithalf-02,-0.69051486,,-0.8260666,
67,pixar132,run-01,splithalf-02,0.5407375,,0.49691424,
68,pixar132,run-01,splithalf-02,-0.100269295,,0.45801163,
69,pixar132,run-01,splithalf-02,0.111219846,,-0.22434354,
70,pixar132,run-01,splithalf-02,-0.16616146,,0.39836016,
71,pixar132,run-01,splithalf-02,0.3529534,,0.2452772,
72,pixar132,run-01,splithalf-02,-0.17081858,,-0.43192148,
73,pixar132,run-01,splithalf-02,-0.078510925,,-0.20569551,
74,pixar132,run-01,splithalf-02,-0.73697513,,-0.78641737,
75,pixar132,run-01,splithalf-02,-0.637431,,-0.4663852,
76,pixar132,run-01,splithalf-02,-0.6932931,,-0.29552072,
77,pixar132,run-01,splithalf-02,-1.1999903,,-0.048804738,
78,pixar132,run-01,splithalf-02,-1.4024065,,0.17504862,
79,pixar132,run-01,splithalf-02,-1.589821,,0.56724787,
80,pixar132,run-01,splithalf-02,-1.3657033,,0.7923992,
81,pixar132,run-01,splithalf-02,-1.8888562,,0.33854938,
0,pixar133,run-01,splithalf-01,,-1.0450447,,-1.3878802
1,pixar133,run-01,splithalf-01,,-0.54490423,,-1.2170048
2,pixar133,run-01,splithalf-01,,-1.2899492,,-1.3331963
3,pixar133,run-01,splithalf-01,,-0.9160107,,-1.5797355
4,pixar133,run-01,splithalf-01,,-0.94535446,,-1.8803352
5,pixar133,run-01,splithalf-01,,-1.2440872,,-1.5221691
6,pixar133,run-01,splithalf-01,,-0.6418033,,-1.6855377
7,pixar133,run-01,splithalf-01,,-0.67304385,,-1.3207983
8,pixar133,run-01,splithalf-01,,-0.23529086,,-0.55845785
9,pixar133,run-01,splithalf-01,,0.30505273,,-0.25016063
10,pixar133,run-01,splithalf-01,,-0.2973057,,-0.12095566
11,pixar133,run-01,splithalf-01,,0.20846209,,-0.05597965
12,pixar133,run-01,splithalf-01,,-0.15645075,,-0.83740026
13,pixar133,run-01,splithalf-01,,-0.42667842,,-0.47089458
14,pixar133,run-01,splithalf-01,,-0.6462122,,-0.41598234
15,pixar133,run-01,splithalf-01,,-0.7488153,,-0.734422
16,pixar133,run-01,splithalf-01,,-1.2019289,,-0.106440544
17,pixar133,run-01,splithalf-01,,-0.75283194,,-1.1276658
18,pixar133,run-01,splithalf-01,,-1.0303584,,-0.6173091
19,pixar133,run-01,splithalf-01,,-1.0352447,,-0.7797271
20,pixar133,run-01,splithalf-01,,-0.1697509,,-0.19915202
21,pixar133,run-01,splithalf-01,,-0.65864545,,-0.56558925
22,pixar133,run-01,splithalf-01,,-0.774116,,-0.61676216
23,pixar133,run-01,splithalf-01,,-0.59907115,,-0.38487205
24,pixar133,run-01,splithalf-01,,-0.35709983,,-0.46748438
25,pixar133,run-01,splithalf-01,,-0.47715092,,-0.47865137
26,pixar133,run-01,splithalf-01,,-0.39070752,,-0.4750147
27,pixar133,run-01,splithalf-01,,-0.60669386,,-0.9984069
28,pixar133,run-01,splithalf-01,,-0.9183216,,-0.885563
29,pixar133,run-01,splithalf-01,,-0.81821126,,-0.9806449
30,pixar133,run-01,splithalf-01,,-0.23242998,,-0.3878923
31,pixar133,run-01,splithalf-01,,-0.1376705,,0.111766025
32,pixar133,run-01,splithalf-01,,-0.22652264,,0.039809376
33,pixar133,run-01,splithalf-01,,-0.109717466,,0.0008673072
34,pixar133,run-01,splithalf-01,,-0.17947736,,0.13306424
35,pixar133,run-01,splithalf-01,,-0.49737453,,0.4447996
36,pixar133,run-01,splithalf-01,,-0.4696742,,0.109387994
37,pixar133,run-01,splithalf-01,,-0.39879882,,-0.28865778
38,pixar133,run-01,splithalf-01,,-0.34265536,,0.15881562
39,pixar133,run-01,splithalf-01,,0.11198916,,0.23396602
40,pixar133,run-01,splithalf-01,,0.027773986,,0.26811916
41,pixar133,run-01,splithalf-01,,-0.36818528,,0.33976728
42,pixar133,run-01,splithalf-01,,-0.25408036,,0.27945802
43,pixar133,run-01,splithalf-01,,0.25973123,,0.2832511
44,pixar133,run-01,splithalf-01,,0.3940571,,0.25847474
45,pixar133,run-01,splithalf-01,,0.4547382,,0.4026946
46,pixar133,run-01,splithalf-01,,-0.016150326,,0.47595987
47,pixar133,run-01,splithalf-01,,0.13562803,,0.4341653
48,pixar133,run-01,splithalf-01,,0.35613787,,0.28289756
49,pixar133,run-01,splithalf-01,,1.0199407,,-0.24193272
50,pixar133,run-01,splithalf-01,,0.24956295,,0.15323463
51,pixar133,run-01,splithalf-01,,0.4728776,,0.25923258
52,pixar133,run-01,splithalf-01,,-0.083863094,,-0.29687056
53,pixar133,run-01,splithalf-01,,0.18600048,,0.9068384
54,pixar133,run-01,splithalf-01,,0.42704648,,0.80015314
55,pixar133,run-01,splithalf-01,,0.51616395,,-0.2293971
56,pixar133,run-01,splithalf-01,,0.19300668,,0.10937576
57,pixar133,run-01,splithalf-01,,0.4325297,,0.68410385
58,pixar133,run-01,splithalf-01,,0.87779653,,0.5017675
59,pixar133,run-01,splithalf-01,,0.9884159,,0.27495775
60,pixar133,run-01,splithalf-01,,0.33408245,,0.90393907
61,pixar133,run-01,splithalf-01,,0.00042494683,,0.655588
62,pixar133,run-01,splithalf-01,,0.11170687,,0.8360926
63,pixar133,run-01,splithalf-01,,0.14755,,0.39416927
64,pixar133,run-01,splithalf-01,,0.4535896,,0.6325148
65,pixar133,run-01,splithalf-01,,0.87058985,,1.1951349
66,pixar133,run-01,splithalf-01,,0.9699348,,0.62772316
67,pixar133,run-01,splithalf-01,,0.56211966,,0.95669794
68,pixar133,run-01,splithalf-01,,1.241348,,0.5503467
69,pixar133,run-01,splithalf-01,,0.06652263,,0.8202778
70,pixar133,run-01,splithalf-01,,1.1263992,,0.30651084
71,pixar133,run-01,splithalf-01,,1.3346059,,0.6914767
72,pixar133,run-01,splithalf-01,,1.0508883,,0.6299948
73,pixar133,run-01,splithalf-01,,0.30021137,,0.93820477
74,pixar133,run-01,splithalf-01,,0.9645139,,1.018162
75,pixar133,run-01,splithalf-01,,0.5616367,,1.2391548
76,pixar133,run-01,splithalf-01,,0.32159415,,0.8972658
77,pixar133,run-01,splithalf-01,,0.6448676,,0.65539235
78,pixar133,run-01,splithalf-01,,0.7879118,,0.8538548
79,pixar133,run-01,splithalf-01,,1.182614,,1.0495113
80,pixar133,run-01,splithalf-01,,1.4030416,,0.72148025
81,pixar133,run-01,splithalf-01,,0.864658,,0.97860163
0,pixar133,run-01,splithalf-02,-0.30836803,,-1.2007725,
1,pixar133,run-01,splithalf-02,-0.32879904,,-1.1698507,
2,pixar133,run-01,splithalf-02,-0.56541884,,-0.43726134,
3,pixar133,run-01,splithalf-02,-1.5292424,,-1.0474207,
4,pixar133,run-01,splithalf-02,-0.7824135,,-0.9130286,
5,pixar133,run-01,splithalf-02,-0.05499693,,-1.0911679,
6,pixar133,run-01,splithalf-02,0.3744289,,-0.2333808,
7,pixar133,run-01,splithalf-02,-0.0922908,,-0.8383461,
8,pixar133,run-01,splithalf-02,-0.21090361,,-0.796924,
9,pixar133,run-01,splithalf-02,-1.6441971,,-1.043,
10,pixar133,run-01,splithalf-02,-1.6875765,,-1.4454794,
11,pixar133,run-01,splithalf-02,-1.3715694,,-1.2582245,
12,pixar133,run-01,splithalf-02,-0.48793325,,-1.5467199,
13,pixar133,run-01,splithalf-02,-0.9380331,,-0.72552526,
14,pixar133,run-01,splithalf-02,-1.2097199,,-0.99669343,
15,pixar133,run-01,splithalf-02,-1.0751115,,-0.7889937,
16,pixar133,run-01,splithalf-02,-1.138698,,-1.0652481,
17,pixar133,run-01,splithalf-02,0.6046114,,-1.080727,
18,pixar133,run-01,splithalf-02,0.24453911,,-0.5888672,
19,pixar133,run-01,splithalf-02,-0.18769738,,-0.88050365,
20,pixar133,run-01,splithalf-02,-1.0308766,,0.18592282,
21,pixar133,run-01,splithalf-02,-0.61237746,,-0.53035367,
22,pixar133,run-01,splithalf-02,-0.051842403,,-0.86919385,
23,pixar133,run-01,splithalf-02,-0.5665161,,-0.9090139,
24,pixar133,run-01,splithalf-02,-0.8155077,,-0.5843813,
25,pixar133,run-01,splithalf-02,-0.14595386,,0.120203696,
26,pixar133,run-01,splithalf-02,-0.08501594,,-0.5071413,
27,pixar133,run-01,splithalf-02,-0.30243453,,-0.81453705,
28,pixar133,run-01,splithalf-02,0.06366225,,-0.4887063,
29,pixar133,run-01,splithalf-02,0.25026757,,0.14196834,
30,pixar133,run-01,splithalf-02,0.3493753,,-0.15307441,
31,pixar133,run-01,splithalf-02,0.08344513,,0.15324111,
32,pixar133,run-01,splithalf-02,0.053719558,,-0.23750496,
33,pixar133,run-01,splithalf-02,-0.54651153,,-0.50434273,
34,pixar133,run-01,splithalf-02,-1.0055099,,0.05859866,
35,pixar133,run-01,splithalf-02,-0.62401927,,-0.424431,
36,pixar133,run-01,splithalf-02,1.0134957,,-0.03402125,
37,pixar133,run-01,splithalf-02,0.5435468,,-0.3063851,
38,pixar133,run-01,splithalf-02,-0.0781676,,-0.34874701,
39,pixar133,run-01,splithalf-02,0.9013748,,0.2157207,
40,pixar133,run-01,splithalf-02,0.07506535,,0.30593327,
41,pixar133,run-01,splithalf-02,0.18043497,,0.012435252,
42,pixar133,run-01,splithalf-02,0.32790455,,0.2556159,
43,pixar133,run-01,splithalf-02,0.8270273,,0.12692848,
44,pixar133,run-01,splithalf-02,0.6304883,,0.27582133,
45,pixar133,run-01,splithalf-02,0.123362936,,-0.0636935,
46,pixar133,run-01,splithalf-02,0.70650065,,0.50701624,
47,pixar133,run-01,splithalf-02,-0.011368947,,0.15128674,
48,pixar133,run-01,splithalf-02,-0.21906245,,-0.108818784,
49,pixar133,run-01,splithalf-02,-0.24255991,,-0.29739636,
50,pixar133,run-01,splithalf-02,-0.062775396,,0.29561743,
51,pixar133,run-01,splithalf-02,0.4499976,,0.6652051,
52,pixar133,run-01,splithalf-02,1.2563219,,0.35915098,
53,pixar133,run-01,splithalf-02,0.7007419,,0.72665155,
54,pixar133,run-01,splithalf-02,0.29164138,,0.23455366,
55,pixar133,run-01,splithalf-02,0.033243377,,0.5951594,
56,pixar133,run-01,splithalf-02,0.75511324,,0.23204389,
57,pixar133,run-01,splithalf-02,0.6938308,,0.22137515,
58,pixar133,run-01,splithalf-02,0.23813966,,1.1471839,
59,pixar133,run-01,splithalf-02,0.55732125,,0.41948628,
60,pixar133,run-01,splithalf-02,0.09807406,,0.95431197,
61,pixar133,run-01,splithalf-02,0.22185831,,0.97070426,
62,pixar133,run-01,splithalf-02,0.61100215,,1.0468109,
63,pixar133,run-01,splithalf-02,0.82094973,,0.9575221,
64,pixar133,run-01,splithalf-02,0.52294797,,1.2929916,
65,pixar133,run-01,splithalf-02,0.69090277,,1.3702574,
66,pixar133,run-01,splithalf-02,0.35462028,,1.0477679,
67,pixar133,run-01,splithalf-02,0.06513202,,0.72294223,
68,pixar133,run-01,splithalf-02,-0.046085276,,1.1110111,
69,pixar133,run-01,splithalf-02,0.5092734,,0.8742951,
70,pixar133,run-01,splithalf-02,0.45117703,,1.1562016,
71,pixar133,run-01,splithalf-02,0.17617042,,0.4696749,
72,pixar133,run-01,splithalf-02,-0.030275932,,0.56363946,
73,pixar133,run-01,splithalf-02,1.1530155,,0.80035114,
74,pixar133,run-01,splithalf-02,1.0183771,,0.8908123,
75,pixar133,run-01,splithalf-02,0.16869769,,0.8432619,
76,pixar133,run-01,splithalf-02,-0.03935359,,0.48138198,
77,pixar133,run-01,splithalf-02,0.39711487,,0.34113264,
78,pixar133,run-01,splithalf-02,-0.17427307,,1.1318811,
79,pixar133,run-01,splithalf-02,-0.3594294,,0.7624041,
80,pixar133,run-01,splithalf-02,0.9718579,,0.87651074,
81,pixar133,run-01,splithalf-02,0.10230758,,0.25711876,
0,pixar134,run-01,splithalf-01,,-0.20705502,,-1.5055554
1,pixar134,run-01,splithalf-01,,0.37431556,,-1.4386847
2,pixar134,run-01,splithalf-01,,0.6938858,,-0.8214472
3,pixar134,run-01,splithalf-01,,-0.7470912,,-1.355212
4,pixar134,run-01,splithalf-01,,-1.084667,,-1.8383648
5,pixar134,run-01,splithalf-01,,-0.15107355,,-1.7031816
6,pixar134,run-01,splithalf-01,,-1.9329649,,-1.676903
7,pixar134,run-01,splithalf-01,,-0.7558645,,-1.6930523
8,pixar134,run-01,splithalf-01,,,,
9,pixar134,run-01,splithalf-01,,-1.3877989,,-1.1188736
10,pixar134,run-01,splithalf-01,,-0.5725523,,-1.4403231
11,pixar134,run-01,splithalf-01,,-1.2499461,,-2.0310068
12,pixar134,run-01,splithalf-01,,0.01799559,,-1.7196858
13,pixar134,run-01,splithalf-01,,-0.32139093,,-1.5692482
14,pixar134,run-01,splithalf-01,,-0.094291106,,-1.3463585
15,pixar134,run-01,splithalf-01,,1.4434501,,-1.2796656
16,pixar134,run-01,splithalf-01,,-1.1806133,,-1.2856439
17,pixar134,run-01,splithalf-01,,-0.6467742,,-0.9690588
18,pixar134,run-01,splithalf-01,,-0.07998107,,-0.6372486
19,pixar134,run-01,splithalf-01,,-0.06389285,,-0.6126007
20,pixar134,run-01,splithalf-01,,-0.38616067,,-0.73550713
21,pixar134,run-01,splithalf-01,,-0.50663155,,-0.5666916
22,pixar134,run-01,splithalf-01,,-1.5807865,,-0.18928023
23,pixar134,run-01,splithalf-01,,-0.7935829,,-0.41525635
24,pixar134,run-01,splithalf-01,,-0.98928964,,0.19796067
25,pixar134,run-01,splithalf-01,,-0.982704,,0.011846679
26,pixar134,run-01,splithalf-01,,-0.3108642,,-0.4890205
27,pixar134,run-01,splithalf-01,,-1.1633685,,-1.1613282
28,pixar134,run-01,splithalf-01,,-1.3722233,,-1.0518299
29,pixar134,run-01,splithalf-01,,-1.2132095,,-0.5047232
30,pixar134,run-01,splithalf-01,,-1.31232,,0.19292864
31,pixar134,run-01,splithalf-01,,-0.06336026,,0.12295429
32,pixar134,run-01,splithalf-01,,-0.673952,,0.5744992
33,pixar134,run-01,splithalf-01,,-0.3380077,,0.72613204
34,pixar134,run-01,splithalf-01,,-0.35608178,,0.3823243
35,pixar134,run-01,splithalf-01,,-0.102022365,,0.24526401
36,pixar134,run-01,splithalf-01,,0.5933782,,0.50671595
37,pixar134,run-01,splithalf-01,,0.1632105,,0.4514162
38,pixar134,run-01,splithalf-01,,0.40590152,,0.7091773
39,pixar134,run-01,splithalf-01,,0.49948722,,0.47561646
40,pixar134,run-01,splithalf-01,,0.6721379,,0.5111096
41,pixar134,run-01,splithalf-01,,-0.032387905,,0.5187492
42,pixar134,run-01,splithalf-01,,0.74064064,,0.91403973
43,pixar134,run-01,splithalf-01,,0.10368854,,0.53970957
44,pixar134,run-01,splithalf-01,,-0.532564,,0.9728993
45,pixar134,run-01,splithalf-01,,0.652611,,0.56208974
46,pixar134,run-01,splithalf-01,,-0.06871791,,0.90934116
47,pixar134,run-01,splithalf-01,,-0.016243365,,0.44640237
48,pixar134,run-01,splithalf-01,,1.2025723,,0.57767326
49,pixar134,run-01,splithalf-01,,0.82153493,,0.6167177
50,pixar134,run-01,splithalf-01,,0.10867822,,0.61389256
51,pixar134,run-01,splithalf-01,,-0.09393279,,0.55052316
52,pixar134,run-01,splithalf-01,,0.68770707,,0.20648041
53,pixar134,run-01,splithalf-01,,-0.41973504,,0.41078204
54,pixar134,run-01,splithalf-01,,0.46714625,,0.51680404
55,pixar134,run-01,splithalf-01,,0.56868225,,0.4723032
56,pixar134,run-01,splithalf-01,,-0.38455796,,0.5505316
57,pixar134,run-01,splithalf-01,,0.87048674,,0.70888966
58,pixar134,run-01,splithalf-01,,1.3074585,,0.9362013
59,pixar134,run-01,splithalf-01,,1.968662,,0.28158268
60,pixar134,run-01,splithalf-01,,0.7587058,,0.75061095
61,pixar134,run-01,splithalf-01,,1.9251754,,0.2802498
62,pixar134,run-01,splithalf-01,,0.71606904,,0.33815077
63,pixar134,run-01,splithalf-01,,0.5750281,,0.7016996
64,pixar134,run-01,splithalf-01,,1.0482628,,0.90931547
65,pixar134,run-01,splithalf-01,,0.7090138,,0.84997857
66,pixar134,run-01,splithalf-01,,0.9197944,,0.81062925
67,pixar134,run-01,splithalf-01,,0.74690425,,1.1761959
68,pixar134,run-01,splithalf-01,,0.80857706,,0.96130407
69,pixar134,run-01,splithalf-01,,0.18546602,,0.7771252
70,pixar134,run-01,splithalf-01,,0.41254425,,0.5616772
71,pixar134,run-01,splithalf-01,,0.50587404,,0.963363
72,pixar134,run-01,splithalf-01,,0.34991246,,0.9882797
73,pixar134,run-01,splithalf-01,,-0.39865798,,1.200736
74,pixar134,run-01,splithalf-01,,-0.5382193,,0.77059484
75,pixar134,run-01,splithalf-01,,-0.40435654,,0.91456157
76,pixar134,run-01,splithalf-01,,0.14948091,,0.51634985
