time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02
46,pixar039,run-01,splithalf-02,-0.04615081,,0.28609553,
47,pixar039,run-01,splithalf-02,-0.04641696,,0.18091363,
48,pixar039,run-01,splithalf-02,0.42810702,,-0.17021362,
49,pixar039,run-01,splithalf-02,0.4939467,,-0.5399261,
50,pixar039,run-01,splithalf-02,0.06972775,,0.15246338,
51,pixar039,run-01,splithalf-02,-0.5997322,,0.23336776,
52,pixar039,run-01,splithalf-02,-0.001406087,,0.021119516,
53,pixar039,run-01,splithalf-02,-0.5518648,,0.42320937,
54,pixar039,run-01,splithalf-02,-0.6338908,,0.0777477,
55,pixar039,run-01,splithalf-02,0.06799384,,-0.5647003,
56,pixar039,run-01,splithalf-02,0.29332486,,-0.12915376,
57,pixar039,run-01,splithalf-02,0.19081329,,0.23622862,
58,pixar039,run-01,splithalf-02,0.43286124,,0.017442867,
59,pixar039,run-01,splithalf-02,-0.22408262,,0.4201718,
60,pixar039,run-01,splithalf-02,-0.02927112,,-0.013674553,
61,pixar039,run-01,splithalf-02,-0.29253626,,0.08903834,
62,pixar039,run-01,splithalf-02,1.6716175,,0.28634906,
63,pixar039,run-01,splithalf-02,0.27305016,,1.503801,
64,pixar039,run-01,splithalf-02,1.5059102,,0.2322534,
65,pixar039,run-01,splithalf-02,0.73241484,,0.30342075,
66,pixar039,run-01,splithalf-02,-0.360961,,0.64184624,
67,pixar039,run-01,splithalf-02,,,,
68,pixar039,run-01,splithalf-02,0.46930662,,0.55398476,
69,pixar039,run-01,splithalf-02,0.6647626,,0.012014255,
70,pixar039,run-01,splithalf-02,-0.41705552,,-0.46313295,
71,pixar039,run-01,splithalf-02,0.11951016,,-0.8228656,
72,pixar039,run-01,splithalf-02,0.43720502,,-0.16169935,
73,pixar039,run-01,splithalf-02,0.30195528,,-0.11282712,
74,pixar039,run-01,splithalf-02,1.514149,,0.9458252,
75,pixar039,run-01,splithalf-02,0.74767,,-0.27292645,
76,pixar039,run-01,splithalf-02,-0.97022897,,-0.58398557,
77,pixar039,run-01,splithalf-02,0.65395653,,-0.735407,
78,pixar039,run-01,splithalf-02,0.68986386,,-0.25606388,
79,pixar039,run-01,splithalf-02,-0.047274716,,-1.283527,
80,pixar039,run-01,splithalf-02,-0.74693763,,-2.040679,
81,pixar039,run-01,splithalf-02,,,,
0,pixar041,run-01,splithalf-01,,-1.2065867,,-1.8434861
1,pixar041,run-01,splithalf-01,,-2.270884,,-2.242803
2,pixar041,run-01,splithalf-01,,-0.6654541,,-0.6131774
3,pixar041,run-01,splithalf-01,,-0.710128,,-0.6167941
4,pixar041,run-01,splithalf-01,,-0.57811224,,-0.2034115
5,pixar041,run-01,splithalf-01,,-1.0535634,,-0.87295544
6,pixar041,run-01,splithalf-01,,-1.5198839,,-1.5084947
7,pixar041,run-01,splithalf-01,,-1.7984899,,-1.8512127
8,pixar041,run-01,splithalf-01,,-1.4633626,,-1.737513
9,pixar041,run-01,splithalf-01,,-1.3727447,,-1.5316337
10,pixar041,run-01,splithalf-01,,-0.59198684,,-0.7355366
11,pixar041,run-01,splithalf-01,,-0.5647408,,-0.70682824
12,pixar041,run-01,splithalf-01,,-0.8109373,,-1.1741297
13,pixar041,run-01,splithalf-01,,-1.3278242,,-1.0678017
14,pixar041,run-01,splithalf-01,,-1.1680434,,-1.655584
15,pixar041,run-01,splithalf-01,,-1.268562,,-2.00136
16,pixar041,run-01,splithalf-01,,-0.22175121,,-1.1560714
17,pixar041,run-01,splithalf-01,,-1.0840732,,-1.3999748
18,pixar041,run-01,splithalf-01,,-0.9839136,,-1.3205565
19,pixar041,run-01,splithalf-01,,-1.1327559,,-0.8794939
20,pixar041,run-01,splithalf-01,,-0.658088,,-0.7101464
21,pixar041,run-01,splithalf-01,,-0.44052744,,-0.72842467
22,pixar041,run-01,splithalf-01,,-0.00078783033,,-0.17762434
23,pixar041,run-01,splithalf-01,,-0.3919019,,-0.6217762
24,pixar041,run-01,splithalf-01,,-0.097679734,,-0.581061
25,pixar041,run-01,splithalf-01,,-0.05664568,,-0.23703082
26,pixar041,run-01,splithalf-01,,-0.008724795,,-0.37703574
27,pixar041,run-01,splithalf-01,,-0.32232404,,-0.06820505
28,pixar041,run-01,splithalf-01,,-0.34385896,,0.2293373
29,pixar041,run-01,splithalf-01,,-0.28190035,,-0.52457595
30,pixar041,run-01,splithalf-01,,-0.88040954,,-0.6229142
31,pixar041,run-01,splithalf-01,,-1.1209011,,-0.3449071
32,pixar041,run-01,splithalf-01,,-0.9536211,,-0.41261607
33,pixar041,run-01,splithalf-01,,-0.89233625,,-0.5892082
34,pixar041,run-01,splithalf-01,,-0.6218792,,-0.1347842
35,pixar041,run-01,splithalf-01,,-0.045679994,,0.03415693
36,pixar041,run-01,splithalf-01,,-0.3609535,,-0.2356381
37,pixar041,run-01,splithalf-01,,-0.41527957,,-0.263975
38,pixar041,run-01,splithalf-01,,0.031387474,,-0.15936808
39,pixar041,run-01,splithalf-01,,-0.43723893,,-0.4751753
40,pixar041,run-01,splithalf-01,,-0.34516078,,-0.27003518
41,pixar041,run-01,splithalf-01,,-0.041275263,,0.3745631
42,pixar041,run-01,splithalf-01,,-0.05987369,,0.22476172
43,pixar041,run-01,splithalf-01,,0.5107264,,0.2654667
44,pixar041,run-01,splithalf-01,,0.41158858,,-0.016291793
45,pixar041,run-01,splithalf-01,,0.5751079,,0.5558114
46,pixar041,run-01,splithalf-01,,-0.15790784,,0.18852642
47,pixar041,run-01,splithalf-01,,0.22885008,,0.4344198
48,pixar041,run-01,splithalf-01,,-0.0034627207,,0.11020921
49,pixar041,run-01,splithalf-01,,0.31987053,,0.59884894
50,pixar041,run-01,splithalf-01,,0.47262844,,0.71957743
51,pixar041,run-01,splithalf-01,,0.7319838,,0.41295195
52,pixar041,run-01,splithalf-01,,0.4122455,,0.38181573
53,pixar041,run-01,splithalf-01,,0.6714673,,0.6447083
54,pixar041,run-01,splithalf-01,,0.35238782,,0.28421488
55,pixar041,run-01,splithalf-01,,0.55288184,,0.7539119
56,pixar041,run-01,splithalf-01,,0.48388228,,0.5410245
57,pixar041,run-01,splithalf-01,,0.53411424,,0.5620227
58,pixar041,run-01,splithalf-01,,0.69975626,,0.25697255
59,pixar041,run-01,splithalf-01,,0.87799245,,0.9456132
60,pixar041,run-01,splithalf-01,,1.0027307,,0.9265827
61,pixar041,run-01,splithalf-01,,0.962447,,0.9026171
62,pixar041,run-01,splithalf-01,,1.1437795,,1.2672476
63,pixar041,run-01,splithalf-01,,0.63192606,,0.6433935
64,pixar041,run-01,splithalf-01,,0.89060193,,1.1822357
65,pixar041,run-01,splithalf-01,,0.36589035,,0.9051522
66,pixar041,run-01,splithalf-01,,1.0026331,,1.3192241
67,pixar041,run-01,splithalf-01,,1.3783706,,1.4301078
68,pixar041,run-01,splithalf-01,,1.042442,,0.95424986
69,pixar041,run-01,splithalf-01,,0.81380254,,0.87040234
70,pixar041,run-01,splithalf-01,,1.0379766,,1.082867
71,pixar041,run-01,splithalf-01,,1.011472,,1.2730913
72,pixar041,run-01,splithalf-01,,1.1584356,,1.1682755
73,pixar041,run-01,splithalf-01,,0.96188986,,1.2191036
74,pixar041,run-01,splithalf-01,,0.9486678,,0.7025956
75,pixar041,run-01,splithalf-01,,1.0954425,,0.8946023
76,pixar041,run-01,splithalf-01,,1.0642239,,0.9369999
77,pixar041,run-01,splithalf-01,,1.5176302,,1.1879755
78,pixar041,run-01,splithalf-01,,1.3400091,,0.9249021
79,pixar041,run-01,splithalf-01,,1.3164972,,1.6347271
80,pixar041,run-01,splithalf-01,,1.1623507,,1.458647
81,pixar041,run-01,splithalf-01,,1.0159426,,1.2657688
0,pixar041,run-01,splithalf-02,0.7453637,,-0.28412122,
1,pixar041,run-01,splithalf-02,-0.6098952,,-0.622815,
2,pixar041,run-01,splithalf-02,-0.32024282,,-1.6010602,
3,pixar041,run-01,splithalf-02,-0.22312872,,-0.81366366,
4,pixar041,run-01,splithalf-02,-0.59915364,,-0.50712776,
5,pixar041,run-01,splithalf-02,-0.26856223,,-0.057459902,
6,pixar041,run-01,splithalf-02,0.116333306,,0.058760542,
7,pixar041,run-01,splithalf-02,-0.35034686,,-0.55747586,
8,pixar041,run-01,splithalf-02,-0.7054547,,-0.75878793,
9,pixar041,run-01,splithalf-02,-0.4217267,,-0.11363773,
10,pixar041,run-01,splithalf-02,-0.42281303,,0.013281032,
11,pixar041,run-01,splithalf-02,0.82012004,,0.4808775,
12,pixar041,run-01,splithalf-02,-0.25543684,,-0.32313806,
13,pixar041,run-01,splithalf-02,-0.17622823,,-0.53034085,
14,pixar041,run-01,splithalf-02,-0.48294002,,0.043541517,
15,pixar041,run-01,splithalf-02,-0.5420191,,-0.1271422,
16,pixar041,run-01,splithalf-02,0.09868741,,-0.22877268,
17,pixar041,run-01,splithalf-02,-0.18327641,,-0.08677194,
18,pixar041,run-01,splithalf-02,-0.17123172,,0.38036782,
19,pixar041,run-01,splithalf-02,0.35936588,,0.05617881,
20,pixar041,run-01,splithalf-02,-0.23419711,,-0.49683896,
21,pixar041,run-01,splithalf-02,0.04485935,,0.19429632,
22,pixar041,run-01,splithalf-02,-0.2708457,,-0.8539505,
23,pixar041,run-01,splithalf-02,0.57536054,,-0.46104583,
24,pixar041,run-01,splithalf-02,-0.15022048,,-0.5839656,
25,pixar041,run-01,splithalf-02,0.3599824,,-0.6577903,
26,pixar041,run-01,splithalf-02,0.6353304,,0.3892603,
27,pixar041,run-01,splithalf-02,-0.14893731,,0.38983348,
28,pixar041,run-01,splithalf-02,-0.6992116,,0.17422105,
29,pixar041,run-01,splithalf-02,-0.9059367,,-0.36273414,
30,pixar041,run-01,splithalf-02,-0.8390142,,-0.80739915,
31,pixar041,run-01,splithalf-02,-0.4230743,,-0.49804258,
32,pixar041,run-01,splithalf-02,-0.71131,,-0.45161802,
33,pixar041,run-01,splithalf-02,0.609137,,0.57006794,
34,pixar041,run-01,splithalf-02,0.9477379,,0.3782027,
35,pixar041,run-01,splithalf-02,0.90524703,,0.90292376,
36,pixar041,run-01,splithalf-02,0.49536934,,0.75313437,
37,pixar041,run-01,splithalf-02,1.3336939,,-0.7452525,
38,pixar041,run-01,splithalf-02,0.9258424,,0.15646881,
39,pixar041,run-01,splithalf-02,-0.3709522,,0.3884017,
40,pixar041,run-01,splithalf-02,1.2798927,,-0.39420652,
41,pixar041,run-01,splithalf-02,-0.27627653,,-0.6851264,
42,pixar041,run-01,splithalf-02,-0.32829666,,-0.4183337,
43,pixar041,run-01,splithalf-02,-0.14955053,,-1.1872272,
44,pixar041,run-01,splithalf-02,0.5222815,,-0.79927623,
45,pixar041,run-01,splithalf-02,-0.28191954,,-0.4918653,
46,pixar041,run-01,splithalf-02,,,,
47,pixar041,run-01,splithalf-02,,,,
48,pixar041,run-01,splithalf-02,-0.47635013,,0.2081621,
49,pixar041,run-01,splithalf-02,0.69220364,,0.22998822,
50,pixar041,run-01,splithalf-02,0.2000638,,-0.15471096,
51,pixar041,run-01,splithalf-02,0.27867714,,0.41463217,
52,pixar041,run-01,splithalf-02,0.51773244,,-0.26236153,
53,pixar041,run-01,splithalf-02,0.42433533,,-0.15476045,
54,pixar041,run-01,splithalf-02,-0.33796182,,-0.040506136,
55,pixar041,run-01,splithalf-02,0.09465056,,0.5887183,
56,pixar041,run-01,splithalf-02,-0.017553031,,0.30451137,
57,pixar041,run-01,splithalf-02,0.6333206,,1.2875855,
58,pixar041,run-01,splithalf-02,0.23268199,,0.5239899,
59,pixar041,run-01,splithalf-02,-0.73225087,,-0.1209199,
60,pixar041,run-01,splithalf-02,-0.99115705,,0.14644033,
61,pixar041,run-01,splithalf-02,-0.2853211,,0.8061285,
62,pixar041,run-01,splithalf-02,0.6075573,,0.72631073,
63,pixar041,run-01,splithalf-02,-0.404643,,0.18879074,
64,pixar041,run-01,splithalf-02,0.488196,,-0.09043363,
65,pixar041,run-01,splithalf-02,0.48437184,,-0.32768327,
66,pixar041,run-01,splithalf-02,,,,
67,pixar041,run-01,splithalf-02,,,,
68,pixar041,run-01,splithalf-02,-0.18366118,,-0.60086614,
69,pixar041,run-01,splithalf-02,0.25974694,,0.009345567,
70,pixar041,run-01,splithalf-02,-0.049881496,,0.47310218,
71,pixar041,run-01,splithalf-02,-0.42448863,,-0.30642697,
72,pixar041,run-01,splithalf-02,-0.21930917,,0.03565485,
73,pixar041,run-01,splithalf-02,,,,
74,pixar041,run-01,splithalf-02,-1.1185355,,-0.10627655,
75,pixar041,run-01,splithalf-02,0.15802138,,0.42375144,
76,pixar041,run-01,splithalf-02,-0.67095387,,0.64258313,
77,pixar041,run-01,splithalf-02,1.6337074,,0.7602668,
78,pixar041,run-01,splithalf-02,1.0168692,,1.6340408,
79,pixar041,run-01,splithalf-02,1.3316373,,2.3627427,
80,pixar041,run-01,splithalf-02,-0.5770936,,1.418602,
81,pixar041,run-01,splithalf-02,-1.8166519,,0.15712614,
0,pixar042,run-01,splithalf-01,,-1.1048387,,0.10858955
1,pixar042,run-01,splithalf-01,,2.0498245,,-0.3436577
2,pixar042,run-01,splithalf-01,,1.717995,,1.4232728
3,pixar042,run-01,splithalf-01,,,,
4,pixar042,run-01,splithalf-01,,,,
5,pixar042,run-01,splithalf-01,,,,
6,pixar042,run-01,splithalf-01,,,,
7,pixar042,run-01,splithalf-01,,-1.6398453,,-0.2246407
8,pixar042,run-01,splithalf-01,,-0.45486003,,-0.376835
9,pixar042,run-01,splithalf-01,,-1.0074419,,-1.4628919
10,pixar042,run-01,splithalf-01,,-0.39894694,,-0.53987014
11,pixar042,run-01,splithalf-01,,0.05616802,,0.4488484
12,pixar042,run-01,splithalf-01,,-0.76585686,,-0.43340293
13,pixar042,run-01,splithalf-01,,-0.70716053,,-0.18680564
14,pixar042,run-01,splithalf-01,,-0.15199932,,0.7017191
15,pixar042,run-01,splithalf-01,,0.25917807,,-0.48161802
16,pixar042,run-01,splithalf-01,,-0.9245621,,-1.0297968
17,pixar042,run-01,splithalf-01,,-1.2643783,,-0.7522632
18,pixar042,run-01,splithalf-01,,-0.61434567,,-0.087048754
19,pixar042,run-01,splithalf-01,,-1.9570868,,-1.8993523
20,pixar042,run-01,splithalf-01,,-0.7011139,,-0.8132491
21,pixar042,run-01,splithalf-01,,-1.2887996,,-1.4709145
22,pixar042,run-01,splithalf-01,,-0.8445919,,-1.053998
23,pixar042,run-01,splithalf-01,,-1.1956676,,-0.8026158
24,pixar042,run-01,splithalf-01,,-1.4507545,,-0.95676076
25,pixar042,run-01,splithalf-01,,-0.18886933,,-0.31705612
26,pixar042,run-01,splithalf-01,,0.03599652,,0.555179
27,pixar042,run-01,splithalf-01,,-0.29928952,,1.1682395
28,pixar042,run-01,splithalf-01,,-0.19422162,,-0.58651483
29,pixar042,run-01,splithalf-01,,0.08322316,,-0.15414257
30,pixar042,run-01,splithalf-01,,0.4800578,,0.416962
31,pixar042,run-01,splithalf-01,,-0.46798897,,-0.320396
32,pixar042,run-01,splithalf-01,,-0.55826753,,-1.4839046
33,pixar042,run-01,splithalf-01,,-0.44500384,,-1.1961073
34,pixar042,run-01,splithalf-01,,-0.6478084,,-1.10678
35,pixar042,run-01,splithalf-01,,-0.9873991,,-1.565723
36,pixar042,run-01,splithalf-01,,-0.61088485,,-0.05905523
37,pixar042,run-01,splithalf-01,,-0.9736088,,-1.283969
38,pixar042,run-01,splithalf-01,,-0.49168617,,-1.058616
39,pixar042,run-01,splithalf-01,,-0.6138357,,-0.2750212
40,pixar042,run-01,splithalf-01,,0.17525558,,0.07194888
41,pixar042,run-01,splithalf-01,,0.3102319,,0.16144665
42,pixar042,run-01,splithalf-01,,0.003573224,,-0.34407765
43,pixar042,run-01,splithalf-01,,-0.3902144,,0.31898186
44,pixar042,run-01,splithalf-01,,-0.60018504,,-0.43422523
45,pixar042,run-01,splithalf-01,,-0.1703138,,-0.2514285
46,pixar042,run-01,splithalf-01,,0.46429086,,0.43623272
47,pixar042,run-01,splithalf-01,,0.11542551,,0.2657948
48,pixar042,run-01,splithalf-01,,0.4944048,,-0.1605289
49,pixar042,run-01,splithalf-01,,-0.093718156,,-0.4007307
50,pixar042,run-01,splithalf-01,,0.20445697,,0.5147023
51,pixar042,run-01,splithalf-01,,0.64602506,,0.104014896
52,pixar042,run-01,splithalf-01,,-0.19831726,,0.62793684
53,pixar042,run-01,splithalf-01,,0.24126562,,-0.029049646
54,pixar042,run-01,splithalf-01,,0.3033525,,0.41195995
55,pixar042,run-01,splithalf-01,,0.3493378,,-0.063937366
56,pixar042,run-01,splithalf-01,,0.6664782,,0.27393097
57,pixar042,run-01,splithalf-01,,-0.46761256,,0.6967627
58,pixar042,run-01,splithalf-01,,-0.07722205,,-0.19015542
59,pixar042,run-01,splithalf-01,,0.08827227,,-0.69527304
60,pixar042,run-01,splithalf-01,,0.19375777,,0.70091695
61,pixar042,run-01,splithalf-01,,0.02375062,,0.2219903
62,pixar042,run-01,splithalf-01,,-0.056167018,,-0.79286015
63,pixar042,run-01,splithalf-01,,0.8963027,,1.5107565
64,pixar042,run-01,splithalf-01,,0.6757232,,1.0268164
65,pixar042,run-01,splithalf-01,,0.7172061,,0.64943326
66,pixar042,run-01,splithalf-01,,0.25213224,,-0.5439294
67,pixar042,run-01,splithalf-01,,0.33367133,,0.7158829
68,pixar042,run-01,splithalf-01,,1.1700842,,1.4214518
69,pixar042,run-01,splithalf-01,,1.190406,,0.79658246
70,pixar042,run-01,splithalf-01,,1.4161017,,1.3240007
71,pixar042,run-01,splithalf-01,,1.2577006,,1.3213729
72,pixar042,run-01,splithalf-01,,1.424814,,0.82501745
73,pixar042,run-01,splithalf-01,,0.753188,,0.24204502
74,pixar042,run-01,splithalf-01,,0.8384622,,1.4554561
75,pixar042,run-01,splithalf-01,,1.0114336,,0.668029
76,pixar042,run-01,splithalf-01,,0.7490868,,0.8638705
77,pixar042,run-01,splithalf-01,,1.5418518,,1.6800549
78,pixar042,run-01,splithalf-01,,1.1974978,,0.75207293
79,pixar042,run-01,splithalf-01,,,,
80,pixar042,run-01,splithalf-01,,0.3991026,,0.5663763
81,pixar042,run-01,splithalf-01,,0.21761703,,0.7804736
0,pixar042,run-01,splithalf-02,0.33321565,,-0.53536147,
1,pixar042,run-01,splithalf-02,0.61095864,,0.04076887,
2,pixar042,run-01,splithalf-02,0.47621554,,-0.091689035,
3,pixar042,run-01,splithalf-02,0.34227937,,-0.85225713,
4,pixar042,run-01,splithalf-02,1.0280043,,-0.5978097,
5,pixar042,run-01,splithalf-02,1.1230516,,-0.11674359,
6,pixar042,run-01,splithalf-02,0.45822254,,-0.18946078,
7,pixar042,run-01,splithalf-02,0.013277751,,0.056671876,
8,pixar042,run-01,splithalf-02,-0.15393417,,0.24244705,
9,pixar042,run-01,splithalf-02,,,,
10,pixar042,run-01,splithalf-02,2.153197,,0.977071,
11,pixar042,run-01,splithalf-02,1.2645879,,0.647209,
12,pixar042,run-01,splithalf-02,1.0303972,,0.66633624,
13,pixar042,run-01,splithalf-02,0.1652556,,-0.8193655,
14,pixar042,run-01,splithalf-02,0.24324584,,-0.57233363,
15,pixar042,run-01,splithalf-02,0.40687433,,0.20773146,
16,pixar042,run-01,splithalf-02,0.7486025,,0.52763706,
17,pixar042,run-01,splithalf-02,1.2993386,,1.1326792,
18,pixar042,run-01,splithalf-02,0.3646462,,-0.5332718,
19,pixar042,run-01,splithalf-02,0.87607825,,0.57398075,
20,pixar042,run-01,splithalf-02,0.12158255,,-0.11041379,
21,pixar042,run-01,splithalf-02,,,,
22,pixar042,run-01,splithalf-02,1.5342424,,0.5553762,
23,pixar042,run-01,splithalf-02,1.3352169,,1.4329755,
24,pixar042,run-01,splithalf-02,,,,
25,pixar042,run-01,splithalf-02,,,,
26,pixar042,run-01,splithalf-02,0.7935834,,-1.1864023,
27,pixar042,run-01,splithalf-02,,,,
28,pixar042,run-01,splithalf-02,0.4821596,,-0.47813195,
29,pixar042,run-01,splithalf-02,-0.95277137,,0.22024843,
30,pixar042,run-01,splithalf-02,-0.15206674,,-0.597755,
31,pixar042,run-01,splithalf-02,-0.53093255,,-0.7858432,
32,pixar042,run-01,splithalf-02,0.7108389,,0.7457382,
33,pixar042,run-01,splithalf-02,,,,
34,pixar042,run-01,splithalf-02,-0.19419529,,0.21427456,
35,pixar042,run-01,splithalf-02,-0.46911106,,0.23564515,
36,pixar042,run-01,splithalf-02,-0.7521204,,0.7567789,
37,pixar042,run-01,splithalf-02,-0.0965752,,0.7548481,
38,pixar042,run-01,splithalf-02,-0.20550969,,0.4575203,
39,pixar042,run-01,splithalf-02,0.31058103,,0.89040947,
40,pixar042,run-01,splithalf-02,0.19823673,,0.54335684,
41,pixar042,run-01,splithalf-02,-0.88726485,,0.6667882,
42,pixar042,run-01,splithalf-02,-0.95648384,,0.7247014,
43,pixar042,run-01,splithalf-02,-0.76389617,,0.44681972,
44,pixar042,run-01,splithalf-02,-0.27644762,,-0.1097822,
45,pixar042,run-01,splithalf-02,0.9743956,,0.12560026,
46,pixar042,run-01,splithalf-02,-1.2015203,,-0.16773733,
47,pixar042,run-01,splithalf-02,-1.5351905,,-1.3402712,
48,pixar042,run-01,splithalf-02,-1.3301209,,-0.81499326,
49,pixar042,run-01,splithalf-02,-0.40594712,,0.0995646,
50,pixar042,run-01,splithalf-02,-0.75506526,,-0.21159223,
51,pixar042,run-01,splithalf-02,-0.5043215,,0.021110946,
52,pixar042,run-01,splithalf-02,-0.3412276,,0.6389226,
53,pixar042,run-01,splithalf-02,-0.47138253,,-0.19570948,
54,pixar042,run-01,splithalf-02,-0.85041267,,0.047385983,
55,pixar042,run-01,splithalf-02,-0.75998765,,0.13703121,
56,pixar042,run-01,splithalf-02,-0.49984822,,0.15835102,
57,pixar042,run-01,splithalf-02,-0.11369406,,-0.39706033,
58,pixar042,run-01,splithalf-02,-0.2580824,,0.010445947,
59,pixar042,run-01,splithalf-02,-0.6320192,,-0.5585003,
60,pixar042,run-01,splithalf-02,-0.8601465,,-0.9265051,
61,pixar042,run-01,splithalf-02,-0.59844244,,0.17710127,
62,pixar042,run-01,splithalf-02,-0.5238308,,0.12999137,
63,pixar042,run-01,splithalf-02,-2.0534692,,-3.6702702,
64,pixar042,run-01,splithalf-02,,,,
65,pixar042,run-01,splithalf-02,-0.52150124,,-0.50934917,
66,pixar042,run-01,splithalf-02,-0.5304277,,0.69715756,
67,pixar042,run-01,splithalf-02,,,,
68,pixar042,run-01,splithalf-02,-0.6826011,,-0.35077643,
69,pixar042,run-01,splithalf-02,0.69489926,,0.09050256,
70,pixar042,run-01,splithalf-02,0.38763502,,0.509699,
71,pixar042,run-01,splithalf-02,0.019959785,,-0.016233787,
72,pixar042,run-01,splithalf-02,0.6125609,,0.062489636,
73,pixar042,run-01,splithalf-02,0.36798167,,0.4462556,
74,pixar042,run-01,splithalf-02,0.39632794,,-0.16914658,
75,pixar042,run-01,splithalf-02,0.059996855,,-0.0019889264,
76,pixar042,run-01,splithalf-02,0.55380726,,0.72753346,
77,pixar042,run-01,splithalf-02,0.38866544,,-0.025401885,
78,pixar042,run-01,splithalf-02,0.29352477,,0.24127531,
79,pixar042,run-01,splithalf-02,-0.45198178,,-0.38522705,
80,pixar042,run-01,splithalf-02,0.005086766,,0.1531508,
81,pixar042,run-01,splithalf-02,-0.9063473,,-0.8742231,
0,pixar043,run-01,splithalf-01,,-1.729921,,-0.48102722
1,pixar043,run-01,splithalf-01,,-2.1507502,,-0.66360843
2,pixar043,run-01,splithalf-01,,-1.3325268,,-0.7116698
3,pixar043,run-01,splithalf-01,,-1.8453591,,-1.2202749
4,pixar043,run-01,splithalf-01,,-2.2241664,,-1.0616544
5,pixar043,run-01,splithalf-01,,-1.9706404,,-1.0762203
6,pixar043,run-01,splithalf-01,,-1.4423604,,-0.9812563
7,pixar043,run-01,splithalf-01,,-1.510833,,-0.84353036
8,pixar043,run-01,splithalf-01,,-1.1139028,,-0.38707155
9,pixar043,run-01,splithalf-01,,-0.40269595,,0.3573099
10,pixar043,run-01,splithalf-01,,-0.3500843,,-0.10506965
11,pixar043,run-01,splithalf-01,,-0.200936,,-0.110755146
12,pixar043,run-01,splithalf-01,,-0.22794445,,0.1048059
13,pixar043,run-01,splithalf-01,,-0.8239075,,-0.24611421
14,pixar043,run-01,splithalf-01,,-0.06873639,,0.4596099
15,pixar043,run-01,splithalf-01,,-0.46195522,,-0.22926617
16,pixar043,run-01,splithalf-01,,-0.5397719,,-0.033521038
17,pixar043,run-01,splithalf-01,,-0.45261222,,-0.87575483
18,pixar043,run-01,splithalf-01,,-1.1617304,,-0.403768
19,pixar043,run-01,splithalf-01,,-0.9648138,,0.19732499
20,pixar043,run-01,splithalf-01,,0.14897731,,0.21165769
21,pixar043,run-01,splithalf-01,,-0.011536492,,-0.26967755
22,pixar043,run-01,splithalf-01,,0.12241067,,0.14197259
23,pixar043,run-01,splithalf-01,,-0.16618474,,0.19681916
24,pixar043,run-01,splithalf-01,,0.12645881,,0.5661475
25,pixar043,run-01,splithalf-01,,0.6134318,,0.7572595
26,pixar043,run-01,splithalf-01,,0.39970618,,-0.055270463
27,pixar043,run-01,splithalf-01,,-0.195665,,-0.17291671
28,pixar043,run-01,splithalf-01,,-0.42718926,,-0.15515158
29,pixar043,run-01,splithalf-01,,-0.18606551,,0.054771453
30,pixar043,run-01,splithalf-01,,0.49580845,,0.481299
31,pixar043,run-01,splithalf-01,,0.11986784,,-0.035914093
32,pixar043,run-01,splithalf-01,,-0.2567154,,-0.72468245
33,pixar043,run-01,splithalf-01,,-0.80248356,,-0.8270117
34,pixar043,run-01,splithalf-01,,-0.5689165,,-0.59188634
35,pixar043,run-01,splithalf-01,,-0.56614053,,-0.954018
36,pixar043,run-01,splithalf-01,,-0.53765374,,-0.8083863
37,pixar043,run-01,splithalf-01,,-0.5633716,,-0.5395395
38,pixar043,run-01,splithalf-01,,-0.13083863,,-0.15797374
39,pixar043,run-01,splithalf-01,,-0.2929112,,-0.10753777
40,pixar043,run-01,splithalf-01,,-0.08786955,,-0.48586568
41,pixar043,run-01,splithalf-01,,-0.3519252,,-0.38607746
42,pixar043,run-01,splithalf-01,,-0.18378899,,0.28910613
43,pixar043,run-01,splithalf-01,,0.3379744,,-0.39066035
44,pixar043,run-01,splithalf-01,,0.46168107,,-0.21764323
45,pixar043,run-01,splithalf-01,,0.35108104,,0.57972085
46,pixar043,run-01,splithalf-01,,0.41424578,,0.34198993
47,pixar043,run-01,splithalf-01,,0.83602893,,-0.0029070198
48,pixar043,run-01,splithalf-01,,0.032490492,,-0.48075905
49,pixar043,run-01,splithalf-01,,0.17465684,,0.052522622
50,pixar043,run-01,splithalf-01,,0.20173292,,-0.053877007
51,pixar043,run-01,splithalf-01,,0.5019282,,-0.081764
52,pixar043,run-01,splithalf-01,,0.8111162,,0.29211625
53,pixar043,run-01,splithalf-01,,0.87735415,,-0.16990468
54,pixar043,run-01,splithalf-01,,0.6487688,,0.21225469
55,pixar043,run-01,splithalf-01,,1.152722,,0.81261045
56,pixar043,run-01,splithalf-01,,1.037874,,0.54165
57,pixar043,run-01,splithalf-01,,1.1210436,,0.66337574
58,pixar043,run-01,splithalf-01,,0.58756864,,0.6894031
59,pixar043,run-01,splithalf-01,,0.7333069,,0.40887922
60,pixar043,run-01,splithalf-01,,1.4012887,,0.75316584
61,pixar043,run-01,splithalf-01,,0.9719364,,0.18489376
62,pixar043,run-01,splithalf-01,,1.1742796,,0.6201383
63,pixar043,run-01,splithalf-01,,0.97780216,,0.6648134
64,pixar043,run-01,splithalf-01,,0.3268382,,1.4816847
